"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",2,1,1,,,
"Primaria (033)",91,6,36,25,18,6
"Secundaria (034)",83,4,45,22,8,4
"Superior no univ. incompleta (035)",7,,5,2,,
"Superior no univ. completa (036)",12,,6,3,3,
"Superior univ. incompleta (037)",1,,,,1,
"Superior univ. completa (038)",5,,1,1,3,
"No PEA (040)",13317,5051,3301,1952,1635,1378
"Sin nivel (041)",917,141,92,132,228,324
"Educación inicial (042)",303,287,6,10,,
"Primaria (043)",8636,3906,1314,1295,1179,942
"Secundaria (044)",2933,717,1646,372,144,54
"Superior no univ. incompleta (045)",175,,112,40,16,7
"Superior no univ. completa (046)",196,,55,62,45,34
"Superior univ. incompleta (047)",81,,59,15,4,3
"Superior univ. completa (048)",76,,17,26,19,14
,,,,,,
"URBANA (060)",7692,1673,1971,1874,1429,745
"Sin nivel (061)",245,18,26,41,71,89
"Educación inicial (062)",115,103,6,6,,
"Primaria (063)",3821,1179,489,779,822,552
"Secundaria (064)",2272,373,1075,509,262,53
"Superior no univ. incompleta (065)",262,,130,94,33,5
"Superior no univ. completa (066)",532,,123,250,130,29
"Superior univ. incompleta (067)",122,,62,35,21,4
"Superior univ. completa (068)",323,,60,160,90,13
"PEA (070)",3359,58,888,1286,892,235
"Sin nivel (071)",87,1,9,25,31,21
"Educación inicial (072)",4,1,1,2,,
"Primaria (073)",1448,34,280,475,474,185
"Secundaria (074)",943,22,378,348,177,18
"Superior no univ. incompleta (075)",147,,58,66,22,1
"Superior no univ. completa (076)",403,,94,206,95,8
"Superior univ. incompleta (077)",69,,22,26,19,2
"Superior univ. completa (078)",258,,46,138,74,
"Ocupada (080)",3239,54,841,1247,870,227
"Sin nivel (081)",84,1,8,24,30,21
"Educación inicial (082)",3,,1,2,,
"Primaria (083)",1408,33,271,458,466,180
"Secundaria (084)",886,20,351,330,170,15
"Superior no univ. incompleta (085)",143,,54,66,22,1
"Superior no univ. completa (086)",392,,88,203,93,8
"Superior univ. incompleta (087)",68,,22,26,18,2
"Superior univ. completa (088)",255,,46,138,71,
"Desocupada (090)",120,4,47,39,22,8
"Sin nivel (091)",3,,1,1,1,
"Educación inicial (092)",1,1,,,,
"Primaria (093)",40,1,9,17,8,5
"Secundaria (094)",57,2,27,18,7,3
"Superior no univ. incompleta (095)",4,,4,,,
"Superior no univ. completa (096)",11,,6,3,2,
"Superior univ. incompleta (097)",1,,,,1,
"Superior univ. completa (098)",3,,,,3,
"No PEA (100)",4333,1615,1083,588,537,510
"Sin nivel (101)",158,17,17,16,40,68
"Educación inicial (102)",111,102,5,4,,
"Primaria (103)",2373,1145,209,304,348,367
"Secundaria (104)",1329,351,697,161,85,35
"Superior no univ. incompleta (105)",115,,72,28,11,4
"Superior no univ. completa (106)",129,,29,44,35,21
"Superior univ. incompleta (107)",53,,40,9,2,2
"Superior univ. completa (108)",65,,14,22,16,13
,,,,,,
"RURAL (120)",15421,3675,4580,3320,2510,1336
"Sin nivel (121)",1107,139,132,207,304,325
"Educación inicial (122)",196,185,5,6,,
"Primaria (123)",10754,2954,2608,2331,1905,956
"Secundaria (124)",2893,397,1656,588,216,36
"Superior no univ. incompleta (125)",121,,60,40,18,3
"Superior no univ. completa (126)",248,,80,108,46,14
"Superior univ. incompleta (127)",42,,23,12,6,1
"Superior univ. completa (128)",60,,16,28,15,1
"PEA (130)",6437,239,2362,1956,1412,468
"Sin nivel (131)",348,15,57,91,116,69
"Educación inicial (132)",4,,4,,,
"Primaria (133)",4491,193,1503,1340,1074,381
"Secundaria (134)",1289,31,707,377,157,17
"Superior no univ. incompleta (135)",61,,20,28,13,
"Superior no univ. completa (136)",181,,54,90,36,1
"Superior univ. incompleta (137)",14,,4,6,4,
"Superior univ. completa (138)",49,,13,24,12,
"Ocupada (140)",6349,231,2314,1939,1399,466
"Sin nivel (141)",344,14,57,89,115,69
"Educación inicial (142)",3,,3,,,
"Primaria (143)",4440,188,1476,1332,1064,380
"Secundaria (144)",1263,29,689,373,156,16
"Superior no univ. incompleta (145)",58,,19,26,13,
"Superior no univ. completa (146)",180,,54,90,35,1
"Superior univ. incompleta (147)",14,,4,6,4,
"Superior univ. completa (148)",47,,12,23,12,
"Desocupada (150)",88,8,48,17,13,2
"Sin nivel (151)",4,1,,2,1,
"Educación inicial (152)",1,,1,,,
"Primaria (153)",51,5,27,8,10,1
"Secundaria (154)",26,2,18,4,1,1
"Superior no univ. incompleta (155)",3,,1,2,,
"Superior no univ. completa (156)",1,,,,1,
"Superior univ. completa (158)",2,,1,1,,
"No PEA (160)",8984,3436,2218,1364,1098,868
"Sin nivel (161)",759,124,75,116,188,256
"Educación inicial (162)",192,185,1,6,,
"Primaria (163)",6263,2761,1105,991,831,575
"Secundaria (164)",1604,366,949,211,59,19
"Superior no univ. incompleta (165)",60,,40,12,5,3
"Superior no univ. completa (166)",67,,26,18,10,13
"Superior univ. incompleta (167)",28,,19,6,2,1
"Superior univ. completa (168)",11,,3,4,3,1
