"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MOHO (000)",10830,10559,3047,1062,1139,1092,1828,1379,679,333,271,33026
"De 12 a 14 años (001)",1001,996,990,4,2,,,,,,5,8
"De 15 a 19 años (002)",1233,1207,1090,102,11,4,,,,,26,136
"De 20 a 24 años (003)",810,753,351,221,130,36,14,1,,,57,656
"De 25 a 29 años (004)",761,694,99,192,197,126,72,7,1,,67,1316
"De 30 a 34 años (005)",785,750,92,111,176,168,163,36,3,1,35,1941
"De 35 a 39 años (006)",776,757,54,86,139,157,207,92,19,3,19,2525
"De 40 a 44 años (007)",736,720,39,43,102,124,227,120,56,9,16,2975
"De 45 a 49 años (008)",638,623,36,34,75,81,169,144,63,21,15,2871
"De 50 y más años (009)",4090,4059,296,269,307,396,976,979,537,299,31,20598
"Conviviente (010)",1703,1652,216,438,408,250,213,86,30,11,51,3863
"De 12 a 14 años (011)",15,11,8,2,1,,,,,,4,4
"De 15 a 19 años (012)",160,139,65,66,7,1,,,,,21,83
"De 20 a 24 años (013)",333,323,61,139,93,23,7,,,,10,422
"De 25 a 29 años (014)",347,339,21,109,119,57,28,4,1,,8,668
"De 30 a 34 años (015)",265,262,21,53,74,54,51,7,2,,3,651
"De 35 a 39 años (016)",186,184,11,26,45,43,35,19,4,1,2,566
"De 40 a 44 años (017)",120,119,4,14,25,31,28,12,5,,1,399
"De 45 a 49 años (018)",75,75,4,6,13,13,16,17,6,,,303
"De 50 y más años (019)",202,200,21,23,31,28,48,27,12,10,2,767
"Separado(a) (020)",274,271,16,88,64,37,42,15,7,2,3,691
"De 15 a 19 años (022)",13,13,2,11,,,,,,,,11
"De 20 a 24 años (023)",23,23,1,17,3,2,,,,,,29
"De 25 a 29 años (024)",27,26,,13,9,3,1,,,,1,44
