"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Agric., ganadería, caza y silvicultura (067)",18615,,355,208,116,,4521,110,126,13179,,
"Pesca (068)",1382,1,20,15,4,,799,1,13,529,,
"Explotación de minas y canteras (069)",402,,51,35,18,4,,109,26,159,,
"Industrias manufactureras (070)",25555,21,736,1395,773,151,,19131,2295,1053,,
"Suministro de electricidad, gas y agua (071)",978,5,125,198,151,,,196,97,206,,
"Construcción (072)",16416,6,750,639,141,,,1319,9230,4331,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",68540,54,842,3548,1205,42422,,5532,760,14177,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",6837,13,142,369,136,1523,,3999,483,172,,
"Comercio al por mayor (075)",4471,17,170,718,282,2887,,10,57,330,,
"Comercio al por menor (076)",57232,24,530,2461,787,38012,,1523,220,13675,,
"Hoteles y restaurantes (077)",11967,7,133,683,615,6490,,11,7,4021,,
"Trans., almac. y comunicaciones (078)",31998,12,283,1215,1347,80,,186,22594,6281,,
"Intermediación financiera (079)",2267,16,273,641,1178,,,4,3,152,,
"Activid.inmobil., empres. y alquileres (080)",11980,6,3633,2944,1469,1894,,100,152,1782,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",9591,85,1250,696,2958,293,,32,231,1135,2911,
"Enseñanza (082)",19365,286,17698,347,685,,,7,9,333,,
"Servicios sociales y de salud (083)",7290,,3286,2616,546,298,,64,46,434,,
"Otras activ. serv.comun.soc y personales (084)",9228,5,704,1696,480,1461,,59,88,4735,,
"Hogares privados con servicio doméstico (085)",9573,,2,41,,51,,,2,9477,,
"Organiz. y organos extraterritoriales (086)",1,,,1,,,,,,,,
"Actividad economica no especificada (087)",8786,11,459,772,1557,5,,1,18,126,,5837
"Hombres (088)",161598,315,14680,10929,6227,25098,5015,20865,34760,37508,2758,3443
"Agric., ganadería, caza y silvicultura (089)",16815,,306,159,78,,4234,108,126,11804,,
"Pesca (090)",1340,1,19,12,1,,781,1,13,512,,
"Explotación de minas y canteras (091)",360,,43,28,14,3,,103,26,143,,
"Industrias manufactureras (092)",18001,18,568,965,456,88,,13339,1754,813,,
"Suministro de electricidad, gas y agua (093)",847,4,107,175,96,,,189,96,180,,
"Construcción (094)",16047,5,672,591,90,,,1308,9138,4243,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",37753,43,562,2110,496,20490,,5390,753,7909,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",6266,12,125,303,51,1193,,3938,481,163,,
"Comercio al por mayor (097)",2774,13,95,400,157,1746,,6,57,300,,
"Comercio al por menor (098)",28713,18,342,1407,288,17551,,1446,215,7446,,
"Hoteles y restaurantes (099)",3859,6,81,380,285,1943,,10,7,1147,,
"Trans., almac. y comunicaciones (100)",29643,9,198,745,835,27,,174,22337,5318,,
"Intermediación financiera (101)",1343,13,165,369,667,,,3,3,123,,
"Activid.inmobil., empres. y alquileres (102)",8660,4,2568,2129,682,1851,,96,137,1193,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",6971,64,835,455,1500,267,,31,212,849,2758,
"Enseñanza (104)",7206,137,6406,183,248,,,7,7,218,,
"Servicios sociales y de salud (105)",2593,,1312,782,175,55,,55,45,169,,
"Otras activ. serv.comun.soc y personales (106)",5122,3,528,1360,202,373,,50,86,2520,,
"Hogares privados con servicio doméstico (107)",283,,,1,,1,,,2,279,,
"Actividad economica no especificada (109)",4755,8,310,485,402,,,1,18,88,,3443
"Mujeres (110)",92336,200,15920,6761,7016,28051,305,5997,937,24602,153,2394
"Agric., ganadería, caza y silvicultura (111)",1800,,49,49,38,,287,2,,1375,,
"Pesca (112)",42,,1,3,3,,18,,,17,,
"Explotación de minas y canteras (113)",42,,8,7,4,1,,6,,16,,
"Industrias manufactureras (114)",7554,3,168,430,317,63,,5792,541,240,,
"Suministro de electricidad, gas y agua (115)",131,1,18,23,55,,,7,1,26,,
"Construcción (116)",369,1,78,48,51,,,11,92,88,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",30787,11,280,1438,709,21932,,142,7,6268,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",571,1,17,66,85,330,,61,2,9,,
"Comercio al por mayor (119)",1697,4,75,318,125,1141,,4,,30,,
"Comercio al por menor (120)",28519,6,188,1054,499,20461,,77,5,6229,,
"Hoteles y restaurantes (121)",8108,1,52,303,330,4547,,1,,2874,,
"Trans., almac. y comunicaciones (122)",2355,3,85,470,512,53,,12,257,963,,
"Intermediación financiera (123)",924,3,108,272,511,,,1,,29,,
"Activid.inmobil., empres. y alquileres (124)",3320,2,1065,815,787,43,,4,15,589,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",2620,21,415,241,1458,26,,1,19,286,153,
"Enseñanza (126)",12159,149,11292,164,437,,,,2,115,,
"Servicios sociales y de salud (127)",4697,,1974,1834,371,243,,9,1,265,,
"Otras activ. serv.comun.soc y personales (128)",4106,2,176,336,278,1088,,9,2,2215,,
"Hogares privados con servicio doméstico (129)",9290,,2,40,,50,,,,9198,,
"Organiz. y organos extraterritoriales (130)",1,,,1,,,,,,,,
"Actividad economica no especificada (131)",4031,3,149,287,1155,5,,,,38,,2394
,,,,,,,,,,,,
"RURAL (132)",15723,13,347,169,154,1090,2421,1009,1255,8918,28,319
"Agric., ganadería, caza y silvicultura (133)",9765,,8,7,3,,2401,2,26,7318,,
"Pesca (134)",42,,,,,,20,,,22,,
"Explotación de minas y canteras (135)",102,,2,1,,,,5,3,91,,
"Industrias manufactureras (136)",1064,1,6,22,16,5,,825,122,67,,
"Suministro de electricidad, gas y agua (137)",19,,1,1,2,,,5,,10,,
"Construcción (138)",475,,4,3,2,,,25,296,145,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1473,1,4,24,9,874,,136,17,408,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",141,,,4,,12,,113,10,2,,
"Comercio al por mayor (141)",67,1,1,4,4,48,,,2,7,,
"Comercio al por menor (142)",1265,,3,16,5,814,,23,5,399,,
"Hoteles y restaurantes (143)",216,,2,9,9,112,,,,84,,
"Trans., almac. y comunicaciones (144)",930,,3,8,12,4,,7,763,133,,
"Intermediación financiera (145)",16,,,1,8,,,,,7,,
"Activid.inmobil., empres. y alquileres (146)",174,,23,31,14,60,,1,6,39,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",168,4,13,6,28,6,,2,9,72,28,
"Enseñanza (148)",285,7,249,1,14,,,,1,13,,
"Servicios sociales y de salud (149)",79,,22,28,6,6,,,2,15,,
"Otras activ. serv.comun.soc y personales (150)",232,,7,20,13,22,,1,10,159,,
"Hogares privados con servicio doméstico (151)",336,,,,,1,,,,335,,
"Actividad economica no especificada (153)",347,,3,7,18,,,,,,,319
"Hombres (154)",12577,8,164,126,84,353,2283,710,1192,7446,28,183
"Agric., ganadería, caza y silvicultura (155)",8911,,7,7,3,,2265,2,26,6601,,
"Pesca (156)",38,,,,,,18,,,20,,
"Explotación de minas y canteras (157)",102,,2,1,,,,5,3,91,,
"Industrias manufactureras (158)",697,1,6,18,14,4,,527,69,58,,
"Suministro de electricidad, gas y agua (159)",19,,1,1,2,,,5,,10,,
"Construcción (160)",464,,4,3,1,,,25,291,140,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",586,1,1,14,4,256,,135,17,158,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",139,,,3,,12,,112,10,2,,
"Comercio al por mayor (163)",41,1,,3,1,28,,,2,6,,
"Comercio al por menor (164)",406,,1,8,3,216,,23,5,150,,
"Hoteles y restaurantes (165)",47,,1,7,5,17,,,,17,,
"Trans., almac. y comunicaciones (166)",905,,3,7,7,3,,7,759,119,,
"Intermediación financiera (167)",10,,,,4,,,,,6,,
"Activid.inmobil., empres. y alquileres (168)",138,,14,26,7,60,,1,5,25,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",130,3,10,6,13,6,,2,9,53,28,
"Enseñanza (170)",123,3,101,1,7,,,,1,10,,
"Servicios sociales y de salud (171)",28,,6,13,,2,,,2,5,,
"Otras activ. serv.comun.soc y personales (172)",172,,5,17,11,4,,1,10,124,,
"Hogares privados con servicio doméstico (173)",10,,,,,1,,,,9,,
"Actividad economica no especificada (175)",197,,3,5,6,,,,,,,183
"Mujeres (176)",3146,5,183,43,70,737,138,299,63,1472,,136
"Agric., ganadería, caza y silvicultura (177)",854,,1,,,,136,,,717,,
"Pesca (178)",4,,,,,,2,,,2,,
"Industrias manufactureras (180)",367,,,4,2,1,,298,53,9,,
"Construcción (182)",11,,,,1,,,,5,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",887,,3,10,5,618,,1,,250,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,1,,,,1,,,,
"Comercio al por mayor (185)",26,,1,1,3,20,,,,1,,
"Comercio al por menor (186)",859,,2,8,2,598,,,,249,,
"Hoteles y restaurantes (187)",169,,1,2,4,95,,,,67,,
"Trans., almac. y comunicaciones (188)",25,,,1,5,1,,,4,14,,
"Intermediación financiera (189)",6,,,1,4,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",36,,9,5,7,,,,1,14,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",38,1,3,,15,,,,,19,,
"Enseñanza (192)",162,4,148,,7,,,,,3,,
"Servicios sociales y de salud (193)",51,,16,15,6,4,,,,10,,
"Otras activ. serv.comun.soc y personales (194)",60,,2,3,2,18,,,,35,,
"Hogares privados con servicio doméstico (195)",326,,,,,,,,,326,,
"Actividad economica no especificada (197)",150,,,2,12,,,,,,,136
