"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CALCA (000)",46996,8387,8518,9031,7866,5634,7560
"Conviviente (001)",13052,177,2541,4749,3217,1443,925
"Separado(a) (002)",964,9,138,250,225,173,169
"Casado(a) (003)",13753,28,285,2340,3706,3287,4107
"Viudo(a) (004)",2780,2,15,70,194,441,2058
"Divorciado(a) (005)",175,,12,28,35,37,63
"Soltero(a) (006)",16272,8171,5527,1594,489,253,238
"Hombres (008)",23574,4353,4369,4564,3937,2808,3543
"Conviviente (009)",6375,83,852,2401,1706,803,530
"Separado(a) (010)",250,3,10,46,64,65,62
"Casado(a) (011)",6759,16,97,995,1791,1659,2201
"Viudo(a) (012)",757,1,2,14,47,106,587
"Divorciado(a) (013)",62,,3,7,12,15,25
"Soltero(a) (014)",9371,4250,3405,1101,317,160,138
"Mujeres (016)",23422,4034,4149,4467,3929,2826,4017
"Conviviente (017)",6677,94,1689,2348,1511,640,395
"Separado(a) (018)",714,6,128,204,161,108,107
"Casado(a) (019)",6994,12,188,1345,1915,1628,1906
"Viudo(a) (020)",2023,1,13,56,147,335,1471
"Divorciado(a) (021)",113,,9,21,23,22,38
"Soltero(a) (022)",6901,3921,2122,493,172,93,100
,,,,,,,
"URBANA (024)",17559,3089,3312,3513,2941,2030,2674
"Conviviente (025)",5239,97,869,1988,1404,546,335
"Separado(a) (026)",506,1,49,125,136,99,96
"Casado(a) (027)",4317,14,63,553,1081,1131,1475
"Viudo(a) (028)",790,,4,15,44,97,630
"Divorciado(a) (029)",91,,3,13,23,20,32
"Soltero(a) (030)",6616,2977,2324,819,253,137,106
"Hombres (032)",8616,1551,1693,1724,1429,1014,1205
"Conviviente (033)",2503,54,279,963,718,305,184
"Separado(a) (034)",123,1,2,23,35,32,30
"Casado(a) (035)",2111,8,23,211,505,576,788
"Viudo(a) (036)",175,,1,4,6,20,144
"Divorciado(a) (037)",32,,1,4,7,7,13
"Soltero(a) (038)",3672,1488,1387,519,158,74,46
"Mujeres (040)",8943,1538,1619,1789,1512,1016,1469
"Conviviente (041)",2736,43,590,1025,686,241,151
"Separado(a) (042)",383,,47,102,101,67,66
"Casado(a) (043)",2206,6,40,342,576,555,687
"Viudo(a) (044)",615,,3,11,38,77,486
"Divorciado(a) (045)",59,,2,9,16,13,19
"Soltero(a) (046)",2944,1489,937,300,95,63,60
,,,,,,,
"RURAL (048)",29437,5298,5206,5518,4925,3604,4886
"Conviviente (049)",7813,80,1672,2761,1813,897,590
"Separado(a) (050)",458,8,89,125,89,74,73
"Casado(a) (051)",9436,14,222,1787,2625,2156,2632
"Viudo(a) (052)",1990,2,11,55,150,344,1428
"Divorciado(a) (053)",84,,9,15,12,17,31
"Soltero(a) (054)",9656,5194,3203,775,236,116,132
"Hombres (056)",14958,2802,2676,2840,2508,1794,2338
"Conviviente (057)",3872,29,573,1438,988,498,346
"Separado(a) (058)",127,2,8,23,29,33,32
"Casado(a) (059)",4648,8,74,784,1286,1083,1413
"Viudo(a) (060)",582,1,1,10,41,86,443
"Divorciado(a) (061)",30,,2,3,5,8,12
"Soltero(a) (062)",5699,2762,2018,582,159,86,92
"Mujeres (064)",14479,2496,2530,2678,2417,1810,2548
"Conviviente (065)",3941,51,1099,1323,825,399,244
"Separado(a) (066)",331,6,81,102,60,41,41
"Casado(a) (067)",4788,6,148,1003,1339,1073,1219
"Viudo(a) (068)",1408,1,10,45,109,258,985
"Divorciado(a) (069)",54,,7,12,7,9,19
"Soltero(a) (070)",3957,2432,1185,193,77,30,40
