"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia LEONCIO PRADO (000)",45763,64,2581,1350,1139,5935,12001,2102,3452,13261,573,1017,2288
"Agric., ganadería, caza y silvicultura (001)",20077,,64,49,11,,11965,2,3,7983,,,
"Pesca (002)",47,,1,,,,36,,,10,,,
"Explotación de minas y canteras (003)",65,,4,2,1,,,31,4,23,,,
"Industrias manufactureras (004)",1691,,24,68,24,24,,1348,107,96,,,
"Suministro de electricidad, gas y agua (005)",67,1,4,13,10,,,10,4,25,,,
"Construcción (006)",1601,3,42,51,9,,,123,825,548,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",6823,1,29,153,49,4451,,574,44,1522,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",685,,4,19,10,145,,462,38,7,,,
"Comercio al por mayor (009)",319,,2,28,15,244,,,1,29,,,
"Comercio al por menor (010)",5819,1,23,106,24,4062,,112,5,1486,,,
"Hoteles y restaurantes (011)",2127,1,9,60,62,1009,,,,986,,,
"Trans., almac. y comunicaciones (012)",2905,1,10,69,96,15,,5,2416,293,,,
"Intermediación financiera (013)",95,1,19,13,53,,,1,,8,,,
"Activid.inmobil., empres. y alquileres (014)",961,,264,238,138,200,,3,16,102,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1190,34,72,38,275,22,,,20,156,573,,
"Enseñanza (016)",1739,21,1617,13,57,,,,1,30,,,
"Servicios sociales y de salud (017)",718,,319,263,73,35,,,6,22,,,
"Otras activ. serv.comun.soc y personales (018)",939,1,40,262,56,179,,5,6,390,,,
"Hogares privados con servicio doméstico (019)",1063,,2,1,,,,,,1060,,,
"Organiz. y organos extraterritoriales (020)",2,,1,1,,,,,,,,,
"Actividad economica no especificada (021)",1365,,60,56,225,,,,,7,,1017,
"Desocupado (022)",2288,,,,,,,,,,,,2288
"Hombres (023)",33055,46,1405,893,575,2581,11047,1715,3362,8737,556,505,1633
"Agric., ganadería, caza y silvicultura (024)",17553,,52,40,7,,11011,2,3,6438,,,
"Pesca (025)",47,,1,,,,36,,,10,,,
"Explotación de minas y canteras (026)",60,,3,1,1,,,30,3,22,,,
"Industrias manufactureras (027)",1186,,16,42,15,17,,983,57,56,,,
"Suministro de electricidad, gas y agua (028)",58,1,4,12,6,,,9,3,23,,,
"Construcción (029)",1548,3,41,46,6,,,121,818,513,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",3442,1,16,107,19,2024,,559,42,674,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",610,,4,18,7,87,,454,36,4,,,
"Comercio al por mayor (032)",191,,2,17,5,138,,,1,28,,,
"Comercio al por menor (033)",2641,1,10,72,7,1799,,105,5,642,,,
"Hoteles y restaurantes (034)",530,1,5,31,33,268,,,,192,,,
"Trans., almac. y comunicaciones (035)",2732,1,9,45,47,8,,5,2388,229,,,
"Intermediación financiera (036)",56,1,8,7,33,,,1,,6,,,
"Activid.inmobil., empres. y alquileres (037)",711,,181,180,82,190,,3,16,59,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",984,24,52,26,176,22,,,20,108,556,,
"Enseñanza (039)",878,14,803,9,34,,,,1,17,,,
"Servicios sociales y de salud (040)",283,,135,93,33,12,,,6,4,,,
"Otras activ. serv.comun.soc y personales (041)",462,,32,219,21,40,,2,5,143,,,
"Hogares privados con servicio doméstico (042)",238,,,,,,,,,238,,,
"Organiz. y organos extraterritoriales (043)",2,,1,1,,,,,,,,,
"Actividad economica no especificada (044)",652,,46,34,62,,,,,5,,505,
"Desocupado (045)",1633,,,,,,,,,,,,1633
"Mujeres (046)",12708,18,1176,457,564,3354,954,387,90,4524,17,512,655
"Agric., ganadería, caza y silvicultura (047)",2524,,12,9,4,,954,,,1545,,,
"Explotación de minas y canteras (049)",5,,1,1,,,,1,1,1,,,
"Industrias manufactureras (050)",505,,8,26,9,7,,365,50,40,,,
"Suministro de electricidad, gas y agua (051)",9,,,1,4,,,1,1,2,,,
"Construcción (052)",53,,1,5,3,,,2,7,35,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",3381,,13,46,30,2427,,15,2,848,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",75,,,1,3,58,,8,2,3,,,
"Comercio al por mayor (055)",128,,,11,10,106,,,,1,,,
"Comercio al por menor (056)",3178,,13,34,17,2263,,7,,844,,,
"Hoteles y restaurantes (057)",1597,,4,29,29,741,,,,794,,,
"Trans., almac. y comunicaciones (058)",173,,1,24,49,7,,,28,64,,,
"Intermediación financiera (059)",39,,11,6,20,,,,,2,,,
"Activid.inmobil., empres. y alquileres (060)",250,,83,58,56,10,,,,43,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",206,10,20,12,99,,,,,48,17,,
"Enseñanza (062)",861,7,814,4,23,,,,,13,,,
"Servicios sociales y de salud (063)",435,,184,170,40,23,,,,18,,,
"Otras activ. serv.comun.soc y personales (064)",477,1,8,43,35,139,,3,1,247,,,
"Hogares privados con servicio doméstico (065)",825,,2,1,,,,,,822,,,
"Actividad economica no especificada (067)",713,,14,22,163,,,,,2,,512,
"Desocupado (068)",655,,,,,,,,,,,,655
,,,,,,,,,,,,,
"URBANA (069)",27679,56,2425,1290,1090,5488,2718,1850,3094,6893,524,770,1481
"Agric., ganadería, caza y silvicultura (070)",4977,,63,39,10,,2685,1,1,2178,,,
"Pesca (071)",44,,1,,,,33,,,10,,,
"Explotación de minas y canteras (072)",55,,4,2,1,,,29,2,17,,,
"Industrias manufactureras (073)",1436,,23,66,22,23,,1136,84,82,,,
"Suministro de electricidad, gas y agua (074)",66,1,4,13,10,,,10,4,24,,,
"Construcción (075)",1497,3,39,50,8,,,118,762,517,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",6329,1,28,152,49,4105,,542,37,1415,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",634,,4,19,10,128,,434,33,6,,,
"Comercio al por mayor (078)",299,,2,28,15,226,,,1,27,,,
"Comercio al por menor (079)",5396,1,22,105,24,3751,,108,3,1382,,,
"Hoteles y restaurantes (080)",1937,1,9,59,61,922,,,,885,,,
"Trans., almac. y comunicaciones (081)",2609,1,10,67,89,11,,5,2158,268,,,
"Intermediación financiera (082)",95,1,19,13,53,,,1,,8,,,
"Activid.inmobil., empres. y alquileres (083)",938,,259,236,134,194,,3,14,98,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1097,26,67,36,257,22,,,19,146,524,,
"Enseñanza (085)",1621,21,1503,13,56,,,,1,27,,,
"Servicios sociales y de salud (086)",664,,296,239,67,35,,,6,21,,,
"Otras activ. serv.comun.soc y personales (087)",905,1,38,249,54,176,,5,6,376,,,
"Hogares privados con servicio doméstico (088)",819,,2,1,,,,,,816,,,
"Organiz. y organos extraterritoriales (089)",2,,1,1,,,,,,,,,
"Actividad economica no especificada (090)",1107,,59,54,219,,,,,5,,770,
"Desocupado (091)",1481,,,,,,,,,,,,1481
"Hombres (092)",17685,39,1332,850,557,2404,2384,1520,3026,3720,508,389,956
"Agric., ganadería, caza y silvicultura (093)",4146,,51,31,7,,2351,1,1,1704,,,
"Pesca (094)",44,,1,,,,33,,,10,,,
"Explotación de minas y canteras (095)",51,,3,1,1,,,28,1,17,,,
"Industrias manufactureras (096)",1007,,16,40,14,16,,828,49,44,,,
"Suministro de electricidad, gas y agua (097)",57,1,4,12,6,,,9,3,22,,,
"Construcción (098)",1446,3,38,45,5,,,116,756,483,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",3198,1,16,106,19,1868,,527,35,626,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",564,,4,18,7,75,,426,31,3,,,
"Comercio al por mayor (101)",176,,2,17,5,125,,,1,26,,,
"Comercio al por menor (102)",2458,1,10,71,7,1668,,101,3,597,,,
"Hoteles y restaurantes (103)",508,1,5,31,33,258,,,,180,,,
"Trans., almac. y comunicaciones (104)",2449,1,9,43,44,5,,5,2136,206,,,
"Intermediación financiera (105)",56,1,8,7,33,,,1,,6,,,
"Activid.inmobil., empres. y alquileres (106)",695,,177,180,81,184,,3,14,56,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",903,17,49,24,166,22,,,19,98,508,,
"Enseñanza (108)",826,14,752,9,34,,,,1,16,,,
"Servicios sociales y de salud (109)",263,,127,82,32,12,,,6,4,,,
"Otras activ. serv.comun.soc y personales (110)",440,,30,206,20,39,,2,5,138,,,
"Hogares privados con servicio doméstico (111)",107,,,,,,,,,107,,,
"Organiz. y organos extraterritoriales (112)",2,,1,1,,,,,,,,,
"Actividad economica no especificada (113)",531,,45,32,62,,,,,3,,389,
"Desocupado (114)",956,,,,,,,,,,,,956
"Mujeres (115)",9994,17,1093,440,533,3084,334,330,68,3173,16,381,525
"Agric., ganadería, caza y silvicultura (116)",831,,12,8,3,,334,,,474,,,
"Explotación de minas y canteras (118)",4,,1,1,,,,1,1,,,,
"Industrias manufactureras (119)",429,,7,26,8,7,,308,35,38,,,
"Suministro de electricidad, gas y agua (120)",9,,,1,4,,,1,1,2,,,
"Construcción (121)",51,,1,5,3,,,2,6,34,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",3131,,12,46,30,2237,,15,2,789,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",70,,,1,3,53,,8,2,3,,,
"Comercio al por mayor (124)",123,,,11,10,101,,,,1,,,
"Comercio al por menor (125)",2938,,12,34,17,2083,,7,,785,,,
"Hoteles y restaurantes (126)",1429,,4,28,28,664,,,,705,,,
"Trans., almac. y comunicaciones (127)",160,,1,24,45,6,,,22,62,,,
"Intermediación financiera (128)",39,,11,6,20,,,,,2,,,
"Activid.inmobil., empres. y alquileres (129)",243,,82,56,53,10,,,,42,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",194,9,18,12,91,,,,,48,16,,
"Enseñanza (131)",795,7,751,4,22,,,,,11,,,
"Servicios sociales y de salud (132)",401,,169,157,35,23,,,,17,,,
"Otras activ. serv.comun.soc y personales (133)",465,1,8,43,34,137,,3,1,238,,,
"Hogares privados con servicio doméstico (134)",712,,2,1,,,,,,709,,,
"Actividad economica no especificada (136)",576,,14,22,157,,,,,2,,381,
