"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJAMARCA (000)",84836,78266,353,20181,17809,12831,14775,8008,3285,1024,6570,249254
"De 12 a 14 años (001)",119,51,1,45,5,,,,,,68,55
"De 15 a 19 años (002)",2444,2024,35,1756,192,29,12,,,,420,2275
"De 20 a 24 años (003)",10369,8183,63,5573,2024,406,96,21,,,2186,11377
"De 25 a 29 años (004)",12036,10309,45,4792,3522,1391,508,48,3,,1727,18470
"De 30 a 34 años (005)",11151,10338,34,3008,3615,2115,1329,216,14,7,813,23800
"De 35 a 39 años (006)",10164,9731,28,1586,2860,2457,2079,604,103,14,433,28550
"De 40 a 44 años (007)",8362,8112,27,959,1840,1863,2204,923,240,56,250,28352
"De 45 a 49 años (008)",7037,6874,20,659,1257,1414,1944,1073,396,111,163,27413
"De 50 y más años (009)",23154,22644,100,1803,2494,3156,6603,5123,2529,836,510,108962
"Conviviente (010)",34896,33896,155,9947,8280,5329,5782,2969,1099,335,1000,99751
"De 12 a 14 años (011)",81,23,,21,2,,,,,,58,25
"De 15 a 19 años (012)",1718,1400,25,1212,141,18,4,,,,318,1564
"De 20 a 24 años (013)",5754,5447,39,3623,1418,281,74,12,,,307,7691
"De 25 a 29 años (014)",6361,6216,20,2617,2264,952,331,30,2,,145,11604
"De 30 a 34 años (015)",5419,5369,22,1275,1877,1224,822,135,10,4,50,13187
"De 35 a 39 años (016)",4461,4423,10,506,1178,1146,1148,364,63,8,38,14214
"De 40 a 44 años (017)",3273,3256,11,249,594,691,1037,505,135,34,17,12778
"De 45 a 49 años (018)",2428,2412,6,136,328,398,786,502,209,47,16,10970
"De 50 y más años (019)",5401,5350,22,308,478,619,1580,1421,680,242,51,27718
"Separado(a) (020)",6545,6435,20,2721,1526,901,831,309,106,21,110,15186
