"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",176,,,10,31,24,50,14,47
"Jefes y empleados de oficina (040)",217,,,4,64,24,67,23,35
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",709,13,,235,296,54,65,23,23
"Agricult.trabaj. calif.agrop. y pesquros (042)",714,19,1,352,296,20,15,7,4
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",233,3,1,65,115,22,21,3,3
"Obreros. construc., conf., papel, fab., instr (044)",627,6,1,163,351,28,47,13,18
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1700,36,5,692,784,70,65,26,22
"Otra (046)",36,,,,4,2,17,4,9
"Ocupación no especificada (047)",100,5,,37,38,4,10,2,4
"Hombres (048)",3586,51,7,1178,1588,175,272,112,203
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",11,,,,,,3,2,6
"Profes., científicos e intelectuales (050)",158,,,,5,5,39,29,80
"Técnicos de nivel medio ytrab.asimilados (051)",109,,,5,21,20,25,10,28
"Jefes y empleados de oficina (052)",115,,,4,46,6,25,14,20
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",341,3,,91,163,26,31,11,16
"Agricult.trabaj. calif.agrop. y pesquros (054)",703,18,1,346,293,20,15,6,4
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",192,2,,53,93,19,20,3,2
"Obreros. construc., conf., papel, fab., instr (056)",595,4,1,150,337,28,45,13,17
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1272,23,5,509,605,47,46,19,18
"Otra (058)",35,,,,4,2,16,4,9
"Ocupación no especificada (059)",55,1,,20,21,2,7,1,3
"Mujeres (060)",1271,31,1,380,407,90,204,48,110
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",7,,,,2,1,1,,3
"Profes., científicos e intelectuales (062)",169,,,,9,11,76,14,59
"Técnicos de nivel medio ytrab.asimilados (063)",67,,,5,10,4,25,4,19
"Jefes y empleados de oficina (064)",102,,,,18,18,42,9,15
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",368,10,,144,133,28,34,12,7
"Agricult.trabaj. calif.agrop. y pesquros (066)",11,1,,6,3,,,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",41,1,1,12,22,3,1,,1
"Obreros. construc., conf., papel, fab., instr (068)",32,2,,13,14,,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",428,13,,183,179,23,19,7,4
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",45,4,,17,17,2,3,1,1
,,,,,,,,,
"RURAL (072)",1258,38,,568,470,35,87,26,34
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",3,,,1,,,1,,1
"Profes., científicos e intelectuales (074)",73,,,,5,10,32,8,18
"Técnicos de nivel medio ytrab.asimilados (075)",21,,,2,2,4,9,,4
"Jefes y empleados de oficina (076)",43,,,1,14,3,16,4,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",59,3,,28,17,3,5,1,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",329,19,,214,86,1,3,5,1
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",23,,,9,10,2,2,,
"Obreros. construc., conf., papel, fab., instr (080)",122,3,,45,64,4,3,3,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",533,13,,235,260,7,12,4,2
"Otra (082)",1,,,,,,1,,
"Ocupación no especificada (083)",51,,,33,12,1,3,1,1
"Hombres (084)",1062,33,,491,427,20,50,19,22
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",3,,,1,,,1,,1
"Profes., científicos e intelectuales (086)",34,,,,,4,15,4,11
"Técnicos de nivel medio ytrab.asimilados (087)",13,,,2,2,3,3,,3
"Jefes y empleados de oficina (088)",22,,,1,10,,6,2,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",38,,,17,13,2,4,1,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",306,17,,195,84,1,3,5,1
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",23,,,9,10,2,2,,
"Obreros. construc., conf., papel, fab., instr (092)",120,3,,45,62,4,3,3,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",475,13,,202,243,4,9,3,1
"Otra (094)",1,,,,,,1,,
"Ocupación no especificada (095)",27,,,19,3,,3,1,1
"Mujeres (096)",196,5,,77,43,15,37,7,12
"Profes., científicos e intelectuales (098)",39,,,,5,6,17,4,7
"Técnicos de nivel medio ytrab.asimilados (099)",8,,,,,1,6,,1
"Jefes y empleados de oficina (100)",21,,,,4,3,10,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",21,3,,11,4,1,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",23,2,,19,2,,,,
"Obreros. construc., conf., papel, fab., instr (104)",2,,,,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",58,,,33,17,3,3,1,1
"Ocupación no especificada (107)",24,,,14,9,1,,,
