"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CORONEL PORTILLO (000)",119161,30727,20420,54580,2657,6999,3778
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",250,208,,,42,,
"Profes., científicos e intelectuales (002)",10341,8889,,1216,198,38,
"Técnicos de nivel medio y trab. asimilados (003)",5557,3543,,1622,336,53,3
"Jefes y empleados de oficina (004)",6110,6005,,50,,55,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",21501,5305,288,13149,626,2133,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",14324,12,118,13549,642,3,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",12846,,6113,6233,354,146,
"Obreros construc.,conf., papel, fab., instr. (008)",15489,1350,3801,9910,302,126,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",26666,3233,8529,7009,68,4052,3775
"Otra (010)",1082,1082,,,,,
"Ocupación no especificada (011)",4995,1100,1571,1842,89,393,
"Hombres (012)",78776,17463,17890,38059,2038,3090,236
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",197,163,,,34,,
"Profes., científicos e intelectuales (014)",5342,4359,,828,134,21,
"Técnicos de nivel medio y trab. asimilados (015)",3692,2258,,1155,251,28,
"Jefes y empleados de oficina (016)",3094,3036,,33,,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",9791,2983,79,5838,361,530,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",12558,12,117,11858,568,3,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",10915,,5793,4707,317,98,
"Obreros construc.,conf., papel, fab., instr. (020)",14748,1311,3604,9436,289,108,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",14346,1705,7089,3188,26,2102,236
"Otra (022)",1029,1029,,,,,
"Ocupación no especificada (023)",3064,607,1208,1016,58,175,
"Mujeres (024)",40385,13264,2530,16521,619,3909,3542
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",53,45,,,8,,
"Profes., científicos e intelectuales (026)",4999,4530,,388,64,17,
"Técnicos de nivel medio y trab. asimilados (027)",1865,1285,,467,85,25,3
"Jefes y empleados de oficina (028)",3016,2969,,17,,30,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",11710,2322,209,7311,265,1603,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",1766,,1,1691,74,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",1931,,320,1526,37,48,
"Obreros construc.,conf., papel, fab., instr. (032)",741,39,197,474,13,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",12320,1528,1440,3821,42,1950,3539
"Otra (034)",53,53,,,,,
"Ocupación no especificada (035)",1931,493,363,826,31,218,
,,,,,,,
"URBANA (036)",101559,30045,17350,44368,2244,4005,3547
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",242,200,,,42,,
"Profes., científicos e intelectuales (038)",9929,8523,,1178,192,36,
"Técnicos de nivel medio y trab. asimilados (039)",5457,3481,,1600,326,49,1
"Jefes y empleados de oficina (040)",6050,5945,,50,,55,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",20929,5227,254,12755,609,2084,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",5314,10,68,4937,296,3,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",12205,,5873,5857,340,135,
"Obreros construc.,conf., papel, fab., instr. (044)",15067,1344,3705,9618,291,109,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",21037,3184,6153,6866,64,1224,3546
"Otra (046)",1050,1050,,,,,
"Ocupación no especificada (047)",4279,1081,1297,1507,84,310,
"Hombres (048)",65526,17001,15346,29684,1683,1602,210
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",191,157,,,34,,
"Profes., científicos e intelectuales (050)",5082,4127,,805,130,20,
"Técnicos de nivel medio y trab. asimilados (051)",3621,2212,,1141,241,27,
"Jefes y empleados de oficina (052)",3051,2993,,33,,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",9525,2936,74,5649,351,515,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",4575,10,67,4229,266,3,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",10524,,5567,4560,304,93,
"Obreros construc.,conf., papel, fab., instr. (056)",14453,1305,3517,9250,279,102,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",10837,1670,5134,3136,24,663,210
"Otra (058)",997,997,,,,,
"Ocupación no especificada (059)",2670,594,987,881,54,154,
"Mujeres (060)",36033,13044,2004,14684,561,2403,3337
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",51,43,,,8,,
"Profes., científicos e intelectuales (062)",4847,4396,,373,62,16,
"Técnicos de nivel medio y trab. asimilados (063)",1836,1269,,459,85,22,1
"Jefes y empleados de oficina (064)",2999,2952,,17,,30,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",11404,2291,180,7106,258,1569,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",739,,1,708,30,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",1681,,306,1297,36,42,
"Obreros construc.,conf., papel, fab., instr. (068)",614,39,188,368,12,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",10200,1514,1019,3730,40,561,3336
"Otra (070)",53,53,,,,,
"Ocupación no especificada (071)",1609,487,310,626,30,156,
,,,,,,,
"RURAL (072)",17602,682,3070,10212,413,2994,231
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",8,8,,,,,
"Profes., científicos e intelectuales (074)",412,366,,38,6,2,
"Técnicos de nivel medio y trab. asimilados (075)",100,62,,22,10,4,2
"Jefes y empleados de oficina (076)",60,60,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",572,78,34,394,17,49,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",9010,2,50,8612,346,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",641,,240,376,14,11,
"Obreros construc.,conf., papel, fab., instr. (080)",422,6,96,292,11,17,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",5629,49,2376,143,4,2828,229
"Otra (082)",32,32,,,,,
"Ocupación no especificada (083)",716,19,274,335,5,83,
"Hombres (084)",13250,462,2544,8375,355,1488,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,6,,,,,
"Profes., científicos e intelectuales (086)",260,232,,23,4,1,
"Técnicos de nivel medio y trab. asimilados (087)",71,46,,14,10,1,
"Jefes y empleados de oficina (088)",43,43,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",266,47,5,189,10,15,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",7983,2,50,7629,302,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",391,,226,147,13,5,
"Obreros construc.,conf., papel, fab., instr. (092)",295,6,87,186,10,6,
