"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia UCAYALI (000)",13386,12810,66,2039,2098,1821,3023,2077,1149,537,576,53996
"De 12 a 14 años (001)",62,28,3,20,5,,,,,,34,30
"De 15 a 19 años (002)",1111,983,14,682,239,39,9,,,,128,1313
"De 20 a 24 años (003)",1939,1759,11,616,637,370,115,10,,,180,3549
"De 25 a 29 años (004)",1970,1876,7,314,545,454,487,63,6,,94,5304
"De 30 a 34 años (005)",1741,1699,5,145,268,350,652,235,40,4,42,6493
"De 35 a 39 años (006)",1574,1556,5,68,138,225,561,394,141,24,18,7468
"De 40 a 44 años (007)",1308,1297,7,64,77,143,412,347,187,60,11,6925
"De 45 a 49 años (008)",1024,1016,3,35,68,91,267,298,191,63,8,5870
"De 50 y más años (009)",2657,2596,11,95,121,149,520,730,584,386,61,17044
"Conviviente (010)",8729,8470,42,1355,1561,1325,2043,1262,612,270,259,33673
"De 12 a 14 años (011)",49,17,2,13,2,,,,,,32,17
"De 15 a 19 años (012)",846,732,9,481,204,32,6,,,,114,1009
"De 20 a 24 años (013)",1470,1422,10,439,537,325,102,9,,,48,2976
"De 25 a 29 años (014)",1488,1464,4,207,415,371,415,47,5,,24,4265
"De 30 a 34 años (015)",1260,1250,4,85,190,255,501,179,33,3,10,4895
"De 35 a 39 años (016)",1079,1074,2,38,79,152,404,283,103,13,5,5253
"De 40 a 44 años (017)",831,830,1,29,45,75,262,244,135,39,1,4643
"De 45 a 49 años (018)",602,598,2,23,43,51,147,182,104,46,4,3476
"De 50 y más años (019)",1104,1083,8,40,46,64,206,318,232,169,21,7139
"Separado(a) (020)",484,454,4,97,90,70,93,65,28,7,30,1635
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
