"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAJAMARCA (000)",296395,13467,30553,34387,33374,61791,45879,59519,17425
"Sabe leer y escribir (001)",244741,,22921,33873,32602,58583,41250,46355,9157
"No sabe leer y escribir (002)",51654,13467,7632,514,772,3208,4629,13164,8268
"Hombres (004)",145533,6744,15322,17535,16542,30234,22714,28752,7690
"Sabe leer y escribir (005)",128807,,11534,17335,16337,29676,22023,26336,5566
"No sabe leer y escribir (006)",16726,6744,3788,200,205,558,691,2416,2124
"Mujeres (008)",150862,6723,15231,16852,16832,31557,23165,30767,9735
"Sabe leer y escribir (009)",115934,,11387,16538,16265,28907,19227,20019,3591
"No sabe leer y escribir (010)",34928,6723,3844,314,567,2650,3938,10748,6144
,,,,,,,,,
"URBANA (012)",164379,6945,15544,16247,18120,37126,27411,34438,8548
"Sabe leer y escribir (013)",146871,,12573,16098,17929,36444,26396,31222,6209
"No sabe leer y escribir (014)",17508,6945,2971,149,191,682,1015,3216,2339
"Hombres (016)",79711,3509,7775,8220,8823,17920,13345,16479,3640
"Sabe leer y escribir (017)",73455,,6273,8155,8756,17796,13202,16036,3237
"No sabe leer y escribir (018)",6256,3509,1502,65,67,124,143,443,403
"Mujeres (020)",84668,3436,7769,8027,9297,19206,14066,17959,4908
"Sabe leer y escribir (021)",73416,,6300,7943,9173,18648,13194,15186,2972
"No sabe leer y escribir (022)",11252,3436,1469,84,124,558,872,2773,1936
,,,,,,,,,
"RURAL (024)",132016,6522,15009,18140,15254,24665,18468,25081,8877
"Sabe leer y escribir (025)",97870,,10348,17775,14673,22139,14854,15133,2948
"No sabe leer y escribir (026)",34146,6522,4661,365,581,2526,3614,9948,5929
"Hombres (028)",65822,3235,7547,9315,7719,12314,9369,12273,4050
"Sabe leer y escribir (029)",55352,,5261,9180,7581,11880,8821,10300,2329
"No sabe leer y escribir (030)",10470,3235,2286,135,138,434,548,1973,1721
"Mujeres (032)",66194,3287,7462,8825,7535,12351,9099,12808,4827
"Sabe leer y escribir (033)",42518,,5087,8595,7092,10259,6033,4833,619
"No sabe leer y escribir (034)",23676,3287,2375,230,443,2092,3066,7975,4208
