"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JORGE BASADRE (000)",5571,238,8,916,2073,367,692,307,970
"Agric., ganadería, caza y silvicultura (001)",1646,174,4,491,565,89,138,74,111
"Pesca (002)",22,,,2,17,,2,,1
"Explotación de minas y canteras (003)",526,1,,25,138,33,96,39,194
"Industrias manufactureras (004)",189,12,1,39,61,19,23,12,22
"Suministro de electricidad, gas y agua (005)",10,1,,,1,3,3,1,1
"Construcción (006)",342,3,,44,163,31,33,13,55
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",252,9,,32,101,17,46,16,31
"Venta, mant.y rep. veh.autom.y motoc. (008)",98,,,5,22,5,38,7,21
"Comercio al por mayor (009)",8,,,1,5,1,,1,
"Comercio al por menor (010)",146,9,,26,74,11,8,8,10
"Hoteles y restaurantes (011)",184,8,,31,103,8,20,6,8
"Trans., almac. y comunicaciones (012)",138,1,,12,60,11,25,10,19
"Intermediación financiera (013)",7,,,,1,,3,2,1
"Activid.inmobil., empres. y de alquiler (014)",138,2,,5,34,11,20,17,49
"Admin.pub. y defensa; p. segur.soc.afil (015)",1633,22,3,200,706,103,218,92,289
"Enseñanza (016)",142,,,3,20,10,28,3,78
"Servicios sociales y de salud (017)",93,,,2,11,,17,6,57
"Otras activ. serv.comun.soc y personales (018)",41,,,5,6,7,3,6,14
"Hogares privados con servicio doméstico (019)",85,1,,15,42,14,7,4,2
"Actividad economica no especificada (021)",123,4,,10,44,11,10,6,38
"Hombres (022)",4053,75,6,596,1587,273,543,243,730
"Agric., ganadería, caza y silvicultura (023)",1017,46,3,283,365,68,106,63,83
"Pesca (024)",21,,,2,16,,2,,1
"Explotación de minas y canteras (025)",502,1,,25,137,32,91,38,178
"Industrias manufactureras (026)",146,4,,24,51,16,21,10,20
"Suministro de electricidad, gas y agua (027)",10,1,,,1,3,3,1,1
"Construcción (028)",328,3,,41,158,30,32,13,51
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",136,1,,9,40,10,40,10,26
"Venta, mant.y rep. veh.autom.y motoc. (030)",96,,,5,21,5,38,7,20
"Comercio al por mayor (031)",2,,,,1,1,,,
"Comercio al por menor (032)",38,1,,4,18,4,2,3,6
"Hoteles y restaurantes (033)",73,,,9,43,2,13,,6
"Trans., almac. y comunicaciones (034)",123,1,,12,55,9,20,10,16
"Intermediación financiera (035)",2,,,,,,1,1,
"Activid.inmobil., empres. y de alquiler (036)",101,1,,5,27,8,14,12,34
"Admin.pub. y defensa; p. segur.soc.afil (037)",1389,16,3,174,638,83,179,72,224
"Enseñanza (038)",50,,,1,6,2,8,1,32
"Servicios sociales y de salud (039)",43,,,1,5,,6,4,27
"Otras activ. serv.comun.soc y personales (040)",24,,,4,5,3,1,5,6
"Hogares privados con servicio doméstico (041)",8,,,1,7,,,,
"Actividad economica no especificada (043)",80,1,,5,33,7,6,3,25
"Mujeres (044)",1518,163,2,320,486,94,149,64,240
"Agric., ganadería, caza y silvicultura (045)",629,128,1,208,200,21,32,11,28
"Pesca (046)",1,,,,1,,,,
