"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUANCAYO (000)",466346,461557,3104,1685
"Hombres (001)",222808,220701,1217,890
"Mujeres (002)",243538,240856,1887,795
"Menores de 1 año (003)",7723,6681,792,250
"Hombres (004)",3964,3440,393,131
"Mujeres (005)",3759,3241,399,119
"De 1 a 5 años (006)",44547,42045,1153,1349
"Hombres (007)",22748,21424,588,736
"Mujeres (008)",21799,20621,565,613
"De 6 a 14 años (009)",89596,89532,52,12
"Hombres (010)",45383,45353,25,5
"Mujeres (011)",44213,44179,27,7
"De 15 a 29 años (012)",133048,133015,26,7
"Hombres (013)",63660,63646,12,2
"Mujeres (014)",69388,69369,14,5
"De 30 a 44 años (015)",90261,90190,60,11
"Hombres (016)",40573,40549,20,4
"Mujeres (017)",49688,49641,40,7
"De 45 a 64 años (018)",70900,70707,178,15
"Hombres (019)",32390,32350,34,6
"Mujeres (020)",38510,38357,144,9
"De 65 a más años (021)",30271,29387,843,41
"Hombres (022)",14090,13939,145,6
"Mujeres (023)",16181,15448,698,35
,,,,
"URBANA (024)",412051,407996,2636,1419
"Hombres (025)",196262,194453,1045,764
"Mujeres (026)",215789,213543,1591,655
"Menores de 1 año (027)",6751,5835,711,205
"Hombres (028)",3472,3011,349,112
"Mujeres (029)",3279,2824,362,93
"De 1 a 5 años (030)",38278,36059,1062,1157
"Hombres (031)",19541,18369,532,640
"Mujeres (032)",18737,17690,530,517
"De 6 a 14 años (033)",77063,77006,46,11
"Hombres (034)",39009,38984,21,4
"Mujeres (035)",38054,38022,25,7
"De 15 a 29 años (036)",119674,119648,21,5
"Hombres (037)",57164,57154,8,2
"Mujeres (038)",62510,62494,13,3
"De 30 a 44 años (039)",81120,81074,38,8
"Hombres (040)",36221,36208,11,2
"Mujeres (041)",44899,44866,27,6
"De 45 a 64 años (042)",63040,62913,122,5
"Hombres (043)",28683,28664,18,1
"Mujeres (044)",34357,34249,104,4
"De 65 a más años (045)",26125,25461,636,28
"Hombres (046)",12172,12063,106,3
"Mujeres (047)",13953,13398,530,25
,,,,
"RURAL (048)",54295,53561,468,266
"Hombres (049)",26546,26248,172,126
"Mujeres (050)",27749,27313,296,140
"Menores de 1 año (051)",972,846,81,45
"Hombres (052)",492,429,44,19
"Mujeres (053)",480,417,37,26
"De 1 a 5 años (054)",6269,5986,91,192
"Hombres (055)",3207,3055,56,96
"Mujeres (056)",3062,2931,35,96
"De 6 a 14 años (057)",12533,12526,6,1
"Hombres (058)",6374,6369,4,1
"Mujeres (059)",6159,6157,2,
"De 15 a 29 años (060)",13374,13367,5,2
"Hombres (061)",6496,6492,4,
"Mujeres (062)",6878,6875,1,2
"De 30 a 44 años (063)",9141,9116,22,3
"Hombres (064)",4352,4341,9,2
"Mujeres (065)",4789,4775,13,1
"De 45 a 64 años (066)",7860,7794,56,10
"Hombres (067)",3707,3686,16,5
"Mujeres (068)",4153,4108,40,5
"De 65 a más años (069)",4146,3926,207,13
"Hombres (070)",1918,1876,39,3
"Mujeres (071)",2228,2050,168,10
