"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CARAVELI (000)",35928,20273,15655,23080,12143,10937,12848,8130,4718
"Menores de 1 año (001)",625,303,322,378,185,193,247,118,129
"Menores de 1 mes (002)",56,28,28,36,18,18,20,10,10
"De 1 a 11 meses (003)",569,275,294,342,167,175,227,108,119
"De 1 a 4 años (004)",2794,1385,1409,1818,877,941,976,508,468
"1 año (005)",673,320,353,417,195,222,256,125,131
"2 años (006)",720,360,360,447,207,240,273,153,120
"3 años (007)",736,368,368,497,244,253,239,124,115
"4 años (008)",665,337,328,457,231,226,208,106,102
"De 5 a 9 años (009)",3094,1644,1450,2158,1154,1004,936,490,446
"5 años (010)",611,321,290,406,216,190,205,105,100
"6 años (011)",530,279,251,368,195,173,162,84,78
"7 años (012)",582,316,266,404,218,186,178,98,80
"8 años (013)",705,379,326,490,258,232,215,121,94
"9 años (014)",666,349,317,490,267,223,176,82,94
"De 10 a 14 años (015)",3484,1792,1692,2584,1318,1266,900,474,426
"10 años (016)",674,349,325,502,262,240,172,87,85
"11 años (017)",644,326,318,463,240,223,181,86,95
"12 años (018)",775,404,371,573,295,278,202,109,93
"13 años (019)",701,351,350,525,258,267,176,93,83
"14 años (020)",690,362,328,521,263,258,169,99,70
"De 15 a 19 años (021)",3140,1728,1412,1999,1014,985,1141,714,427
"15 años (022)",663,328,335,510,246,264,153,82,71
"16 años (023)",604,317,287,442,232,210,162,85,77
"17 años (024)",553,301,252,342,178,164,211,123,88
"18 años (025)",614,359,255,345,184,161,269,175,94
"19 años (026)",706,423,283,360,174,186,346,249,97
"De 20 a 24 años (027)",3756,2227,1529,1957,1007,950,1799,1220,579
"20 años (028)",765,462,303,402,199,203,363,263,100
"21 años (029)",703,414,289,348,176,172,355,238,117
"22 años (030)",788,469,319,410,216,194,378,253,125
"23 años (031)",704,402,302,349,182,167,355,220,135
"24 años (032)",796,480,316,448,234,214,348,246,102
"De 25 a 29 años (033)",3482,2084,1398,1956,1019,937,1526,1065,461
"25 años (034)",766,460,306,409,213,196,357,247,110
"26 años (035)",630,367,263,340,162,178,290,205,85
"27 años (036)",742,453,289,435,227,208,307,226,81
"28 años (037)",712,428,284,407,220,187,305,208,97
"29 años (038)",632,376,256,365,197,168,267,179,88
"De 30 a 34 años (039)",3143,1832,1311,1934,986,948,1209,846,363
"30 años (040)",776,474,302,433,226,207,343,248,95
"31 años (041)",523,304,219,328,167,161,195,137,58
"32 años (042)",676,380,296,426,217,209,250,163,87
"33 años (043)",606,351,255,369,186,183,237,165,72
"34 años (044)",562,323,239,378,190,188,184,133,51
"De 35 a 39 años (045)",2815,1656,1159,1866,997,869,949,659,290
"35 años (046)",577,340,237,376,200,176,201,140,61
