"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CELENDIN (000)",32198,31167,9364,4181,3663,2861,4394,2925,2020,1759,1031,95693
"De 12 a 14 años (001)",3658,3634,3605,26,3,,,,,,24,32
"De 15 a 19 años (002)",4473,4323,3683,554,73,8,5,,,,150,744
"De 20 a 24 años (003)",3742,3421,1121,1413,656,170,54,7,,,321,3504
"De 25 a 29 años (004)",3161,2969,295,895,931,499,303,43,3,,192,5843
"De 30 a 34 años (005)",2759,2654,115,439,709,589,608,165,23,6,105,7579
"De 35 a 39 años (006)",2740,2667,87,253,466,515,857,352,111,26,73,9965
"De 40 a 44 años (007)",2320,2283,79,161,254,351,692,445,205,96,37,10464
"De 45 a 49 años (008)",1951,1925,63,97,180,204,504,429,281,167,26,10359
"De 50 y más años (009)",7394,7291,316,343,391,525,1371,1484,1397,1464,103,47203
"Sin nivel (010)",7133,6947,613,570,613,678,1356,1197,964,956,186,36867
"De 12 a 14 años (011)",72,72,71,1,,,,,,,,1
"De 15 a 19 años (012)",209,198,151,38,8,1,,,,,11,57
"De 20 a 24 años (013)",383,357,87,146,79,27,14,4,,,26,468
"De 25 a 29 años (014)",507,481,44,111,126,108,77,14,1,,26,1114
"De 30 a 34 años (015)",487,464,24,51,81,101,141,58,7,1,23,1576
"De 35 a 39 años (016)",650,622,26,41,79,101,221,97,48,9,28,2597
"De 40 a 44 años (017)",621,606,35,29,39,69,183,143,67,41,15,3079
"De 45 a 49 años (018)",589,580,24,26,36,47,119,155,99,74,9,3471
"De 50 y más años (019)",3615,3567,151,127,165,224,601,726,742,831,48,24504
"Educacion Inicial (020)",72,69,20,14,21,5,6,1,1,1,3,122
"De 12 a 14 años (021)",13,13,13,,,,,,,,,
