"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",3340,41,1915,794,470,120
"Sin nivel (031)",141,4,20,34,49,34
"Educación inicial (032)",6,2,2,2,,
"Primaria (033)",876,24,291,216,269,76
"Secundaria (034)",1520,11,1106,288,109,6
"Superior no univ. incompleta (035)",123,,70,44,8,1
"Superior no univ. completa (036)",267,,163,92,12,
"Superior univ. incompleta (037)",108,,71,29,8,
"Superior univ. completa (038)",299,,192,89,15,3
"No PEA (040)",74314,34321,21799,6794,6368,5032
"Sin nivel (041)",8531,689,365,1094,2949,3434
"Educación inicial (042)",2276,2236,27,13,,
"Primaria (043)",36075,25827,3384,3204,2449,1211
"Secundaria (044)",21013,5569,13030,1503,647,264
"Superior no univ. incompleta (045)",1649,,1428,166,38,17
"Superior no univ. completa (046)",1065,,500,382,136,47
"Superior univ. incompleta (047)",2738,,2575,131,23,9
"Superior univ. completa (048)",967,,490,301,126,50
,,,,,,
"URBANA (060)",52991,13122,18129,11117,7468,3155
"Sin nivel (061)",3304,109,114,388,1223,1470
"Educación inicial (062)",752,727,17,8,,
"Primaria (063)",16340,9289,1205,2084,2598,1164
"Secundaria (064)",17532,2997,9485,2982,1720,348
"Superior no univ. incompleta (065)",2239,,1526,485,204,24
"Superior no univ. completa (066)",4337,,1324,2266,681,66
"Superior univ. incompleta (067)",3425,,2814,443,157,11
"Superior univ. completa (068)",5062,,1644,2461,885,72
"PEA (070)",20218,205,6592,7935,4645,841
"Sin nivel (071)",882,3,30,154,416,279
"Educación inicial (072)",9,4,2,3,,
"Primaria (073)",3394,107,492,1008,1402,385
"Secundaria (074)",6429,91,3014,2011,1195,118
"Superior no univ. incompleta (075)",978,,445,356,170,7
"Superior no univ. completa (076)",3375,,889,1910,555,21
"Superior univ. incompleta (077)",984,,521,321,140,2
"Superior univ. completa (078)",4167,,1199,2172,767,29
"Ocupada (080)",18471,195,5581,7483,4420,792
"Sin nivel (081)",840,3,25,141,400,271
"Educación inicial (082)",8,3,2,3,,
"Primaria (083)",3102,102,418,937,1293,352
"Secundaria (084)",5704,87,2515,1854,1134,114
"Superior no univ. incompleta (085)",882,,388,324,164,6
"Superior no univ. completa (086)",3148,,748,1835,544,21
"Superior univ. incompleta (087)",889,,460,295,132,2
"Superior univ. completa (088)",3898,,1025,2094,753,26
"Desocupada (090)",1747,10,1011,452,225,49
"Sin nivel (091)",42,,5,13,16,8
"Educación inicial (092)",1,1,,,,
"Primaria (093)",292,5,74,71,109,33
"Secundaria (094)",725,4,499,157,61,4
"Superior no univ. incompleta (095)",96,,57,32,6,1
"Superior no univ. completa (096)",227,,141,75,11,
"Superior univ. incompleta (097)",95,,61,26,8,
"Superior univ. completa (098)",269,,174,78,14,3
"No PEA (100)",32773,12917,11537,3182,2823,2314
"Sin nivel (101)",2422,106,84,234,807,1191
"Educación inicial (102)",743,723,15,5,,
"Primaria (103)",12946,9182,713,1076,1196,779
"Secundaria (104)",11103,2906,6471,971,525,230
"Superior no univ. incompleta (105)",1261,,1081,129,34,17
"Superior no univ. completa (106)",962,,435,356,126,45
"Superior univ. incompleta (107)",2441,,2293,122,17,9
"Superior univ. completa (108)",895,,445,289,118,43
,,,,,,
"RURAL (120)",69677,22074,20550,11837,10132,5084
"Sin nivel (121)",11850,606,634,2093,4758,3759
"Educación inicial (122)",1570,1518,25,27,,
"Primaria (123)",36182,17158,6716,6688,4398,1222
"Secundaria (124)",18120,2792,11957,2483,803,85
"Superior no univ. incompleta (125)",628,,478,123,26,1
"Superior no univ. completa (126)",502,,241,195,62,4
"Superior univ. incompleta (127)",409,,338,53,17,1
"Superior univ. completa (128)",416,,161,175,68,12
"PEA (130)",28136,670,10288,8225,6587,2366
"Sin nivel (131)",5741,23,353,1233,2616,1516
"Educación inicial (132)",37,5,13,19,,
"Primaria (133)",13053,513,4045,4560,3145,790
"Secundaria (134)",8210,129,5398,1951,681,51
"Superior no univ. incompleta (135)",240,,131,86,22,1
"Superior no univ. completa (136)",399,,176,169,52,2
"Superior univ. incompleta (137)",112,,56,44,11,1
"Superior univ. completa (138)",344,,116,163,60,5
"Ocupada (140)",26543,639,9384,7883,6342,2295
"Sin nivel (141)",5642,19,338,1212,2583,1490
"Educación inicial (142)",32,4,11,17,,
"Primaria (143)",12469,494,3828,4415,2985,747
"Secundaria (144)",7415,122,4791,1820,633,49
"Superior no univ. incompleta (145)",213,,118,74,20,1
"Superior no univ. completa (146)",359,,154,152,51,2
"Superior univ. incompleta (147)",99,,46,41,11,1
"Superior univ. completa (148)",314,,98,152,59,5
"Desocupada (150)",1593,31,904,342,245,71
"Sin nivel (151)",99,4,15,21,33,26
"Educación inicial (152)",5,1,2,2,,
"Primaria (153)",584,19,217,145,160,43
"Secundaria (154)",795,7,607,131,48,2
"Superior no univ. incompleta (155)",27,,13,12,2,
"Superior no univ. completa (156)",40,,22,17,1,
"Superior univ. incompleta (157)",13,,10,3,,
"Superior univ. completa (158)",30,,18,11,1,
"No PEA (160)",41541,21404,10262,3612,3545,2718
"Sin nivel (161)",6109,583,281,860,2142,2243
"Educación inicial (162)",1533,1513,12,8,,
"Primaria (163)",23129,16645,2671,2128,1253,432
"Secundaria (164)",9910,2663,6559,532,122,34
"Superior no univ. incompleta (165)",388,,347,37,4,
"Superior no univ. completa (166)",103,,65,26,10,2
"Superior univ. incompleta (167)",297,,282,9,6,
"Superior univ. completa (168)",72,,45,12,8,7
