"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PAITA (000)",100801,5304,10903,11881,11339,19467,15819,20554,5534
"Sabe leer y escribir (001)",88995,,8559,11726,11235,19141,15444,18889,4001
"No sabe leer y escribir (002)",11806,5304,2344,155,104,326,375,1665,1533
"Hombres (004)",50703,2693,5515,6006,5706,9599,7804,10484,2896
"Sabe leer y escribir (005)",45258,,4285,5928,5651,9459,7683,9939,2313
"No sabe leer y escribir (006)",5445,2693,1230,78,55,140,121,545,583
"Mujeres (008)",50098,2611,5388,5875,5633,9868,8015,10070,2638
"Sabe leer y escribir (009)",43737,,4274,5798,5584,9682,7761,8950,1688
"No sabe leer y escribir (010)",6361,2611,1114,77,49,186,254,1120,950
,,,,,,,,,
"URBANA (012)",96217,5081,10415,11316,10842,18587,15120,19624,5232
"Sabe leer y escribir (013)",85192,,8196,11169,10746,18297,14775,18161,3848
"No sabe leer y escribir (014)",11025,5081,2219,147,96,290,345,1463,1384
"Hombres (016)",48272,2588,5258,5708,5434,9165,7412,9979,2728
"Sabe leer y escribir (017)",43160,,4088,5634,5386,9038,7298,9504,2212
"No sabe leer y escribir (018)",5112,2588,1170,74,48,127,114,475,516
"Mujeres (020)",47945,2493,5157,5608,5408,9422,7708,9645,2504
"Sabe leer y escribir (021)",42032,,4108,5535,5360,9259,7477,8657,1636
"No sabe leer y escribir (022)",5913,2493,1049,73,48,163,231,988,868
,,,,,,,,,
"RURAL (024)",4584,223,488,565,497,880,699,930,302
"Sabe leer y escribir (025)",3803,,363,557,489,844,669,728,153
"No sabe leer y escribir (026)",781,223,125,8,8,36,30,202,149
"Hombres (028)",2431,105,257,298,272,434,392,505,168
"Sabe leer y escribir (029)",2098,,197,294,265,421,385,435,101
"No sabe leer y escribir (030)",333,105,60,4,7,13,7,70,67
"Mujeres (032)",2153,118,231,267,225,446,307,425,134
"Sabe leer y escribir (033)",1705,,166,263,224,423,284,293,52
"No sabe leer y escribir (034)",448,118,65,4,1,23,23,132,82
