"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",6,,1,2,3,
"Profes., científicos e intelectuales (038)",85,,24,49,12,
"Técnicos de nivel medio y trab. asimilados (039)",21,,5,12,4,
"Jefes y empleados de oficina (040)",78,,23,40,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",65,5,22,27,11,
"Agricult. trabaj. calif.agrop. y pesqueros (042)",29,,8,7,10,4
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",39,1,11,15,11,1
"Obreros construc., conf., papel, fab., instr. (044)",40,1,14,19,5,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",94,6,42,33,12,1
"Otra (046)",9,,7,2,,
"Ocupación no especificada (047)",4,,2,1,1,
"Hombres (048)",332,11,114,134,67,6
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",4,,1,1,2,
"Profes., científicos e intelectuales (050)",47,,13,23,11,
"Técnicos de nivel medio y trab. asimilados (051)",20,,5,11,4,
"Jefes y empleados de oficina (052)",53,,16,26,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",32,3,12,11,6,
"Agricult. trabaj. calif.agrop. y pesqueros (054)",27,,7,7,9,4
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",37,1,10,15,10,1
"Obreros construc., conf., papel, fab., instr. (056)",38,1,14,18,4,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",61,6,27,19,9,
"Otra (058)",9,,7,2,,
"Ocupación no especificada (059)",4,,2,1,1,
"Mujeres (060)",138,2,45,73,17,1
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",2,,,1,1,
"Profes., científicos e intelectuales (062)",38,,11,26,1,
"Técnicos de nivel medio y trab. asimilados (063)",1,,,1,,
"Jefes y empleados de oficina (064)",25,,7,14,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",33,2,10,16,5,
"Agricult. trabaj. calif.agrop. y pesqueros (066)",2,,1,,1,
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",2,,1,,1,
"Obreros construc., conf., papel, fab., instr. (068)",2,,,1,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",33,,15,14,3,1
,,,,,,
"RURAL (072)",583,5,225,231,103,19
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",3,,1,2,,
"Profes., científicos e intelectuales (074)",76,,22,43,11,
"Técnicos de nivel medio y trab. asimilados (075)",7,,1,6,,
"Jefes y empleados de oficina (076)",3,,1,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",4,,3,1,,
"Agricult. trabaj. calif.agrop. y pesqueros (078)",274,,95,112,56,11
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",12,,6,2,3,1
"Obreros construc., conf., papel, fab., instr. (080)",12,,5,6,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",90,5,50,26,8,1
"Ocupación no especificada (083)",102,,41,31,24,6
"Hombres (084)",492,4,186,195,90,17
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",1,,,1,,
"Profes., científicos e intelectuales (086)",56,,12,35,9,
"Técnicos de nivel medio y trab. asimilados (087)",7,,1,6,,
"Jefes y empleados de oficina (088)",3,,1,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",4,,3,1,,
"Agricult. trabaj. calif.agrop. y pesqueros (090)",262,,90,107,54,11
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",11,,6,1,3,1
"Obreros construc., conf., papel, fab., instr. (092)",11,,5,5,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",59,4,39,13,2,1
"Ocupación no especificada (095)",78,,29,24,21,4
"Mujeres (096)",91,1,39,36,13,2
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",2,,1,1,,
"Profes., científicos e intelectuales (098)",20,,10,8,2,
"Agricult. trabaj. calif.agrop. y pesqueros (102)",12,,5,5,2,
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",1,,,1,,
"Obreros construc., conf., papel, fab., instr. (104)",1,,,1,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",31,1,11,13,6,
"Ocupación no especificada (107)",24,,12,7,3,2
