"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHINCHEROS (000)",12894,12433,44,1883,1870,1711,2844,2228,1313,540,461,54635
"De 12 a 14 años (001)",20,9,,9,,,,,,,11,9
"De 15 a 19 años (002)",360,310,5,260,42,2,1,,,,50,354
"De 20 a 24 años (003)",1276,1150,5,610,389,116,26,4,,,126,1872
"De 25 a 29 años (004)",1459,1358,3,332,463,342,206,12,,,101,3240
"De 30 a 34 años (005)",1518,1466,3,213,352,369,384,124,19,2,52,4652
"De 35 a 39 años (006)",1501,1468,3,106,188,266,538,288,71,8,33,6204
"De 40 a 44 años (007)",1267,1255,,57,93,159,404,329,176,37,12,6537
"De 45 a 49 años (008)",1084,1074,3,44,55,87,290,308,196,91,10,6322
"De 50 y más años (009)",4409,4343,22,252,288,370,995,1163,851,402,66,25445
"Conviviente (010)",2852,2765,8,884,714,443,415,193,77,31,87,7684
"De 12 a 14 años (011)",13,4,,4,,,,,,,9,4
"De 15 a 19 años (012)",224,185,2,154,28,1,,,,,39,213
"De 20 a 24 años (013)",715,692,3,373,240,66,9,1,,,23,1095
"De 25 a 29 años (014)",628,619,,173,215,144,83,4,,,9,1411
"De 30 a 34 años (015)",490,484,1,99,124,120,104,33,3,,6,1396
"De 35 a 39 años (016)",305,305,,39,60,59,89,47,10,1,,1123
"De 40 a 44 años (017)",169,169,,12,21,25,54,38,16,3,,786
"De 45 a 49 años (018)",99,99,,5,13,8,27,23,16,7,,535
"De 50 y más años (019)",209,208,2,25,13,20,49,47,32,20,1,1121
"Separado(a) (020)",653,640,3,212,144,82,107,59,24,9,13,1894
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",57,51,1,46,4,,,,,,6,54
