"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Organiz. y organos extraterritoriales (042)",1,,,,,1,,,
"Actividad economica no especificada (043)",538,33,2,114,226,25,23,40,75
"Mujeres (044)",14119,3101,24,4223,3477,397,801,467,1629
"Agric., ganadería, caza y silvicultura (045)",5995,2386,14,2481,1044,23,16,16,15
"Pesca (046)",2,,,1,1,,,,
"Explotación de minas y canteras (047)",4,,,1,1,,1,,1
"Industrias manufactureras (048)",322,38,,88,130,21,20,14,11
"Suministro de electricidad, gas y agua (049)",6,2,,,2,1,,,1
"Construcción (050)",56,5,1,22,22,,,2,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2718,328,5,844,1043,131,95,160,112
"Venta, mant.y rep. veh.autom.y motoc. (052)",29,,,4,15,2,,5,3
"Comercio al por mayor (053)",61,1,,15,20,5,6,5,9
"Comercio al por menor (054)",2628,327,5,825,1008,124,89,150,100
"Hoteles y restaurantes (055)",875,106,2,280,369,38,23,30,27
"Trans., almac. y comunicaciones (056)",124,,,18,60,9,7,19,11
"Intermediación financiera (057)",37,,,,8,,6,9,14
"Activid.inmobil., empres. y de alquiler (058)",156,1,,4,25,11,20,8,87
"Admin.pub. y defensa; p. segur.soc.afil (059)",336,14,,42,78,32,37,35,98
"Enseñanza (060)",1406,1,,,82,48,404,83,788
"Servicios sociales y de salud (061)",646,13,,53,57,23,109,25,366
"Otras activ. serv.comun.soc y personales (062)",246,16,,50,100,16,19,22,23
"Hogares privados con servicio doméstico (063)",592,71,1,177,290,26,7,14,6
"Actividad economica no especificada (065)",598,120,1,162,165,18,37,30,65
,,,,,,,,,
"URBANA (066)",21984,1337,28,5428,7753,922,1774,1153,3589
"Agric., ganadería, caza y silvicultura (067)",6405,771,10,2919,2354,97,72,79,103
"Pesca (068)",5,,,1,3,,1,,
"Explotación de minas y canteras (069)",39,,1,8,20,2,3,2,3
"Industrias manufactureras (070)",1036,15,,240,551,60,56,62,52
"Suministro de electricidad, gas y agua (071)",23,1,,1,7,1,8,,5
"Construcción (072)",810,16,1,224,418,31,36,29,55
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4027,289,7,988,1771,231,213,277,251
"Venta, mant.y rep. veh.autom.y motoc. (074)",316,2,1,28,144,37,48,26,30
"Comercio al por mayor (075)",131,2,,21,51,10,11,15,21
"Comercio al por menor (076)",3580,285,6,939,1576,184,154,236,200
"Hoteles y restaurantes (077)",1019,89,2,279,468,58,27,59,37
"Trans., almac. y comunicaciones (078)",1360,12,3,228,806,79,61,112,59
"Intermediación financiera (079)",89,,,,16,5,10,18,40
"Activid.inmobil., empres. y de alquiler (080)",547,2,,16,102,42,55,55,275
"Admin.pub. y defensa; p. segur.soc.afil (081)",1099,15,,94,310,77,168,118,317
"Enseñanza (082)",2806,,,2,112,90,809,169,1624
"Servicios sociales y de salud (083)",864,4,,15,60,43,156,41,545
"Otras activ. serv.comun.soc y personales (084)",465,16,,85,170,37,34,46,77
"Hogares privados con servicio doméstico (085)",517,41,1,152,264,29,8,16,6
"Organiz. y organos extraterritoriales (086)",1,,,,,1,,,
"Actividad economica no especificada (087)",872,66,3,176,321,39,57,70,140
"Hombres (088)",13350,392,19,3394,5272,552,1024,704,1993
"Agric., ganadería, caza y silvicultura (089)",4849,313,8,2247,1983,81,62,65,90
"Pesca (090)",4,,,,3,,1,,
"Explotación de minas y canteras (091)",36,,1,8,19,2,2,2,2
"Industrias manufactureras (092)",801,3,,197,436,39,36,49,41
"Suministro de electricidad, gas y agua (093)",18,,,1,5,,8,,4
"Construcción (094)",760,13,1,204,397,31,36,27,51
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1645,30,4,283,840,104,120,124,140
"Venta, mant.y rep. veh.autom.y motoc. (096)",291,2,1,25,132,35,48,21,27
"Comercio al por mayor (097)",74,1,,9,32,5,5,10,12
"Comercio al por menor (098)",1280,27,3,249,676,64,67,93,101
"Hoteles y restaurantes (099)",261,3,,47,145,22,5,29,10
"Trans., almac. y comunicaciones (100)",1240,12,3,212,748,70,54,93,48
"Intermediación financiera (101)",52,,,,8,5,4,9,26
"Activid.inmobil., empres. y de alquiler (102)",393,1,,12,78,32,35,47,188
"Admin.pub. y defensa; p. segur.soc.afil (103)",801,4,,59,241,51,139,84,223
"Enseñanza (104)",1470,,,2,60,47,423,90,848
"Servicios sociales y de salud (105)",321,,,3,27,20,61,19,191
"Otras activ. serv.comun.soc y personales (106)",234,3,,38,77,21,15,24,56
"Hogares privados con servicio doméstico (107)",37,,,12,19,3,1,2,
"Organiz. y organos extraterritoriales (108)",1,,,,,1,,,
"Actividad economica no especificada (109)",427,10,2,69,186,23,22,40,75
"Mujeres (110)",8634,945,9,2034,2481,370,750,449,1596
"Agric., ganadería, caza y silvicultura (111)",1556,458,2,672,371,16,10,14,13
"Pesca (112)",1,,,1,,,,,
"Explotación de minas y canteras (113)",3,,,,1,,1,,1
"Industrias manufactureras (114)",235,12,,43,115,21,20,13,11
"Suministro de electricidad, gas y agua (115)",5,1,,,2,1,,,1
"Construcción (116)",50,3,,20,21,,,2,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2382,259,3,705,931,127,93,153,111
"Venta, mant.y rep. veh.autom.y motoc. (118)",25,,,3,12,2,,5,3
"Comercio al por mayor (119)",57,1,,12,19,5,6,5,9
"Comercio al por menor (120)",2300,258,3,690,900,120,87,143,99
"Hoteles y restaurantes (121)",758,86,2,232,323,36,22,30,27
"Trans., almac. y comunicaciones (122)",120,,,16,58,9,7,19,11
"Intermediación financiera (123)",37,,,,8,,6,9,14
"Activid.inmobil., empres. y de alquiler (124)",154,1,,4,24,10,20,8,87
"Admin.pub. y defensa; p. segur.soc.afil (125)",298,11,,35,69,26,29,34,94
"Enseñanza (126)",1336,,,,52,43,386,79,776
"Servicios sociales y de salud (127)",543,4,,12,33,23,95,22,354
"Otras activ. serv.comun.soc y personales (128)",231,13,,47,93,16,19,22,21
"Hogares privados con servicio doméstico (129)",480,41,1,140,245,26,7,14,6
"Actividad economica no especificada (131)",445,56,1,107,135,16,35,30,65
,,,,,,,,,
"RURAL (132)",20308,4092,30,9916,5731,146,163,81,149
"Agric., ganadería, caza y silvicultura (133)",17537,3778,27,8982,4581,65,40,34,30
"Pesca (134)",5,,,2,3,,,,
"Explotación de minas y canteras (135)",26,1,,11,10,3,,,1
"Industrias manufactureras (136)",401,48,,177,166,5,2,3,
"Suministro de electricidad, gas y agua (137)",10,2,,2,3,1,2,,
"Construcción (138)",412,32,1,199,166,4,7,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",537,73,2,191,232,10,12,13,4
"Venta, mant.y rep. veh.autom.y motoc. (140)",34,,,8,20,3,3,,
"Comercio al por mayor (141)",9,,,4,2,,1,2,
"Comercio al por menor (142)",494,73,2,179,210,7,8,11,4
"Hoteles y restaurantes (143)",136,20,,53,58,3,1,,1
"Trans., almac. y comunicaciones (144)",286,3,,72,197,4,2,3,5
"Intermediación financiera (145)",2,,,,1,,,1,
"Activid.inmobil., empres. y de alquiler (146)",25,,,3,13,2,,3,4
"Admin.pub. y defensa; p. segur.soc.afil (147)",184,4,,35,70,29,21,9,16
"Enseñanza (148)",204,1,,,66,13,50,8,66
"Servicios sociales y de salud (149)",127,9,,43,28,1,23,6,17
"Otras activ. serv.comun.soc y personales (150)",33,3,,8,17,2,,,3
"Hogares privados con servicio doméstico (151)",119,31,,38,50,,,,
"Actividad economica no especificada (153)",264,87,,100,70,4,3,,
"Hombres (154)",14823,1936,15,7727,4735,119,112,63,116
"Agric., ganadería, caza y silvicultura (155)",13098,1850,15,7173,3908,58,34,32,28
"Pesca (156)",4,,,2,2,,,,
"Explotación de minas y canteras (157)",25,1,,10,10,3,,,1
"Industrias manufactureras (158)",314,22,,132,151,5,2,2,
"Suministro de electricidad, gas y agua (159)",9,1,,2,3,1,2,,
"Construcción (160)",406,30,,197,165,4,7,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",201,4,,52,120,6,10,6,3
"Venta, mant.y rep. veh.autom.y motoc. (162)",30,,,7,17,3,3,,
"Comercio al por mayor (163)",5,,,1,1,,1,2,
"Comercio al por menor (164)",166,4,,44,102,3,6,4,3
"Hoteles y restaurantes (165)",19,,,5,12,1,,,1
"Trans., almac. y comunicaciones (166)",282,3,,70,195,4,2,3,5
"Intermediación financiera (167)",2,,,,1,,,1,
"Activid.inmobil., empres. y de alquiler (168)",23,,,3,12,1,,3,4
"Admin.pub. y defensa; p. segur.soc.afil (169)",146,1,,28,61,23,13,8,12
"Enseñanza (170)",134,,,,36,8,32,4,54
"Servicios sociales y de salud (171)",24,,,2,4,1,9,3,5
"Otras activ. serv.comun.soc y personales (172)",18,,,5,10,2,,,1
"Hogares privados con servicio doméstico (173)",7,1,,1,5,,,,
"Actividad economica no especificada (175)",111,23,,45,40,2,1,,
"Mujeres (176)",5485,2156,15,2189,996,27,51,18,33
"Agric., ganadería, caza y silvicultura (177)",4439,1928,12,1809,673,7,6,2,2
"Pesca (178)",1,,,,1,,,,
"Explotación de minas y canteras (179)",1,,,1,,,,,
"Industrias manufactureras (180)",87,26,,45,15,,,1,
"Suministro de electricidad, gas y agua (181)",1,1,,,,,,,
"Construcción (182)",6,2,1,2,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",336,69,2,139,112,4,2,7,1
"Venta, mant.y rep. veh.autom.y motoc. (184)",4,,,1,3,,,,
"Comercio al por mayor (185)",4,,,3,1,,,,
"Comercio al por menor (186)",328,69,2,135,108,4,2,7,1
"Hoteles y restaurantes (187)",117,20,,48,46,2,1,,
"Trans., almac. y comunicaciones (188)",4,,,2,2,,,,
"Activid.inmobil., empres. y de alquiler (190)",2,,,,1,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",38,3,,7,9,6,8,1,4
"Enseñanza (192)",70,1,,,30,5,18,4,12
"Servicios sociales y de salud (193)",103,9,,41,24,,14,3,12
"Otras activ. serv.comun.soc y personales (194)",15,3,,3,7,,,,2
"Hogares privados con servicio doméstico (195)",112,30,,37,45,,,,
"Actividad economica no especificada (197)",153,64,,55,30,2,2,,
