"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",353,285,25,20,23
"Mujeres (044)",14126,11879,726,661,860
"Agric., ganadería, caza y silvicultura (045)",4920,4703,196,17,4
"Explotación de minas y canteras (047)",11,3,,5,3
"Industrias manufactureras (048)",619,547,38,19,15
"Suministro de electricidad, gas y agua (049)",7,1,1,4,1
"Construcción (050)",48,27,4,16,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3611,3468,106,32,5
"Venta, mant.y rep. veh.autom y motoc. (052)",71,53,12,5,1
"Comercio al por mayor (053)",140,121,8,7,4
"Comercio al por menor (054)",3400,3294,86,20,
"Hoteles y restaurantes (055)",1024,945,55,16,8
"Trans., almac. y comunicaciones (056)",165,121,17,21,6
"Intermediación financiera (057)",54,9,9,28,8
"Activid.inmobil., empres. y alquileres (058)",285,195,32,47,11
"Admin.pub. y defensa; p. segur soc.afil (059)",208,,,,208
"Enseñanza (060)",1096,247,203,410,236
"Servicios sociales y de salud (061)",455,97,10,17,331
"Otras activ. serv.comun.soc y personales (062)",436,378,37,14,7
"Hogares privados con servicio doméstico (063)",582,582,,,
"Actividad economica no especificada (065)",605,556,18,15,16
,,,,,
"URBANA (066)",27818,21921,1987,1735,2175
"Agric., ganadería, caza y silvicultura (067)",8388,7832,475,66,15
"Pesca (068)",1,1,,,
"Explotación de minas y canteras (069)",249,57,37,64,91
"Industrias manufactureras (070)",2178,1801,159,84,134
"Suministro de electricidad, gas y agua (071)",46,9,3,27,7
"Construcción (072)",1226,879,138,134,75
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5974,5506,319,106,43
"Venta, mant.y rep. veh.autom y motoc. (074)",719,536,104,47,32
"Comercio al por mayor (075)",268,206,37,14,11
"Comercio al por menor (076)",4987,4764,178,45,
"Hoteles y restaurantes (077)",1340,1194,91,40,15
"Trans., almac. y comunicaciones (078)",2315,1888,153,179,95
"Intermediación financiera (079)",109,18,14,61,16
"Activid.inmobil., empres. y alquileres (080)",890,545,104,142,99
"Admin.pub. y defensa; p. segur soc.afil (081)",627,,,,627
"Enseñanza (082)",1871,341,333,729,468
"Servicios sociales y de salud (083)",617,151,14,19,433
"Otras activ. serv.comun.soc y personales (084)",767,584,111,52,20
"Hogares privados con servicio doméstico (085)",517,517,,,
"Actividad economica no especificada (087)",703,598,36,32,37
"Hombres (088)",17407,13575,1375,1112,1345
"Agric., ganadería, caza y silvicultura (089)",6217,5797,353,56,11
"Pesca (090)",1,1,,,
"Explotación de minas y canteras (091)",240,54,37,61,88
"Industrias manufactureras (092)",1605,1294,121,71,119
"Suministro de electricidad, gas y agua (093)",39,8,2,23,6
"Construcción (094)",1181,855,134,118,74
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2766,2434,220,74,38
"Venta, mant.y rep. veh.autom y motoc. (096)",658,493,92,42,31
"Comercio al por mayor (097)",141,98,29,7,7
"Comercio al por menor (098)",1967,1843,99,25,
"Hoteles y restaurantes (099)",396,319,45,25,7
"Trans., almac. y comunicaciones (100)",2160,1776,137,158,89
"Intermediación financiera (101)",58,10,6,34,8
"Activid.inmobil., empres. y alquileres (102)",626,364,77,96,89
"Admin.pub. y defensa; p. segur soc.afil (103)",427,,,,427
"Enseñanza (104)",840,121,144,336,239
"Servicios sociales y de salud (105)",184,59,5,5,115
"Otras activ. serv.comun.soc y personales (106)",364,239,74,38,13
"Hogares privados con servicio doméstico (107)",32,32,,,
"Actividad economica no especificada (109)",271,212,20,17,22
"Mujeres (110)",10411,8346,612,623,830
"Agric., ganadería, caza y silvicultura (111)",2171,2035,122,10,4
"Explotación de minas y canteras (113)",9,3,,3,3
"Industrias manufactureras (114)",573,507,38,13,15
"Suministro de electricidad, gas y agua (115)",7,1,1,4,1
"Construcción (116)",45,24,4,16,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3208,3072,99,32,5
"Venta, mant.y rep. veh.autom y motoc. (118)",61,43,12,5,1
"Comercio al por mayor (119)",127,108,8,7,4
"Comercio al por menor (120)",3020,2921,79,20,
"Hoteles y restaurantes (121)",944,875,46,15,8
"Trans., almac. y comunicaciones (122)",155,112,16,21,6
"Intermediación financiera (123)",51,8,8,27,8
"Activid.inmobil., empres. y alquileres (124)",264,181,27,46,10
"Admin.pub. y defensa; p. segur soc.afil (125)",200,,,,200
"Enseñanza (126)",1031,220,189,393,229
"Servicios sociales y de salud (127)",433,92,9,14,318
"Otras activ. serv.comun.soc y personales (128)",403,345,37,14,7
"Hogares privados con servicio doméstico (129)",485,485,,,
"Actividad economica no especificada (131)",432,386,16,15,15
,,,,,
"RURAL (132)",15007,14092,497,181,237
"Agric., ganadería, caza y silvicultura (133)",12406,12047,326,31,2
"Pesca (134)",3,3,,,
"Explotación de minas y canteras (135)",79,16,18,24,21
"Industrias manufactureras (136)",265,150,15,23,77
"Suministro de electricidad, gas y agua (137)",3,1,,2,
"Construcción (138)",143,120,11,9,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",674,649,16,4,5
"Venta, mant.y rep. veh.autom y motoc. (140)",83,73,4,3,3
"Comercio al por mayor (141)",30,28,,,2
"Comercio al por menor (142)",561,548,12,1,
"Hoteles y restaurantes (143)",115,92,15,2,6
"Trans., almac. y comunicaciones (144)",554,505,23,22,4
"Intermediación financiera (145)",5,2,2,1,
"Activid.inmobil., empres. y alquileres (146)",123,52,20,14,37
"Admin.pub. y defensa; p. segur soc.afil (147)",36,,,,36
"Enseñanza (148)",146,49,39,39,19
"Servicios sociales y de salud (149)",36,7,1,3,25
"Otras activ. serv.comun.soc y personales (150)",62,54,4,4,
"Hogares privados con servicio doméstico (151)",102,102,,,
"Actividad economica no especificada (153)",255,243,7,3,2
"Hombres (154)",11292,10559,383,143,207
"Agric., ganadería, caza y silvicultura (155)",9657,9379,252,24,2
"Pesca (156)",3,3,,,
"Explotación de minas y canteras (157)",77,16,18,22,21
"Industrias manufactureras (158)",219,110,15,17,77
"Suministro de electricidad, gas y agua (159)",3,1,,2,
"Construcción (160)",140,117,11,9,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",271,253,9,4,5
"Venta, mant.y rep. veh.autom y motoc. (162)",73,63,4,3,3
"Comercio al por mayor (163)",17,15,,,2
"Comercio al por menor (164)",181,175,5,1,
"Hoteles y restaurantes (165)",35,22,6,1,6
"Trans., almac. y comunicaciones (166)",544,496,22,22,4
"Intermediación financiera (167)",2,1,1,,
"Activid.inmobil., empres. y alquileres (168)",102,38,15,13,36
"Admin.pub. y defensa; p. segur soc.afil (169)",28,,,,28
"Enseñanza (170)",81,22,25,22,12
"Servicios sociales y de salud (171)",14,2,,,12
"Otras activ. serv.comun.soc y personales (172)",29,21,4,4,
"Hogares privados con servicio doméstico (173)",5,5,,,
"Actividad economica no especificada (175)",82,73,5,3,1
"Mujeres (176)",3715,3533,114,38,30
"Agric., ganadería, caza y silvicultura (177)",2749,2668,74,7,
"Explotación de minas y canteras (179)",2,,,2,
"Industrias manufactureras (180)",46,40,,6,
"Construcción (182)",3,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",403,396,7,,
"Venta, mant.y rep. veh.autom y motoc. (184)",10,10,,,
"Comercio al por mayor (185)",13,13,,,
"Comercio al por menor (186)",380,373,7,,
"Hoteles y restaurantes (187)",80,70,9,1,
"Trans., almac. y comunicaciones (188)",10,9,1,,
"Intermediación financiera (189)",3,1,1,1,
"Activid.inmobil., empres. y alquileres (190)",21,14,5,1,1
"Admin.pub. y defensa; p. segur soc.afil (191)",8,,,,8
"Enseñanza (192)",65,27,14,17,7
"Servicios sociales y de salud (193)",22,5,1,3,13
"Otras activ. serv.comun.soc y personales (194)",33,33,,,
"Hogares privados con servicio doméstico (195)",97,97,,,
"Actividad economica no especificada (197)",173,170,2,,1
