"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia QUISPICANCHI (000)",28394,27093,8074,2996,2982,2777,4350,2881,1710,1323,1301,84439
"De 12 a 14 años (001)",3227,3198,3188,9,1,,,,,,29,11
"De 15 a 19 años (002)",3720,3602,3143,391,55,10,3,,,,118,543
"De 20 a 24 años (003)",3201,2732,876,1001,571,209,65,10,,,469,3107
"De 25 a 29 años (004)",2871,2574,189,605,688,572,467,47,6,,297,6049
"De 30 a 34 años (005)",2522,2428,87,281,506,531,725,245,47,6,94,8075
"De 35 a 39 años (006)",2475,2415,62,180,377,407,738,440,178,33,60,10124
"De 40 a 44 años (007)",2089,2044,60,73,201,290,582,446,275,117,45,10369
"De 45 a 49 años (008)",1754,1723,38,87,147,203,436,377,248,187,31,9531
"De 50 y más años (009)",6535,6377,431,369,436,555,1334,1316,956,980,158,36630
"Sin nivel (010)",7977,7747,543,492,638,825,1770,1540,1012,927,230,41125
"De 12 a 14 años (011)",17,16,15,1,,,,,,,1,1
"De 15 a 19 años (012)",101,95,61,22,9,1,2,,,,6,51
"De 20 a 24 años (013)",301,269,41,81,86,41,16,4,,,32,468
"De 25 a 29 años (014)",516,484,22,56,82,158,143,21,2,,32,1458
"De 30 a 34 años (015)",591,577,16,36,71,100,226,104,23,1,14,2344
"De 35 a 39 años (016)",687,674,17,22,52,75,226,184,81,17,13,3423
"De 40 a 44 años (017)",683,668,20,17,36,55,165,189,118,68,15,3933
"De 45 a 49 años (018)",689,680,20,27,31,51,149,168,125,109,9,4253
"De 50 y más años (019)",4392,4284,331,230,271,344,843,870,663,732,108,25194
"Educacion Inicial (020)",61,59,15,7,10,5,18,1,3,,2,155
"De 12 a 14 años (021)",7,7,7,,,,,,,,,
