"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1160,1038,42,27,53
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",191,169,9,3,10
,,,,,
"URBANA (036)",18044,12992,2412,1042,1598
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",33,,4,7,22
"Profes., científicos e intelectuales (038)",906,251,220,233,202
"Técnicos de nivel medio y trab. asimilados (039)",584,306,63,45,170
"Jefes y empleados de oficina (040)",570,95,48,43,384
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2832,2587,168,32,45
"Agricult.trabaj.calif.agrop.y pesqueros (042)",4655,3712,774,147,22
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1552,818,160,174,400
"Obreros construc.,conf.,papel, fab., instr. (044)",2279,1766,298,117,98
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",4322,3251,651,232,188
"Otra (046)",55,,,,55
"Ocupación no especificada (047)",256,206,26,12,12
"Hombres (048)",13012,9408,2101,761,742
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",28,,4,5,19
"Profes., científicos e intelectuales (050)",454,113,126,112,103
"Técnicos de nivel medio y trab. asimilados (051)",345,194,51,36,64
"Jefes y empleados de oficina (052)",204,22,11,23,148
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",924,771,94,24,35
"Agricult.trabaj.calif.agrop.y pesqueros (054)",4557,3634,762,145,16
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",890,597,128,88,77
"Obreros construc.,conf.,papel, fab., instr. (056)",2245,1746,298,112,89
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3241,2290,610,206,135
"Otra (058)",54,,,,54
"Ocupación no especificada (059)",70,41,17,10,2
"Mujeres (060)",5032,3584,311,281,856
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,,2,3
"Profes., científicos e intelectuales (062)",452,138,94,121,99
"Técnicos de nivel medio y trab. asimilados (063)",239,112,12,9,106
"Jefes y empleados de oficina (064)",366,73,37,20,236
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1908,1816,74,8,10
"Agricult.trabaj.calif.agrop.y pesqueros (066)",98,78,12,2,6
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",662,221,32,86,323
"Obreros construc.,conf.,papel, fab., instr. (068)",34,20,,5,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1081,961,41,26,53
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",186,165,9,2,10
,,,,,
"RURAL (072)",1401,1300,65,15,21
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,,,,1
"Profes., científicos e intelectuales (074)",21,13,2,4,2
"Técnicos de nivel medio y trab. asimilados (075)",7,1,1,,5
"Jefes y empleados de oficina (076)",4,,,1,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",157,147,8,,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",502,491,10,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",27,20,3,,4
"Obreros construc.,conf.,papel, fab., instr. (080)",88,83,4,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",587,540,37,8,2
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",6,5,,1,
"Hombres (084)",1152,1071,61,8,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,,,1
"Profes., científicos e intelectuales (086)",3,2,1,,
"Técnicos de nivel medio y trab. asimilados (087)",4,1,1,,2
"Jefes y empleados de oficina (088)",1,,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",72,64,7,,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",482,471,10,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",21,15,3,,3
"Obreros construc.,conf.,papel, fab., instr. (092)",58,54,3,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",508,463,36,7,2
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",1,1,,,
"Mujeres (096)",249,229,4,7,9
"Profes., científicos e intelectuales (098)",18,11,1,4,2
"Técnicos de nivel medio y trab. asimilados (099)",3,,,,3
"Jefes y empleados de oficina (100)",3,,,1,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",85,83,1,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",20,20,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",6,5,,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",30,29,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",79,77,1,1,
"Ocupación no especificada (107)",5,4,,1,
