"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LAMAS (000)",32294,2074,4692,16441,1064,6479,921,623
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",51,51,,,,,,
"Profes., científicos e intelectuales (002)",957,896,,51,7,3,,
"Técnicos de nivel medio y trab. asimilados (003)",291,187,,76,12,16,,
"Jefes y empleados de oficina (004)",409,408,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1699,199,20,1185,36,259,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14480,2,1,13534,943,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",557,,132,374,23,28,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1022,71,363,545,23,20,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",11512,151,4080,303,5,6052,921,
"Otra (010)",42,42,,,,,,
"Ocupación no especificada (011)",651,67,96,372,15,101,,
"Desocupado (012)",623,,,,,,,623
"Hombres (013)",23457,1170,3825,13761,960,3262,33,446
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",43,43,,,,,,
"Profes., científicos e intelectuales (015)",527,484,,38,3,2,,
"Técnicos de nivel medio y trab. asimilados (016)",200,115,,61,11,13,,
"Jefes y empleados de oficina (017)",206,205,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",727,98,7,555,19,48,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",13017,1,1,12137,878,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",437,,123,279,20,15,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1007,70,361,536,22,18,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",6668,87,3301,89,2,3156,33,
"Otra (023)",42,42,,,,,,
"Ocupación no especificada (024)",137,25,32,65,5,10,,
"Desocupado (025)",446,,,,,,,446
"Mujeres (026)",8837,904,867,2680,104,3217,888,177
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",8,8,,,,,,
"Profes., científicos e intelectuales (028)",430,412,,13,4,1,,
"Técnicos de nivel medio y trab. asimilados (029)",91,72,,15,1,3,,
"Jefes y empleados de oficina (030)",203,203,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",972,101,13,630,17,211,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1463,1,,1397,65,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",120,,9,95,3,13,,
"Obreros construc.,conf.,papel, fab., instr. (034)",15,1,2,9,1,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",4844,64,779,214,3,2896,888,
"Ocupación no especificada (037)",514,42,64,307,10,91,,
"Desocupado (038)",177,,,,,,,177
,,,,,,,,
"URBANA (039)",15932,1892,2123,7972,313,2460,765,407
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",49,49,,,,,,
"Profes., científicos e intelectuales (041)",842,787,,45,7,3,,
"Técnicos de nivel medio y trab. asimilados (042)",263,174,,71,11,7,,
"Jefes y empleados de oficina (043)",393,392,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1468,179,19,1006,33,231,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5700,2,1,5495,202,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",504,,114,346,22,22,,
"Obreros construc.,conf.,papel, fab., instr. (047)",905,67,328,473,21,16,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",4879,137,1589,276,4,2108,765,
"Otra (049)",42,42,,,,,,
"Ocupación no especificada (050)",480,63,72,259,13,73,,
"Desocupado (051)",407,,,,,,,407
"Hombres (052)",10772,1071,1740,6213,261,1171,19,297
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",41,41,,,,,,
"Profes., científicos e intelectuales (054)",466,428,,33,3,2,,
"Técnicos de nivel medio y trab. asimilados (055)",177,106,,57,10,4,,
"Jefes y empleados de oficina (056)",195,194,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",623,88,7,466,17,45,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",5006,1,1,4817,187,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",391,,105,254,19,13,,
"Obreros construc.,conf.,papel, fab., instr. (060)",893,66,327,464,20,16,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",2533,81,1273,75,1,1084,19,
"Otra (062)",42,42,,,,,,
"Ocupación no especificada (063)",108,24,27,46,4,7,,
"Desocupado (064)",297,,,,,,,297
"Mujeres (065)",5160,821,383,1759,52,1289,746,110
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",8,8,,,,,,
"Profes., científicos e intelectuales (067)",376,359,,12,4,1,,
"Técnicos de nivel medio y trab. asimilados (068)",86,68,,14,1,3,,
"Jefes y empleados de oficina (069)",198,198,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",845,91,12,540,16,186,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",694,1,,678,15,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",113,,9,92,3,9,,
"Obreros construc.,conf.,papel, fab., instr. (073)",12,1,1,9,1,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",2346,56,316,201,3,1024,746,
"Ocupación no especificada (076)",372,39,45,213,9,66,,
"Desocupado (077)",110,,,,,,,110
,,,,,,,,
"RURAL (078)",16362,182,2569,8469,751,4019,156,216
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",2,2,,,,,,
"Profes., científicos e intelectuales (080)",115,109,,6,,,,
"Técnicos de nivel medio y trab. asimilados (081)",28,13,,5,1,9,,
"Jefes y empleados de oficina (082)",16,16,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",231,20,1,179,3,28,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",8780,,,8039,741,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",53,,18,28,1,6,,
"Obreros construc.,conf.,papel, fab., instr. (086)",117,4,35,72,2,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",6633,14,2491,27,1,3944,156,
"Ocupación no especificada (089)",171,4,24,113,2,28,,
"Desocupado (090)",216,,,,,,,216
"Hombres (091)",12685,99,2085,7548,699,2091,14,149
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",61,56,,5,,,,
"Técnicos de nivel medio y trab. asimilados (094)",23,9,,4,1,9,,
"Jefes y empleados de oficina (095)",11,11,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",104,10,,89,2,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",8011,,,7320,691,,,
