"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",53,,,1,2,4,15,5,26
"Profes., científicos e intelectuales (038)",2422,,,,92,125,829,190,1186
"Técnicos de nivel medio ytrab.asimilados (039)",1207,4,1,22,203,193,529,70,185
"Jefes y empleados de oficina (040)",1101,3,,11,281,109,404,80,213
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",4195,183,1,886,1508,390,723,184,320
"Agricult.trabaj. calif.agrop. y pesquros (042)",2120,162,1,741,690,124,185,64,153
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2463,57,1,406,984,216,526,88,185
"Obreros. construc., conf., papel, fab., instr (044)",3886,81,1,708,1896,371,463,156,210
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",10696,977,19,3620,3979,596,862,274,369
"Otra (046)",199,,,,71,13,84,7,24
"Ocupación no especificada (047)",994,52,2,222,364,82,137,34,101
"Hombres (048)",20921,842,19,4834,7891,1580,2994,822,1939
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",36,,,1,1,4,10,4,16
"Profes., científicos e intelectuales (050)",1153,,,,36,63,295,113,646
"Técnicos de nivel medio ytrab.asimilados (051)",851,3,1,16,163,146,351,50,121
"Jefes y empleados de oficina (052)",497,1,,6,146,39,163,43,99
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1902,42,1,336,760,194,303,102,164
"Agricult.trabaj. calif.agrop. y pesquros (054)",1944,119,1,689,649,116,170,55,145
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2218,45,1,339,896,194,486,82,175
"Obreros. construc., conf., papel, fab., instr (056)",3818,77,1,700,1871,362,452,149,206
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",7661,535,12,2596,3056,389,599,196,278
"Otra (058)",193,,,,69,13,81,7,23
"Ocupación no especificada (059)",648,20,2,151,244,60,84,21,66
"Mujeres (060)",8415,677,7,1783,2179,643,1763,330,1033
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",17,,,,1,,5,1,10
"Profes., científicos e intelectuales (062)",1269,,,,56,62,534,77,540
"Técnicos de nivel medio ytrab.asimilados (063)",356,1,,6,40,47,178,20,64
"Jefes y empleados de oficina (064)",604,2,,5,135,70,241,37,114
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",2293,141,,550,748,196,420,82,156
"Agricult.trabaj. calif.agrop. y pesquros (066)",176,43,,52,41,8,15,9,8
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",245,12,,67,88,22,40,6,10
"Obreros. construc., conf., papel, fab., instr (068)",68,4,,8,25,9,11,7,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",3035,442,7,1024,923,207,263,78,91
"Otra (070)",6,,,,2,,3,,1
"Ocupación no especificada (071)",346,32,,71,120,22,53,13,35
,,,,,,,,,
"RURAL (072)",2166,238,5,897,736,81,147,24,38
"Profes., científicos e intelectuales (074)",26,,,,1,1,17,1,6
"Técnicos de nivel medio ytrab.asimilados (075)",18,,,2,3,3,9,,1
"Jefes y empleados de oficina (076)",17,,,1,1,1,11,,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",99,9,,23,43,7,15,1,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",272,27,,136,70,5,21,1,12
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",38,3,,9,18,1,6,,1
"Obreros. construc., conf., papel, fab., instr (080)",119,6,,25,65,10,11,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1551,188,5,690,526,53,57,18,14
"Ocupación no especificada (083)",26,5,,11,9,,,1,
"Hombres (084)",1844,169,3,765,668,75,107,21,36
"Profes., científicos e intelectuales (086)",11,,,,1,,5,,5
"Técnicos de nivel medio ytrab.asimilados (087)",14,,,2,3,3,5,,1
"Jefes y empleados de oficina (088)",7,,,1,1,1,2,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",50,3,,11,24,5,6,,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",263,23,,134,68,5,20,1,12
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",35,3,,8,16,1,6,,1
"Obreros. construc., conf., papel, fab., instr (092)",119,6,,25,65,10,11,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1328,132,3,574,486,50,52,17,14
"Ocupación no especificada (095)",17,2,,10,4,,,1,
"Mujeres (096)",322,69,2,132,68,6,40,3,2
"Profes., científicos e intelectuales (098)",15,,,,,1,12,1,1
"Técnicos de nivel medio ytrab.asimilados (099)",4,,,,,,4,,
"Jefes y empleados de oficina (100)",10,,,,,,9,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",49,6,,12,19,2,9,1,
"Agricult.trabaj. calif.agrop. y pesquros (102)",9,4,,2,2,,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",3,,,1,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",223,56,2,116,40,3,5,1,
"Ocupación no especificada (107)",9,3,,1,5,,,,
