"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAROCHIRI (000)",32612,346,10407,11337,8005,2517
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",90,,13,28,46,3
"Profes., científicos e intelectuales (002)",1894,,443,929,487,35
"Técnicos de nivel medio y trab. asimilados (003)",1127,2,384,453,265,23
"Jefes y empleados de oficina (004)",825,,325,331,162,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3506,29,1141,1300,835,201
"Agricult. trabaj. calif.agrop. y pesqueros (006)",7236,30,1192,2099,2453,1462
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",3769,3,1490,1535,672,69
"Obreros construc., conf., papel, fab., instr. (008)",2990,1,964,1234,712,79
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",10272,279,4179,3111,2151,552
"Otra (010)",120,,11,73,36,
"Ocupación no especificada (011)",783,2,265,244,186,86
"Hombres (012)",22181,192,7242,7770,5296,1681
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",60,,5,20,32,3
"Profes., científicos e intelectuales (014)",927,,180,420,299,28
"Técnicos de nivel medio y trab. asimilados (015)",774,2,238,328,187,19
"Jefes y empleados de oficina (016)",427,,138,172,111,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1326,14,448,472,296,96
"Agricult. trabaj. calif.agrop. y pesqueros (018)",5665,16,930,1704,1903,1112
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",3418,3,1337,1415,604,59
"Obreros construc., conf., papel, fab., instr. (020)",2929,1,945,1205,701,77
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",6141,156,2869,1833,1042,241
"Otra (022)",114,,10,69,35,
"Ocupación no especificada (023)",400,,142,132,86,40
"Mujeres (024)",10431,154,3165,3567,2709,836
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",30,,8,8,14,
"Profes., científicos e intelectuales (026)",967,,263,509,188,7
"Técnicos de nivel medio y trab. asimilados (027)",353,,146,125,78,4
"Jefes y empleados de oficina (028)",398,,187,159,51,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2180,15,693,828,539,105
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1571,14,262,395,550,350
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",351,,153,120,68,10
"Obreros construc., conf., papel, fab., instr. (032)",61,,19,29,11,2
