"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ABANCAY (000)",24837,23486,58,4700,4384,3548,4987,3303,1839,667,1351,90152
"De 12 a 14 años (001)",39,18,2,13,3,,,,,,21,19
"De 15 a 19 años (002)",658,580,9,501,59,9,2,,,,78,654
"De 20 a 24 años (003)",2661,2118,13,1410,522,137,28,8,,,543,3031
"De 25 a 29 años (004)",3133,2746,5,1125,931,455,217,11,2,,387,5352
"De 30 a 34 años (005)",3191,3062,2,633,971,696,641,108,10,1,129,8224
"De 35 a 39 años (006)",3031,2976,3,319,697,658,890,331,68,10,55,10394
"De 40 a 44 años (007)",2622,2587,4,186,410,478,792,494,192,31,35,11045
"De 45 a 49 años (008)",2144,2124,5,136,248,337,583,490,258,67,20,10294
"De 50 y más años (009)",7358,7275,15,377,543,778,1834,1861,1309,558,83,41139
"Sin nivel (010)",5705,5619,15,260,360,523,1364,1549,1115,433,86,32774
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",18,17,,9,4,3,1,,,,1,30
"De 20 a 24 años (013)",44,38,,16,12,8,2,,,,6,72
"De 25 a 29 años (014)",101,91,,17,31,19,20,3,1,,10,250
"De 30 a 34 años (015)",204,198,1,13,30,56,73,21,4,,6,725
"De 35 a 39 años (016)",318,313,,16,23,39,124,84,22,5,5,1500
"De 40 a 44 años (017)",392,388,2,11,18,33,120,125,70,9,4,2179
"De 45 a 49 años (018)",449,441,1,17,12,24,83,166,107,31,8,2806
"De 50 y más años (019)",4178,4133,11,161,230,341,941,1150,911,388,45,25212
"Educacion Inicial (020)",35,33,,7,7,5,9,5,,,2,110
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
