"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2411,1595,394,347,75
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",161,145,11,4,1
,,,,,
"URBANA (036)",9468,5695,1125,1137,1511
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",57,,5,13,39
"Profes., científicos e intelectuales (038)",665,158,97,227,183
"Técnicos de nivel medio y trab. asimilados (039)",450,199,26,48,177
"Jefes y empleados de oficina (040)",291,66,29,31,165
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1106,1047,30,19,10
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1333,1184,143,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1141,440,89,153,459
"Obreros construc.,conf.,papel, fab., instr. (044)",790,475,101,71,143
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3389,1983,588,557,261
"Otra (046)",69,,,,69
"Ocupación no especificada (047)",177,143,17,12,5
"Hombres (048)",6202,3444,755,786,1217
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",42,,1,11,30
"Profes., científicos e intelectuales (050)",292,52,37,100,103
"Técnicos de nivel medio y trab. asimilados (051)",294,113,19,42,120
"Jefes y empleados de oficina (052)",134,20,11,12,91
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",348,312,16,15,5
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1070,948,117,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1058,370,82,152,454
"Obreros construc.,conf.,papel, fab., instr. (056)",778,469,97,70,142
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2049,1110,368,371,200
"Otra (058)",68,,,,68
"Ocupación no especificada (059)",69,50,7,8,4
"Mujeres (060)",3266,2251,370,351,294
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",15,,4,2,9
"Profes., científicos e intelectuales (062)",373,106,60,127,80
"Técnicos de nivel medio y trab. asimilados (063)",156,86,7,6,57
"Jefes y empleados de oficina (064)",157,46,18,19,74
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",758,735,14,4,5
"Agricult.trabaj.calif.agrop.y pesqueros (066)",263,236,26,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",83,70,7,1,5
"Obreros construc.,conf.,papel, fab., instr. (068)",12,6,4,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1340,873,220,186,61
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",108,93,10,4,1
,,,,,
"RURAL (072)",7011,4539,934,683,855
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,,,,11
"Profes., científicos e intelectuales (074)",167,49,30,40,48
"Técnicos de nivel medio y trab. asimilados (075)",117,45,7,5,60
"Jefes y empleados de oficina (076)",93,13,3,6,71
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",309,224,8,9,68
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1821,1668,136,17,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",442,122,20,60,240
"Obreros construc.,conf.,papel, fab., instr. (080)",342,199,28,28,87
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3629,2159,700,516,254
"Otra (082)",15,,,,15
"Ocupación no especificada (083)",65,60,2,2,1
"Hombres (084)",5284,3284,719,492,789
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,,,8
"Profes., científicos e intelectuales (086)",83,16,13,21,33
"Técnicos de nivel medio y trab. asimilados (087)",83,21,7,3,52
"Jefes y empleados de oficina (088)",63,8,2,3,50
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",141,69,4,4,64
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1559,1423,120,16,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",424,106,19,60,239
"Obreros construc.,conf.,papel, fab., instr. (092)",338,196,27,28,87
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2558,1437,526,355,240
"Otra (094)",15,,,,15
"Ocupación no especificada (095)",12,8,1,2,1
"Mujeres (096)",1727,1255,215,191,66
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",84,33,17,19,15
"Técnicos de nivel medio y trab. asimilados (099)",34,24,,2,8
"Jefes y empleados de oficina (100)",30,5,1,3,21
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",168,155,4,5,4
"Agricult.trabaj.calif.agrop.y pesqueros (102)",262,245,16,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",18,16,1,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",4,3,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1071,722,174,161,14
"Ocupación no especificada (107)",53,52,1,,
