"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUANCAYO (000)",180744,55524,22378,74811,3897,12036,3543,8555
"Agric., ganadería, caza y silvicultura (001)",25304,204,5446,13389,617,5648,,
"Pesca (002)",102,12,64,19,4,3,,
"Explotación de minas y canteras (003)",2247,646,1484,73,39,5,,
"Industrias manufactureras (004)",15103,1045,4291,8378,704,685,,
"Suministro de electricidad, gas y agua (005)",515,338,164,13,,,,
"Construcción (006)",9848,698,5592,3230,249,79,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",42448,8714,1506,27124,1180,3924,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",4311,651,1058,2240,202,160,,
"Comercio al por mayor (009)",2300,962,127,956,95,160,,
"Comercio al por menor (010)",35837,7101,321,23928,883,3604,,
"Hoteles y restaurantes (011)",10574,3597,477,5483,377,640,,
"Trans., almac. y comunicaciones (012)",15179,4704,1858,8098,242,277,,
"Intermediación financiera (013)",1395,1333,7,42,12,1,,
"Activid.inmobil., empres. y alquileres (014)",9758,6334,427,2670,247,80,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",5978,5638,340,,,,,
"Enseñanza (016)",15865,14949,13,846,34,23,,
"Servicios sociales y de salud (017)",4638,3797,30,738,50,23,,
"Otras activ. serv.comun.soc y personales (018)",6343,2499,268,3361,87,128,,
"Hogares privados con servicio doméstico (019)",3543,,,,,,3543,
"Actividad economica no especificada (021)",3349,1016,411,1347,55,520,,
"Desocupado (022)",8555,,,,,,,8555
"Hombres (023)",105217,29630,18170,44785,2628,4572,170,5262
"Agric., ganadería, caza y silvicultura (024)",16517,149,3571,9884,459,2454,,
"Pesca (025)",73,10,43,15,4,1,,
"Explotación de minas y canteras (026)",2151,579,1463,66,38,5,,
"Industrias manufactureras (027)",9578,614,3111,5006,484,363,,
"Suministro de electricidad, gas y agua (028)",432,257,162,13,,,,
"Construcción (029)",9488,584,5472,3130,232,70,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",20184,4366,1388,12725,697,1008,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",3890,498,998,2117,185,92,,
"Comercio al por mayor (032)",1250,556,110,483,58,43,,
"Comercio al por menor (033)",15044,3312,280,10125,454,873,,
"Hoteles y restaurantes (034)",3401,1585,221,1208,167,220,,
"Trans., almac. y comunicaciones (035)",13498,3672,1709,7716,208,193,,
"Intermediación financiera (036)",745,714,5,15,11,,,
"Activid.inmobil., empres. y alquileres (037)",6519,3926,330,2028,198,37,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",3921,3689,232,,,,,
"Enseñanza (039)",7013,6559,13,419,16,6,,
"Servicios sociales y de salud (040)",1633,1122,16,456,34,5,,
"Otras activ. serv.comun.soc y personales (041)",3153,1375,141,1523,54,60,,
"Hogares privados con servicio doméstico (042)",170,,,,,,170,
"Actividad economica no especificada (044)",1479,429,293,581,26,150,,
"Desocupado (045)",5262,,,,,,,5262
"Mujeres (046)",75527,25894,4208,30026,1269,7464,3373,3293
"Agric., ganadería, caza y silvicultura (047)",8787,55,1875,3505,158,3194,,
"Pesca (048)",29,2,21,4,,2,,
"Explotación de minas y canteras (049)",96,67,21,7,1,,,
"Industrias manufactureras (050)",5525,431,1180,3372,220,322,,
"Suministro de electricidad, gas y agua (051)",83,81,2,,,,,
"Construcción (052)",360,114,120,100,17,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",22264,4348,118,14399,483,2916,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",421,153,60,123,17,68,,
"Comercio al por mayor (055)",1050,406,17,473,37,117,,
"Comercio al por menor (056)",20793,3789,41,13803,429,2731,,
"Hoteles y restaurantes (057)",7173,2012,256,4275,210,420,,
"Trans., almac. y comunicaciones (058)",1681,1032,149,382,34,84,,
"Intermediación financiera (059)",650,619,2,27,1,1,,
"Activid.inmobil., empres. y alquileres (060)",3239,2408,97,642,49,43,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",2057,1949,108,,,,,
"Enseñanza (062)",8852,8390,,427,18,17,,
"Servicios sociales y de salud (063)",3005,2675,14,282,16,18,,
"Otras activ. serv.comun.soc y personales (064)",3190,1124,127,1838,33,68,,
"Hogares privados con servicio doméstico (065)",3373,,,,,,3373,
"Actividad economica no especificada (067)",1870,587,118,766,29,370,,
"Desocupado (068)",3293,,,,,,,3293
,,,,,,,,
"URBANA (069)",162430,54082,19205,65710,3661,8613,3352,7807
"Agric., ganadería, caza y silvicultura (070)",14382,189,3735,7360,513,2585,,
"Pesca (071)",71,11,46,9,2,3,,
"Explotación de minas y canteras (072)",2070,630,1327,69,39,5,,
"Industrias manufactureras (073)",13593,1021,3796,7568,653,555,,
"Suministro de electricidad, gas y agua (074)",480,329,139,12,,,,
"Construcción (075)",9256,685,5210,3053,241,67,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",40881,8461,1428,26031,1150,3811,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",4110,627,993,2144,192,154,,
"Comercio al por mayor (078)",2253,941,124,937,93,158,,
"Comercio al por menor (079)",34518,6893,311,22950,865,3499,,
"Hoteles y restaurantes (080)",10200,3456,449,5298,369,628,,
"Trans., almac. y comunicaciones (081)",14393,4550,1694,7658,222,269,,
"Intermediación financiera (082)",1392,1331,7,41,12,1,,
"Activid.inmobil., empres. y alquileres (083)",9549,6178,403,2646,243,79,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",5842,5526,316,,,,,
"Enseñanza (085)",15474,14577,13,828,34,22,,
"Servicios sociales y de salud (086)",4553,3733,30,717,50,23,,
"Otras activ. serv.comun.soc y personales (087)",6084,2432,249,3199,83,121,,
"Hogares privados con servicio doméstico (088)",3352,,,,,,3352,
"Actividad economica no especificada (090)",3051,973,363,1221,50,444,,
"Desocupado (091)",7807,,,,,,,7807
"Hombres (092)",93028,28783,15733,38151,2455,3041,158,4707
"Agric., ganadería, caza y silvicultura (093)",8981,137,2374,5031,377,1062,,
"Pesca (094)",47,9,27,8,2,1,,
"Explotación de minas y canteras (095)",1975,564,1306,62,38,5,,
"Industrias manufactureras (096)",8694,600,2776,4561,452,305,,
"Suministro de electricidad, gas y agua (097)",398,249,137,12,,,,
"Construcción (098)",8906,573,5094,2954,224,61,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",19442,4237,1314,12235,676,980,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",3698,479,933,2025,175,86,,
"Comercio al por mayor (101)",1222,543,107,474,56,42,,
"Comercio al por menor (102)",14522,3215,274,9736,445,852,,
"Hoteles y restaurantes (103)",3307,1542,212,1176,162,215,,
"Trans., almac. y comunicaciones (104)",12743,3528,1550,7289,191,185,,
"Intermediación financiera (105)",743,712,5,15,11,,,
"Activid.inmobil., empres. y alquileres (106)",6356,3812,306,2008,194,36,,
