"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia PAUCARTAMBO (000)",15670,27,387,108,101,660,7768,643,526,4709,43,211,487
"Agric., ganadería, caza y silvicultura (001)",11616,,,5,1,,7765,2,8,3835,,,
"Pesca (002)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (003)",24,,,,,,,9,,15,,,
"Industrias manufactureras (004)",619,,,1,,,,578,38,2,,,
"Suministro de electricidad, gas y agua (005)",14,,,1,2,,,4,,7,,,
"Construcción (006)",519,,2,6,1,,,10,302,198,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",654,,1,6,4,495,,34,1,113,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",32,,,,,7,,24,1,,,,
"Comercio al por mayor (009)",13,,,,1,11,,,,1,,,
"Comercio al por menor (010)",609,,1,6,3,477,,10,,112,,,
"Hoteles y restaurantes (011)",261,1,1,6,2,138,,,,113,,,
"Trans., almac. y comunicaciones (012)",211,,1,3,1,16,,1,145,44,,,
"Intermediación financiera (013)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",37,,9,5,10,1,,,3,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",357,22,12,10,55,2,,4,16,193,43,,
"Enseñanza (016)",329,2,318,,4,,,,,5,,,
"Servicios sociales y de salud (017)",104,,37,38,2,2,,1,1,23,,,
"Otras activ. serv.comun.soc y personales (018)",107,,5,25,12,6,,,12,47,,,
"Hogares privados con servicio doméstico (019)",105,,,,,,,,,105,,,
"Actividad economica no especificada (021)",222,2,,2,7,,,,,,,211,
"Desocupado (022)",487,,,,,,,,,,,,487
"Hombres (023)",10637,24,182,66,70,218,6893,241,508,1929,43,81,382
"Agric., ganadería, caza y silvicultura (024)",8293,,,5,1,,6890,1,8,1388,,,
"Pesca (025)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (026)",24,,,,,,,9,,15,,,
"Industrias manufactureras (027)",207,,,1,,,,181,24,1,,,
"Suministro de electricidad, gas y agua (028)",12,,,1,,,,4,,7,,,
"Construcción (029)",509,,2,6,1,,,6,299,195,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",264,,1,2,1,187,,34,1,38,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",29,,,,,4,,24,1,,,,
"Comercio al por mayor (032)",9,,,,1,7,,,,1,,,
"Comercio al por menor (033)",226,,1,2,,176,,10,,37,,,
"Hoteles y restaurantes (034)",24,1,,,,12,,,,11,,,
"Trans., almac. y comunicaciones (035)",200,,1,1,1,15,,1,144,37,,,
"Activid.inmobil., empres. y alquileres (037)",29,,9,3,6,1,,,3,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",316,20,7,8,39,1,,4,16,178,43,,
"Enseñanza (039)",162,1,152,,4,,,,,5,,,
"Servicios sociales y de salud (040)",37,,6,17,2,,,1,1,10,,,
"Otras activ. serv.comun.soc y personales (041)",72,,4,20,10,2,,,12,24,,,
"Hogares privados con servicio doméstico (042)",13,,,,,,,,,13,,,
"Actividad economica no especificada (044)",90,2,,2,5,,,,,,,81,
"Desocupado (045)",382,,,,,,,,,,,,382
"Mujeres (046)",5033,3,205,42,31,442,875,402,18,2780,,130,105
"Agric., ganadería, caza y silvicultura (047)",3323,,,,,,875,1,,2447,,,
"Industrias manufactureras (050)",412,,,,,,,397,14,1,,,
"Suministro de electricidad, gas y agua (051)",2,,,,2,,,,,,,,
"Construcción (052)",10,,,,,,,4,3,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",390,,,4,3,308,,,,75,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,,,,3,,,,,,,
"Comercio al por mayor (055)",4,,,,,4,,,,,,,
"Comercio al por menor (056)",383,,,4,3,301,,,,75,,,
"Hoteles y restaurantes (057)",237,,1,6,2,126,,,,102,,,
"Trans., almac. y comunicaciones (058)",11,,,2,,1,,,1,7,,,
"Intermediación financiera (059)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",8,,,2,4,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",41,2,5,2,16,1,,,,15,,,
"Enseñanza (062)",167,1,166,,,,,,,,,,
"Servicios sociales y de salud (063)",67,,31,21,,2,,,,13,,,
"Otras activ. serv.comun.soc y personales (064)",35,,1,5,2,4,,,,23,,,
"Hogares privados con servicio doméstico (065)",92,,,,,,,,,92,,,
"Actividad economica no especificada (067)",132,,,,2,,,,,,,130,
"Desocupado (068)",105,,,,,,,,,,,,105
,,,,,,,,,,,,,
"URBANA (069)",3083,17,289,84,80,469,703,140,248,706,43,101,203
"Agric., ganadería, caza y silvicultura (070)",964,,,4,1,,703,,2,254,,,
"Explotación de minas y canteras (072)",4,,,,,,,3,,1,,,
"Industrias manufactureras (073)",117,,,,,,,109,8,,,,
"Suministro de electricidad, gas y agua (074)",5,,,,2,,,2,,1,,,
"Construcción (075)",200,,1,4,1,,,2,129,63,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",464,,1,5,2,361,,19,1,75,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",17,,,,,6,,10,1,,,,
"Comercio al por mayor (078)",6,,,,1,5,,,,,,,
"Comercio al por menor (079)",441,,1,5,1,350,,9,,75,,,
"Hoteles y restaurantes (080)",179,1,1,3,2,90,,,,82,,,
"Trans., almac. y comunicaciones (081)",112,,1,3,1,10,,1,80,16,,,
"Activid.inmobil., empres. y alquileres (083)",22,,5,3,8,,,,2,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",250,13,10,8,45,2,,3,16,110,43,,
"Enseñanza (085)",245,1,236,,4,,,,,4,,,
"Servicios sociales y de salud (086)",77,,29,32,2,,,1,1,12,,,
"Otras activ. serv.comun.soc y personales (087)",79,,5,21,8,6,,,9,30,,,
"Hogares privados con servicio doméstico (088)",54,,,,,,,,,54,,,
"Actividad economica no especificada (090)",108,2,,1,4,,,,,,,101,
"Desocupado (091)",203,,,,,,,,,,,,203
"Hombres (092)",1975,15,128,50,55,152,596,117,241,379,43,39,160
"Agric., ganadería, caza y silvicultura (093)",750,,,4,1,,596,,2,147,,,
"Explotación de minas y canteras (095)",4,,,,,,,3,,1,,,
"Industrias manufactureras (096)",91,,,,,,,86,5,,,,
"Suministro de electricidad, gas y agua (097)",3,,,,,,,2,,1,,,
"Construcción (098)",197,,1,4,1,,,2,126,63,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",177,,1,2,1,131,,19,1,22,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",15,,,,,4,,10,1,,,,
"Comercio al por mayor (101)",3,,,,1,2,,,,,,,
"Comercio al por menor (102)",159,,1,2,,125,,9,,22,,,
"Hoteles y restaurantes (103)",17,1,,,,8,,,,8,,,
"Trans., almac. y comunicaciones (104)",103,,1,1,1,10,,1,79,10,,,
"Activid.inmobil., empres. y alquileres (106)",16,,5,1,5,,,,2,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",218,12,7,6,31,1,,3,16,99,43,,
"Enseñanza (108)",112,,104,,4,,,,,4,,,
"Servicios sociales y de salud (109)",23,,5,13,2,,,1,1,1,,,
"Otras activ. serv.comun.soc y personales (110)",54,,4,18,7,2,,,9,14,,,
"Hogares privados con servicio doméstico (111)",6,,,,,,,,,6,,,
"Actividad economica no especificada (113)",44,2,,1,2,,,,,,,39,
"Desocupado (114)",160,,,,,,,,,,,,160
"Mujeres (115)",1108,2,161,34,25,317,107,23,7,327,,62,43
"Agric., ganadería, caza y silvicultura (116)",214,,,,,,107,,,107,,,
"Industrias manufactureras (119)",26,,,,,,,23,3,,,,
"Suministro de electricidad, gas y agua (120)",2,,,,2,,,,,,,,
"Construcción (121)",3,,,,,,,,3,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",287,,,3,1,230,,,,53,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,,,2,,,,,,,
"Comercio al por mayor (124)",3,,,,,3,,,,,,,
"Comercio al por menor (125)",282,,,3,1,225,,,,53,,,
"Hoteles y restaurantes (126)",162,,1,3,2,82,,,,74,,,
"Trans., almac. y comunicaciones (127)",9,,,2,,,,,1,6,,,
"Activid.inmobil., empres. y alquileres (129)",6,,,2,3,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",32,1,3,2,14,1,,,,11,,,
"Enseñanza (131)",133,1,132,,,,,,,,,,
"Servicios sociales y de salud (132)",54,,24,19,,,,,,11,,,
"Otras activ. serv.comun.soc y personales (133)",25,,1,3,1,4,,,,16,,,
"Hogares privados con servicio doméstico (134)",48,,,,,,,,,48,,,
"Actividad economica no especificada (136)",64,,,,2,,,,,,,62,
"Desocupado (137)",43,,,,,,,,,,,,43
,,,,,,,,,,,,,
"RURAL (138)",12587,10,98,24,21,191,7065,503,278,4003,,110,284
"Agric., ganadería, caza y silvicultura (139)",10652,,,1,,,7062,2,6,3581,,,
"Pesca (140)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (141)",20,,,,,,,6,,14,,,
"Industrias manufactureras (142)",502,,,1,,,,469,30,2,,,
"Suministro de electricidad, gas y agua (143)",9,,,1,,,,2,,6,,,
"Construcción (144)",319,,1,2,,,,8,173,135,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",190,,,1,2,134,,15,,38,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",15,,,,,1,,14,,,,,
"Comercio al por mayor (147)",7,,,,,6,,,,1,,,
"Comercio al por menor (148)",168,,,1,2,127,,1,,37,,,
"Hoteles y restaurantes (149)",82,,,3,,48,,,,31,,,
"Trans., almac. y comunicaciones (150)",99,,,,,6,,,65,28,,,
"Intermediación financiera (151)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (152)",15,,4,2,2,1,,,1,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",107,9,2,2,10,,,1,,83,,,
"Enseñanza (154)",84,1,82,,,,,,,1,,,
"Servicios sociales y de salud (155)",27,,8,6,,2,,,,11,,,
"Otras activ. serv.comun.soc y personales (156)",28,,,4,4,,,,3,17,,,
"Hogares privados con servicio doméstico (157)",51,,,,,,,,,51,,,
