"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PUERTO INCA (000)",604,29,286,150,111,28
"Conviviente (001)",213,3,94,68,44,4
"Separado(a) (002)",17,,6,3,6,2
"Casado(a) (003)",112,,5,44,45,18
"Viudo(a) (004)",9,,,2,5,2
"Divorciado(a) (005)",2,,1,,1,
"Soltero(a) (006)",251,26,180,33,10,2
"Hombres (008)",462,19,200,124,94,25
"Conviviente (009)",171,1,71,58,37,4
"Separado(a) (010)",6,,1,1,3,1
"Casado(a) (011)",98,,2,39,41,16
"Viudo(a) (012)",7,,,2,3,2
"Divorciado(a) (013)",2,,1,,1,
"Soltero(a) (014)",178,18,125,24,9,2
"Mujeres (016)",142,10,86,26,17,3
"Conviviente (017)",42,2,23,10,7,
"Separado(a) (018)",11,,5,2,3,1
"Casado(a) (019)",14,,3,5,4,2
"Viudo(a) (020)",2,,,,2,
"Soltero(a) (022)",73,8,55,9,1,
,,,,,,
"AREA URBANA (024)",200,2,82,61,47,8
"Conviviente (025)",65,,26,27,12,
"Separado(a) (026)",7,,2,1,3,1
"Casado(a) (027)",56,,4,18,28,6
"Viudo(a) (028)",1,,,,1,
"Divorciado(a) (029)",1,,,,1,
"Soltero(a) (030)",70,2,50,15,2,1
"Hombres (032)",163,2,58,55,41,7
"Conviviente (033)",55,,19,26,10,
"Separado(a) (034)",3,,,,2,1
"Casado(a) (035)",47,,1,16,25,5
"Viudo(a) (036)",1,,,,1,
"Divorciado(a) (037)",1,,,,1,
"Soltero(a) (038)",56,2,38,13,2,1
"Mujeres (040)",37,,24,6,6,1
"Conviviente (041)",10,,7,1,2,
"Separado(a) (042)",4,,2,1,1,
"Casado(a) (043)",9,,3,2,3,1
"Soltero(a) (046)",14,,12,2,,
,,,,,,
"AREA RURAL (048)",404,27,204,89,64,20
"Conviviente (049)",148,3,68,41,32,4
"Separado(a) (050)",10,,4,2,3,1
"Casado(a) (051)",56,,1,26,17,12
"Viudo(a) (052)",8,,,2,4,2
"Divorciado(a) (053)",1,,1,,,
"Soltero(a) (054)",181,24,130,18,8,1
"Hombres (056)",299,17,142,69,53,18
"Conviviente (057)",116,1,52,32,27,4
"Separado(a) (058)",3,,1,1,1,
"Casado(a) (059)",51,,1,23,16,11
"Viudo(a) (060)",6,,,2,2,2
"Divorciado(a) (061)",1,,1,,,
"Soltero(a) (062)",122,16,87,11,7,1
"Mujeres (064)",105,10,62,20,11,2
"Conviviente (065)",32,2,16,9,5,
"Separado(a) (066)",7,,3,1,2,1
"Casado(a) (067)",5,,,3,1,1
"Viudo(a) (068)",2,,,,2,
"Soltero(a) (070)",59,8,43,7,1,
