"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia LORETO (000)",62165,33247,28918,26311,14201,12110,35854,19046,16808
"Menores de 1 año (001)",1975,1016,959,746,370,376,1229,646,583
"Menores de 1 mes (002)",137,66,71,56,24,32,81,42,39
"De 1 a 11 meses (003)",1838,950,888,690,346,344,1148,604,544
"De 1 a 4 años (004)",8091,4060,4031,2838,1436,1402,5253,2624,2629
"1 año (005)",2060,1052,1008,721,375,346,1339,677,662
"2 años (006)",2072,1039,1033,759,379,380,1313,660,653
"3 años (007)",2086,1004,1082,718,350,368,1368,654,714
"4 años (008)",1873,965,908,640,332,308,1233,633,600
"De 5 a 9 años (009)",8385,4345,4040,3078,1584,1494,5307,2761,2546
"5 años (010)",1724,883,841,659,332,327,1065,551,514
"6 años (011)",1547,789,758,535,267,268,1012,522,490
"7 años (012)",1755,902,853,637,339,298,1118,563,555
"8 años (013)",1741,898,843,632,318,314,1109,580,529
"9 años (014)",1618,873,745,615,328,287,1003,545,458
"De 10 a 14 años (015)",8250,4333,3917,3303,1732,1571,4947,2601,2346
"10 años (016)",1632,861,771,570,295,275,1062,566,496
"11 años (017)",1501,796,705,566,288,278,935,508,427
"12 años (018)",1821,930,891,710,362,348,1111,568,543
"13 años (019)",1652,850,802,695,371,324,957,479,478
"14 años (020)",1644,896,748,762,416,346,882,480,402
"De 15 a 19 años (021)",6622,3426,3196,3031,1590,1441,3591,1836,1755
"15 años (022)",1637,878,759,814,437,377,823,441,382
"16 años (023)",1381,723,658,649,352,297,732,371,361
"17 años (024)",1323,671,652,620,330,290,703,341,362
"18 años (025)",1316,670,646,561,278,283,755,392,363
"19 años (026)",965,484,481,387,193,194,578,291,287
"De 20 a 24 años (027)",5084,2523,2561,2173,1053,1120,2911,1470,1441
"20 años (028)",1167,538,629,466,204,262,701,334,367
"21 años (029)",845,411,434,393,188,205,452,223,229
"22 años (030)",1065,535,530,427,207,220,638,328,310
"23 años (031)",1040,530,510,448,232,216,592,298,294
"24 años (032)",967,509,458,439,222,217,528,287,241
"De 25 a 29 años (033)",4564,2501,2063,2131,1200,931,2433,1301,1132
"25 años (034)",1022,555,467,442,251,191,580,304,276
"26 años (035)",817,452,365,395,223,172,422,229,193
"27 años (036)",1039,602,437,466,273,193,573,329,244
"28 años (037)",894,462,432,430,228,202,464,234,230
"29 años (038)",792,430,362,398,225,173,394,205,189
"De 30 a 34 años (039)",3901,2195,1706,1839,1049,790,2062,1146,916
"30 años (040)",1080,595,485,469,255,214,611,340,271
"31 años (041)",570,322,248,298,173,125,272,149,123
"32 años (042)",798,456,342,358,217,141,440,239,201
"33 años (043)",760,436,324,357,211,146,403,225,178
"34 años (044)",693,386,307,357,193,164,336,193,143
