"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia QUISPICANCHI (000)",26709,2777,4278,13704,451,4395,238,866
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",57,57,,,,,,
"Profes., científicos e intelectuales (002)",880,787,,82,7,4,,
"Técnicos de nivel medio y trab. asimilados (003)",422,270,,132,15,5,,
"Jefes y empleados de oficina (004)",376,371,,3,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2122,381,15,1437,55,234,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9343,2,3,9104,234,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1884,,615,1049,67,153,,
"Obreros construc.,conf.,papel, fab., instr. (008)",2465,288,1277,831,36,33,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",7179,291,2168,656,14,3812,238,
"Otra (010)",210,210,,,,,,
"Ocupación no especificada (011)",905,120,200,410,23,152,,
"Desocupado (012)",866,,,,,,,866
"Hombres (013)",18151,1829,3780,9739,325,1763,48,667
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",43,43,,,,,,
"Profes., científicos e intelectuales (015)",502,437,,57,6,2,,
"Técnicos de nivel medio y trab. asimilados (016)",291,201,,76,9,5,,
"Jefes y empleados de oficina (017)",223,220,,2,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",708,204,8,417,22,57,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",7676,2,2,7465,207,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1197,,477,615,30,75,,
"Obreros construc.,conf.,papel, fab., instr. (021)",2353,283,1241,767,34,28,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",3829,161,1886,187,1,1546,48,
"Otra (023)",202,202,,,,,,
"Ocupación no especificada (024)",460,76,166,153,16,49,,
"Desocupado (025)",667,,,,,,,667
"Mujeres (026)",8558,948,498,3965,126,2632,190,199
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",14,14,,,,,,
"Profes., científicos e intelectuales (028)",378,350,,25,1,2,,
"Técnicos de nivel medio y trab. asimilados (029)",131,69,,56,6,,,
"Jefes y empleados de oficina (030)",153,151,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1414,177,7,1020,33,177,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1667,,1,1639,27,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",687,,138,434,37,78,,
"Obreros construc.,conf.,papel, fab., instr. (034)",112,5,36,64,2,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",3350,130,282,469,13,2266,190,
"Otra (036)",8,8,,,,,,
"Ocupación no especificada (037)",445,44,34,257,7,103,,
"Desocupado (038)",199,,,,,,,199
,,,,,,,,
"URBANA (039)",11144,2201,2257,4994,234,911,167,380
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",46,46,,,,,,
"Profes., científicos e intelectuales (041)",720,645,,65,6,4,,
"Técnicos de nivel medio y trab. asimilados (042)",354,220,,116,14,4,,
"Jefes y empleados de oficina (043)",297,293,,2,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1674,312,6,1115,40,201,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1740,,2,1673,65,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1299,,436,744,59,60,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1694,246,795,612,28,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",2357,208,892,484,12,594,167,
"Otra (049)",143,143,,,,,,
"Ocupación no especificada (050)",440,88,126,183,10,33,,
"Desocupado (051)",380,,,,,,,380
"Hombres (052)",7161,1425,1981,2917,143,397,28,270
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",35,35,,,,,,
"Profes., científicos e intelectuales (054)",398,347,,44,5,2,,
"Técnicos de nivel medio y trab. asimilados (055)",243,162,,69,8,4,,
"Jefes y empleados de oficina (056)",167,164,,2,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",521,168,4,288,15,46,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1379,,1,1321,57,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",805,,319,422,27,37,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1627,241,776,571,26,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1331,112,784,122,,285,28,
"Otra (062)",139,139,,,,,,
"Ocupación no especificada (063)",246,57,97,78,5,9,,
"Desocupado (064)",270,,,,,,,270
"Mujeres (065)",3983,776,276,2077,91,514,139,110
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",11,11,,,,,,
"Profes., científicos e intelectuales (067)",322,298,,21,1,2,,
"Técnicos de nivel medio y trab. asimilados (068)",111,58,,47,6,,,
"Jefes y empleados de oficina (069)",130,129,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1153,144,2,827,25,155,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",361,,1,352,8,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",494,,117,322,32,23,,
"Obreros construc.,conf.,papel, fab., instr. (073)",67,5,19,41,2,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",1026,96,108,362,12,309,139,
"Otra (075)",4,4,,,,,,
"Ocupación no especificada (076)",194,31,29,105,5,24,,
"Desocupado (077)",110,,,,,,,110
,,,,,,,,
"RURAL (078)",15565,576,2021,8710,217,3484,71,486
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",11,11,,,,,,
"Profes., científicos e intelectuales (080)",160,142,,17,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",68,50,,16,1,1,,
"Jefes y empleados de oficina (082)",79,78,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",448,69,9,322,15,33,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",7603,2,1,7431,169,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",585,,179,305,8,93,,
"Obreros construc.,conf.,papel, fab., instr. (086)",771,42,482,219,8,20,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",4822,83,1276,172,2,3218,71,
"Otra (088)",67,67,,,,,,
"Ocupación no especificada (089)",465,32,74,227,13,119,,
"Desocupado (090)",486,,,,,,,486
"Hombres (091)",10990,404,1799,6822,182,1366,20,397
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",8,8,,,,,,
"Profes., científicos e intelectuales (093)",104,90,,13,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",48,39,,7,1,1,,
"Jefes y empleados de oficina (095)",56,56,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",187,36,4,129,7,11,,
