"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",226,,,5,33,25,126,19,18
"Jefes y empleados de oficina (040)",229,,,,54,23,110,9,33
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",631,25,,151,270,58,104,11,12
"Agricult.trabaj. calif.agrop. y pesquros (042)",1009,130,2,415,339,44,54,11,14
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",820,15,2,219,465,48,48,18,5
"Obreros. construc., conf., papel, fab., instr (044)",277,3,,54,146,24,38,8,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1554,131,5,536,687,80,83,18,14
"Otra (046)",19,,,,3,3,2,5,6
"Ocupación no especificada (047)",223,10,,50,93,23,34,4,9
"Hombres (048)",3920,113,6,956,1555,236,624,114,316
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",28,,,,9,1,6,2,10
"Profes., científicos e intelectuales (050)",553,,,,12,15,272,27,227
"Técnicos de nivel medio ytrab.asimilados (051)",128,,,3,17,17,63,17,11
"Jefes y empleados de oficina (052)",117,,,,36,16,41,4,20
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",233,2,,44,112,18,43,8,6
"Agricult.trabaj. calif.agrop. y pesquros (054)",801,63,1,342,291,37,43,11,13
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",717,5,2,185,421,42,42,17,3
"Obreros. construc., conf., papel, fab., instr (056)",271,2,,53,144,23,37,8,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",908,38,3,307,443,47,49,12,9
"Otra (058)",19,,,,3,3,2,5,6
"Ocupación no especificada (059)",145,3,,22,67,17,26,3,7
"Mujeres (060)",2141,201,3,474,571,140,547,39,166
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",9,,,,2,,6,1,
"Profes., científicos e intelectuales (062)",483,,,,13,32,288,20,130
"Técnicos de nivel medio ytrab.asimilados (063)",98,,,2,16,8,63,2,7
"Jefes y empleados de oficina (064)",112,,,,18,7,69,5,13
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",398,23,,107,158,40,61,3,6
"Agricult.trabaj. calif.agrop. y pesquros (066)",208,67,1,73,48,7,11,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",103,10,,34,44,6,6,1,2
"Obreros. construc., conf., papel, fab., instr (068)",6,1,,1,2,1,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",646,93,2,229,244,33,34,6,5
"Ocupación no especificada (071)",78,7,,28,26,6,8,1,2
,,,,,,,,,
"RURAL (072)",3940,809,9,1379,1049,182,291,81,140
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",9,,,,3,,1,1,4
"Profes., científicos e intelectuales (074)",149,,,,14,7,63,10,55
"Técnicos de nivel medio ytrab.asimilados (075)",62,,,2,15,7,22,7,9
"Jefes y empleados de oficina (076)",39,,,,13,3,10,5,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",164,21,1,40,54,17,19,6,6
"Agricult.trabaj. calif.agrop. y pesquros (078)",1510,370,4,682,330,49,33,28,14
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",328,17,,68,124,28,61,11,19
"Obreros. construc., conf., papel, fab., instr (080)",122,6,,24,42,13,22,5,10
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1433,370,4,524,414,51,53,8,9
"Otra (082)",1,,,,,,1,,
"Ocupación no especificada (083)",123,25,,39,40,7,6,,6
"Hombres (084)",2868,387,2,1043,860,164,232,68,112
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,,3,,1,1,2
"Profes., científicos e intelectuales (086)",92,,,,7,4,37,5,39
"Técnicos de nivel medio ytrab.asimilados (087)",50,,,1,12,6,18,5,8
"Jefes y empleados de oficina (088)",31,,,,12,2,6,4,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",66,3,,7,24,12,12,4,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",1202,210,,581,291,48,32,28,12
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",296,3,,61,115,28,59,11,19
"Obreros. construc., conf., papel, fab., instr (092)",113,2,,22,40,13,21,5,10
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",931,160,2,349,323,44,42,5,6
"Otra (094)",1,,,,,,1,,
"Ocupación no especificada (095)",79,9,,22,33,7,3,,5
"Mujeres (096)",1072,422,7,336,189,18,59,13,28
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,,,,,2
"Profes., científicos e intelectuales (098)",57,,,,7,3,26,5,16
"Técnicos de nivel medio ytrab.asimilados (099)",12,,,1,3,1,4,2,1
"Jefes y empleados de oficina (100)",8,,,,1,1,4,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",98,18,1,33,30,5,7,2,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",308,160,4,101,39,1,1,,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",32,14,,7,9,,2,,
"Obreros. construc., conf., papel, fab., instr (104)",9,4,,2,2,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",502,210,2,175,91,7,11,3,3
"Ocupación no especificada (107)",44,16,,17,7,,3,,1
