"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,,1,,,
"Primaria (033)",87,1,23,20,26,17
"Secundaria (034)",114,1,58,33,15,7
"Superior no univ. incompleta (035)",21,,18,2,,1
"Superior no univ. completa (036)",18,,9,7,2,
"Superior univ. incompleta (037)",5,,3,2,,
"Superior univ. completa (038)",9,,6,1,2,
"No PEA (040)",8160,3212,1981,1046,981,940
"Sin nivel (041)",1046,55,39,163,332,457
"Educación inicial (042)",177,172,3,2,,
"Primaria (043)",3833,2409,309,379,382,354
"Secundaria (044)",2341,576,1234,313,141,77
"Superior no univ. incompleta (045)",329,,205,67,46,11
"Superior no univ. completa (046)",216,,100,59,38,19
"Superior univ. incompleta (047)",119,,71,27,15,6
"Superior univ. completa (048)",99,,20,36,27,16
,,,,,,
"URBANA (060)",6910,1527,1891,1625,1287,580
"Sin nivel (061)",530,13,10,108,180,219
"Educación inicial (062)",102,99,2,1,,
"Primaria (063)",2239,1065,181,398,384,211
"Secundaria (064)",2284,350,1019,509,330,76
"Superior no univ. incompleta (065)",490,,283,123,76,8
"Superior no univ. completa (066)",672,,232,266,136,38
"Superior univ. incompleta (067)",195,,85,55,44,11
"Superior univ. completa (068)",398,,79,165,137,17
"PEA (070)",3333,40,946,1203,927,217
"Sin nivel (071)",222,,4,61,97,60
"Educación inicial (072)",1,,1,,,
"Primaria (073)",709,22,88,248,266,85
"Secundaria (074)",1134,18,433,391,257,35
"Superior no univ. incompleta (075)",281,,140,90,48,3
"Superior no univ. completa (076)",532,,174,230,108,20
"Superior univ. incompleta (077)",120,,39,39,35,7
"Superior univ. completa (078)",334,,67,144,116,7
"Ocupada (080)",3219,40,898,1168,901,212
"Sin nivel (081)",217,,4,59,94,60
"Primaria (083)",675,22,80,238,252,83
"Secundaria (084)",1092,18,415,376,250,33
"Superior no univ. incompleta (085)",269,,130,89,48,2
"Superior no univ. completa (086)",519,,167,225,107,20
"Superior univ. incompleta (087)",118,,38,38,35,7
"Superior univ. completa (088)",329,,64,143,115,7
"Desocupada (090)",114,,48,35,26,5
"Sin nivel (091)",5,,,2,3,
"Educación inicial (092)",1,,1,,,
"Primaria (093)",34,,8,10,14,2
"Secundaria (094)",42,,18,15,7,2
"Superior no univ. incompleta (095)",12,,10,1,,1
"Superior no univ. completa (096)",13,,7,5,1,
"Superior univ. incompleta (097)",2,,1,1,,
"Superior univ. completa (098)",5,,3,1,1,
"No PEA (100)",3577,1487,945,422,360,363
"Sin nivel (101)",308,13,6,47,83,159
"Educación inicial (102)",101,99,1,1,,
"Primaria (103)",1530,1043,93,150,118,126
"Secundaria (104)",1150,332,586,118,73,41
"Superior no univ. incompleta (105)",209,,143,33,28,5
"Superior no univ. completa (106)",140,,58,36,28,18
"Superior univ. incompleta (107)",75,,46,16,9,4
"Superior univ. completa (108)",64,,12,21,21,10
,,,,,,
"RURAL (120)",9933,1758,2882,2600,1710,983
"Sin nivel (121)",1156,43,57,219,423,414
"Educación inicial (122)",78,73,3,2,,
"Primaria (123)",3734,1390,477,690,722,455
"Secundaria (124)",3300,252,1664,1029,293,62
"Superior no univ. incompleta (125)",477,,225,177,61,14
"Superior no univ. completa (126)",587,,273,230,74,10
"Superior univ. incompleta (127)",227,,79,97,46,5
"Superior univ. completa (128)",374,,104,156,91,23
"PEA (130)",5350,33,1846,1976,1089,406
"Sin nivel (131)",418,1,24,103,174,116
"Educación inicial (132)",2,,1,1,,
"Primaria (133)",1431,24,261,461,458,227
"Secundaria (134)",2109,8,1016,834,225,26
"Superior no univ. incompleta (135)",357,,163,143,43,8
"Superior no univ. completa (136)",511,,231,207,64,9
"Superior univ. incompleta (137)",183,,54,86,40,3
"Superior univ. completa (138)",339,,96,141,85,17
"Ocupada (140)",5189,30,1775,1938,1061,385
"Sin nivel (141)",403,,23,97,168,115
"Educación inicial (142)",2,,1,1,,
"Primaria (143)",1378,23,246,451,446,212
"Secundaria (144)",2037,7,976,816,217,21
"Superior no univ. incompleta (145)",348,,155,142,43,8
"Superior no univ. completa (146)",506,,229,205,63,9
"Superior univ. incompleta (147)",180,,52,85,40,3
"Superior univ. completa (148)",335,,93,141,84,17
"Desocupada (150)",161,3,71,38,28,21
"Sin nivel (151)",15,1,1,6,6,1
"Primaria (153)",53,1,15,10,12,15
"Secundaria (154)",72,1,40,18,8,5
"Superior no univ. incompleta (155)",9,,8,1,,
"Superior no univ. completa (156)",5,,2,2,1,
"Superior univ. incompleta (157)",3,,2,1,,
"Superior univ. completa (158)",4,,3,,1,
"No PEA (160)",4583,1725,1036,624,621,577
"Sin nivel (161)",738,42,33,116,249,298
"Educación inicial (162)",76,73,2,1,,
"Primaria (163)",2303,1366,216,229,264,228
"Secundaria (164)",1191,244,648,195,68,36
"Superior no univ. incompleta (165)",120,,62,34,18,6
"Superior no univ. completa (166)",76,,42,23,10,1
"Superior univ. incompleta (167)",44,,25,11,6,2
"Superior univ. completa (168)",35,,8,15,6,6
