"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CHINCHEROS (000)",51583,25701,25882,16592,8223,8369,34991,17478,17513
"Menores de 1 año (001)",1056,544,512,321,164,157,735,380,355
"Menores de 1 mes (002)",117,70,47,20,12,8,97,58,39
"De 1 a 11 meses (003)",939,474,465,301,152,149,638,322,316
"De 1 a 4 años (004)",5206,2677,2529,1597,826,771,3609,1851,1758
"1 año (005)",1198,637,561,357,192,165,841,445,396
"2 años (006)",1370,712,658,391,211,180,979,501,478
"3 años (007)",1276,632,644,413,198,215,863,434,429
"4 años (008)",1362,696,666,436,225,211,926,471,455
"De 5 a 9 años (009)",6342,3215,3127,2021,1016,1005,4321,2199,2122
"5 años (010)",1155,569,586,352,171,181,803,398,405
"6 años (011)",1155,580,575,386,189,197,769,391,378
"7 años (012)",1409,727,682,436,241,195,973,486,487
"8 años (013)",1345,690,655,439,208,231,906,482,424
"9 años (014)",1278,649,629,408,207,201,870,442,428
"De 10 a 14 años (015)",7657,3891,3766,2406,1177,1229,5251,2714,2537
"10 años (016)",1473,745,728,441,211,230,1032,534,498
"11 años (017)",1416,698,718,452,205,247,964,493,471
"12 años (018)",1676,854,822,507,258,249,1169,596,573
"13 años (019)",1501,769,732,487,241,246,1014,528,486
"14 años (020)",1591,825,766,519,262,257,1072,563,509
"De 15 a 19 años (021)",5210,2744,2466,1652,857,795,3558,1887,1671
"15 años (022)",1371,718,653,449,227,222,922,491,431
"16 años (023)",1193,606,587,391,207,184,802,399,403
"17 años (024)",1045,578,467,321,164,157,724,414,310
"18 años (025)",899,484,415,280,152,128,619,332,287
"19 años (026)",702,358,344,211,107,104,491,251,240
"De 20 a 24 años (027)",3291,1574,1717,975,449,526,2316,1125,1191
"20 años (028)",798,387,411,221,103,118,577,284,293
"21 años (029)",532,263,269,151,72,79,381,191,190
"22 años (030)",687,332,355,206,97,109,481,235,246
"23 años (031)",633,302,331,190,84,106,443,218,225
"24 años (032)",641,290,351,207,93,114,434,197,237
"De 25 a 29 años (033)",3047,1434,1613,1081,495,586,1966,939,1027
"25 años (034)",676,305,371,234,102,132,442,203,239
"26 años (035)",597,269,328,214,95,119,383,174,209
"27 años (036)",642,322,320,214,105,109,428,217,211
"28 años (037)",607,284,323,203,96,107,404,188,216
"29 años (038)",525,254,271,216,97,119,309,157,152
"De 30 a 34 años (039)",3052,1456,1596,1208,553,655,1844,903,941
"30 años (040)",751,363,388,278,133,145,473,230,243
"31 años (041)",511,245,266,203,89,114,308,156,152
"32 años (042)",651,329,322,259,122,137,392,207,185
"33 años (043)",547,255,292,224,95,129,323,160,163
"34 años (044)",592,264,328,244,114,130,348,150,198
