"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",58,,,2,22,2,8,10,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",136,5,,35,71,8,5,7,5
"Agricult.trabaj. calif.agrop. y pesquros (042)",903,101,,381,340,14,25,26,16
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",93,11,,27,41,3,3,3,5
"Obreros. construc., conf., papel, fab., instr (044)",152,,,32,82,15,8,8,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",991,89,,366,447,35,29,14,11
"Otra (046)",13,,,,8,,,1,4
"Ocupación no especificada (047)",82,9,,24,37,4,3,2,3
"Hombres (048)",1628,68,,512,728,65,90,68,97
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",13,,,4,2,,3,,4
"Profes., científicos e intelectuales (050)",61,,,,1,,17,,43
"Técnicos de nivel medio ytrab.asimilados (051)",21,,,1,2,1,10,5,2
"Jefes y empleados de oficina (052)",38,,,2,14,1,4,9,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",51,,,10,25,6,1,6,3
"Agricult.trabaj. calif.agrop. y pesquros (054)",652,42,,287,260,9,18,23,13
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",39,3,,7,15,3,3,3,5
"Obreros. construc., conf., papel, fab., instr (056)",147,,,30,79,15,8,8,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",556,22,,167,297,29,24,11,6
"Otra (058)",13,,,,8,,,1,4
"Ocupación no especificada (059)",37,1,,4,25,1,2,2,2
"Mujeres (060)",1011,147,,360,336,28,52,12,76
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,,1,,1,1,
"Profes., científicos e intelectuales (062)",103,,,,10,10,22,3,58
"Técnicos de nivel medio ytrab.asimilados (063)",10,,,,,1,8,,1
"Jefes y empleados de oficina (064)",20,,,,8,1,4,1,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",85,5,,25,46,2,4,1,2
"Agricult.trabaj. calif.agrop. y pesquros (066)",251,59,,94,80,5,7,3,3
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",54,8,,20,26,,,,
"Obreros. construc., conf., papel, fab., instr (068)",5,,,2,3,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",435,67,,199,150,6,5,3,5
"Ocupación no especificada (071)",45,8,,20,12,3,1,,1
,,,,,,,,,
"RURAL (072)",1424,167,2,532,582,39,42,10,50
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",2,,,,2,,,,
"Profes., científicos e intelectuales (074)",46,,,,10,2,7,1,26
"Técnicos de nivel medio ytrab.asimilados (075)",6,,,,1,,3,2,
"Jefes y empleados de oficina (076)",16,,,2,7,1,2,1,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",25,4,,10,9,,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",643,95,1,269,240,13,18,,7
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",23,1,,1,14,3,1,1,2
"Obreros. construc., conf., papel, fab., instr (080)",52,1,,14,26,3,5,1,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",597,65,1,231,267,16,5,4,8
"Ocupación no especificada (083)",14,1,,5,6,1,,,1
"Hombres (084)",922,61,,337,416,27,35,10,36
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",2,,,,2,,,,
"Profes., científicos e intelectuales (086)",19,,,,2,,2,1,14
"Técnicos de nivel medio ytrab.asimilados (087)",6,,,,1,,3,2,
"Jefes y empleados de oficina (088)",15,,,2,6,1,2,1,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",12,1,,5,4,,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",462,43,,205,179,11,18,,6
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",19,1,,1,12,1,1,1,2
"Obreros. construc., conf., papel, fab., instr (092)",45,1,,11,22,3,5,1,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",336,15,,111,185,11,3,4,7
"Ocupación no especificada (095)",6,,,2,3,,,,1
"Mujeres (096)",502,106,2,195,166,12,7,,14
"Profes., científicos e intelectuales (098)",27,,,,8,2,5,,12
"Jefes y empleados de oficina (100)",1,,,,1,,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",13,3,,5,5,,,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",181,52,1,64,61,2,,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",4,,,,2,2,,,
"Obreros. construc., conf., papel, fab., instr (104)",7,,,3,4,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",261,50,1,120,82,5,2,,1
"Ocupación no especificada (107)",8,1,,3,3,1,,,
