"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCABAMBA (000)",30841,2933,2545,18775,369,5708,511
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",52,52,,,,,
"Profes., científicos e intelectuales (002)",1963,1515,,444,1,3,
"Técnicos de nivel medio y trab. asimilados (003)",455,351,,93,6,4,1
"Jefes y empleados de oficina (004)",445,444,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1270,134,15,941,18,162,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",15438,1,1,15136,299,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1268,,255,835,10,168,
"Obreros construc.,conf., papel, fab., instr. (008)",1008,95,325,544,18,26,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",8076,193,1858,350,4,5161,510
"Otra (010)",66,66,,,,,
"Ocupación no especificada (011)",800,82,91,431,13,183,
"Hombres (012)",23988,1667,2094,16116,322,3764,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",43,43,,,,,
"Profes., científicos e intelectuales (014)",1011,791,,218,,2,
"Técnicos de nivel medio y trab. asimilados (015)",290,213,,70,4,3,
"Jefes y empleados de oficina (016)",245,245,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",649,63,7,524,7,48,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",14433,1,1,14144,286,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",592,,185,377,6,24,
"Obreros construc.,conf., papel, fab., instr. (020)",977,95,315,528,18,21,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",5488,124,1540,159,1,3639,25
"Otra (022)",65,65,,,,,
"Ocupación no especificada (023)",195,27,46,96,,26,
"Mujeres (024)",6853,1266,451,2659,47,1944,486
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,9,,,,,
"Profes., científicos e intelectuales (026)",952,724,,226,1,1,
"Técnicos de nivel medio y trab. asimilados (027)",165,138,,23,2,1,1
"Jefes y empleados de oficina (028)",200,199,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",621,71,8,417,11,114,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",1005,,,992,13,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",676,,70,458,4,144,
"Obreros construc.,conf., papel, fab., instr. (032)",31,,10,16,,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",2588,69,318,191,3,1522,485
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",605,55,45,335,13,157,
,,,,,,,
"URBANA (036)",5346,1866,537,2340,32,332,239
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",27,27,,,,,
"Profes., científicos e intelectuales (038)",1195,964,,228,1,2,
"Técnicos de nivel medio y trab. asimilados (039)",280,212,,65,3,,
"Jefes y empleados de oficina (040)",337,336,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",778,73,2,587,8,108,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",595,,,591,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",339,,56,269,5,9,
"Obreros construc.,conf., papel, fab., instr. (044)",515,64,131,305,8,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1103,119,318,239,3,185,239
"Otra (046)",46,46,,,,,
"Ocupación no especificada (047)",131,25,30,55,,21,
"Hombres (048)",3273,1005,463,1601,20,179,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",22,22,,,,,
"Profes., científicos e intelectuales (050)",541,461,,79,,1,
"Técnicos de nivel medio y trab. asimilados (051)",172,122,,48,2,,
"Jefes y empleados de oficina (052)",169,169,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",345,32,1,288,2,22,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",536,,,532,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",285,,54,221,4,6,
"Obreros construc.,conf., papel, fab., instr. (056)",504,64,124,301,8,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",592,78,264,108,,137,5
"Otra (058)",45,45,,,,,
"Ocupación no especificada (059)",62,12,20,24,,6,
"Mujeres (060)",2073,861,74,739,12,153,234
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,5,,,,,
"Profes., científicos e intelectuales (062)",654,503,,149,1,1,
"Técnicos de nivel medio y trab. asimilados (063)",108,90,,17,1,,
"Jefes y empleados de oficina (064)",168,167,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",433,41,1,299,6,86,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",59,,,59,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",54,,2,48,1,3,
"Obreros construc.,conf., papel, fab., instr. (068)",11,,7,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",511,41,54,131,3,48,234
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",69,13,10,31,,15,
,,,,,,,
"RURAL (072)",25495,1067,2008,16435,337,5376,272
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",25,25,,,,,
"Profes., científicos e intelectuales (074)",768,551,,216,,1,
"Técnicos de nivel medio y trab. asimilados (075)",175,139,,28,3,4,1
"Jefes y empleados de oficina (076)",108,108,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",492,61,13,354,10,54,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",14843,1,1,14545,295,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",929,,199,566,5,159,
"Obreros construc.,conf., papel, fab., instr. (080)",493,31,194,239,10,19,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",6973,74,1540,111,1,4976,271
"Otra (082)",20,20,,,,,
"Ocupación no especificada (083)",669,57,61,376,13,162,
"Hombres (084)",20715,662,1631,14515,302,3585,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",21,21,,,,,
"Profes., científicos e intelectuales (086)",470,330,,139,,1,
"Técnicos de nivel medio y trab. asimilados (087)",118,91,,22,2,3,
"Jefes y empleados de oficina (088)",76,76,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",304,31,6,236,5,26,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",13897,1,1,13612,282,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",307,,131,156,2,18,
"Obreros construc.,conf., papel, fab., instr. (092)",473,31,191,227,10,14,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",4896,46,1276,51,1,3502,20
"Otra (094)",20,20,,,,,
"Ocupación no especificada (095)",133,15,26,72,,20,
"Mujeres (096)",4780,405,377,1920,35,1791,252
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,4,,,,,
"Profes., científicos e intelectuales (098)",298,221,,77,,,
