"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",703,15,298,215,148,27
"Hogares privados con servicio doméstico (041)",82,8,41,19,12,2
"Actividad economica no especificada (043)",924,11,348,340,198,27
"Mujeres (045)",11520,218,4758,4424,1933,187
"Agric., ganadería, caza y silvicultura (046)",874,21,236,310,239,68
"Pesca (047)",13,,5,5,3,
"Explotación de minas y canteras (048)",213,,133,59,21,
"Industrias manufactureras (049)",437,3,152,189,88,5
"Suministro de electricidad, gas y agua (050)",11,,4,7,,
"Construcción (051)",113,1,56,45,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3350,86,1321,1314,586,43
"Venta, mant.y rep. veh.autom.y motoc. (053)",73,2,44,20,7,
"Comercio al por mayor (054)",132,3,49,53,25,2
"Comercio al por menor (055)",3145,81,1228,1241,554,41
"Hoteles y restaurantes (056)",2076,50,941,706,348,31
"Trans., almac. y comunicaciones (057)",270,1,181,71,15,2
"Intermediación financiera (058)",52,,24,24,3,1
"Activid.inmobil., empres. y alquileres (059)",365,2,180,137,42,4
"Admin.pub. y defensa; p. segur.soc.afil (060)",367,,145,152,70,
"Enseñanza (061)",862,,187,518,154,3
"Servicios sociales y de salud (062)",413,,125,217,69,2
"Otras activ. serv.comun.soc y personales (063)",571,20,256,205,84,6
"Hogares privados con servicio doméstico (064)",599,20,339,160,72,8
"Actividad economica no especificada (066)",934,14,473,305,128,14
,,,,,,
"URBANA (067)",27624,482,10595,10298,5648,601
"Agric., ganadería, caza y silvicultura (068)",2500,57,715,805,734,189
"Pesca (069)",88,2,31,30,21,4
"Explotación de minas y canteras (070)",1084,3,483,434,160,4
"Industrias manufactureras (071)",2115,26,842,763,429,55
"Suministro de electricidad, gas y agua (072)",81,1,24,32,21,3
"Construcción (073)",2182,29,776,817,516,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",5657,189,2170,2053,1131,114
"Venta, mant.y rep. veh.autom.y motoc. (075)",794,14,393,249,123,15
"Comercio al por mayor (076)",271,6,104,103,54,4
"Comercio al por menor (077)",4592,169,1673,1701,954,95
"Hoteles y restaurantes (078)",2281,69,1010,739,411,52
"Trans., almac. y comunicaciones (079)",3423,15,1563,1253,575,17
"Intermediación financiera (080)",131,,58,64,7,2
"Activid.inmobil., empres. y alquileres (081)",1135,7,472,420,219,17
"Admin.pub. y defensa; p. segur.soc.afil (082)",1293,,398,558,324,13
"Enseñanza (083)",1499,,275,853,360,11
"Servicios sociales y de salud (084)",703,,193,354,149,7
"Otras activ. serv.comun.soc y personales (085)",1220,35,531,401,224,29
"Hogares privados con servicio doméstico (086)",563,24,322,140,71,6
"Actividad economica no especificada (088)",1669,25,732,582,296,34
"Hombres (089)",17458,284,6442,6326,3939,467
"Agric., ganadería, caza y silvicultura (090)",2003,48,580,625,590,160
"Pesca (091)",79,2,28,27,18,4
"Explotación de minas y canteras (092)",973,3,424,397,145,4
"Industrias manufactureras (093)",1697,23,698,579,346,51
"Suministro de electricidad, gas y agua (094)",70,1,20,25,21,3
"Construcción (095)",2095,28,733,782,508,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2552,104,959,826,589,74
"Venta, mant.y rep. veh.autom.y motoc. (097)",732,12,358,230,117,15
"Comercio al por mayor (098)",149,3,60,53,31,2
"Comercio al por menor (099)",1671,89,541,543,441,57
"Hoteles y restaurantes (100)",460,23,207,107,101,22
"Trans., almac. y comunicaciones (101)",3177,14,1397,1191,560,15
"Intermediación financiera (102)",80,,35,40,4,1
"Activid.inmobil., empres. y alquileres (103)",784,5,300,288,178,13
"Admin.pub. y defensa; p. segur.soc.afil (104)",929,,256,406,254,13
"Enseñanza (105)",683,,105,360,209,9
"Servicios sociales y de salud (106)",302,,75,141,81,5
"Otras activ. serv.comun.soc y personales (107)",666,15,283,202,142,24
"Hogares privados con servicio doméstico (108)",58,7,30,13,8,
"Actividad economica no especificada (110)",850,11,312,317,185,25
"Mujeres (112)",10166,198,4153,3972,1709,134
"Agric., ganadería, caza y silvicultura (113)",497,9,135,180,144,29
"Pesca (114)",9,,3,3,3,
"Explotación de minas y canteras (115)",111,,59,37,15,
"Industrias manufactureras (116)",418,3,144,184,83,4
"Suministro de electricidad, gas y agua (117)",11,,4,7,,
"Construcción (118)",87,1,43,35,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",3105,85,1211,1227,542,40
"Venta, mant.y rep. veh.autom.y motoc. (120)",62,2,35,19,6,
"Comercio al por mayor (121)",122,3,44,50,23,2
"Comercio al por menor (122)",2921,80,1132,1158,513,38
"Hoteles y restaurantes (123)",1821,46,803,632,310,30
"Trans., almac. y comunicaciones (124)",246,1,166,62,15,2
"Intermediación financiera (125)",51,,23,24,3,1
"Activid.inmobil., empres. y alquileres (126)",351,2,172,132,41,4
"Admin.pub. y defensa; p. segur.soc.afil (127)",364,,142,152,70,
"Enseñanza (128)",816,,170,493,151,2
"Servicios sociales y de salud (129)",401,,118,213,68,2
"Otras activ. serv.comun.soc y personales (130)",554,20,248,199,82,5
"Hogares privados con servicio doméstico (131)",505,17,292,127,63,6
"Actividad economica no especificada (133)",819,14,420,265,111,9
,,,,,,
"RURAL (134)",6381,82,2520,2095,1334,350
"Agric., ganadería, caza y silvicultura (135)",2911,59,903,893,764,292
"Pesca (136)",31,1,13,11,6,
"Explotación de minas y canteras (137)",937,5,530,280,108,14
"Industrias manufactureras (138)",256,1,134,74,43,4
"Suministro de electricidad, gas y agua (139)",5,,,4,1,
"Construcción (140)",454,,122,212,113,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",454,2,194,159,88,11
"Venta, mant.y rep. veh.autom.y motoc. (142)",64,,39,14,11,
"Comercio al por mayor (143)",20,,12,5,3,
"Comercio al por menor (144)",370,2,143,140,74,11
"Hoteles y restaurantes (145)",320,5,168,94,52,1
"Trans., almac. y comunicaciones (146)",467,5,220,161,76,5
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",54,,23,21,10,
"Admin.pub. y defensa; p. segur.soc.afil (149)",21,,4,11,6,
"Enseñanza (150)",82,,22,46,13,1
"Servicios sociales y de salud (151)",27,,16,8,3,
"Otras activ. serv.comun.soc y personales (152)",54,,23,19,8,4
"Hogares privados con servicio doméstico (153)",118,4,58,39,13,4
"Actividad economica no especificada (155)",189,,89,63,30,7
"Hombres (156)",5027,62,1915,1643,1110,297
"Agric., ganadería, caza y silvicultura (157)",2534,47,802,763,669,253
"Pesca (158)",27,1,11,9,6,
"Explotación de minas y canteras (159)",835,5,456,258,102,14
"Industrias manufactureras (160)",237,1,126,69,38,3
"Suministro de electricidad, gas y agua (161)",5,,,4,1,
"Construcción (162)",428,,109,202,110,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",209,1,84,72,44,8
"Venta, mant.y rep. veh.autom.y motoc. (164)",53,,30,13,10,
"Comercio al por mayor (165)",10,,7,2,1,
"Comercio al por menor (166)",146,1,47,57,33,8
"Hoteles y restaurantes (167)",65,1,30,20,14,
"Trans., almac. y comunicaciones (168)",443,5,205,152,76,5
"Activid.inmobil., empres. y alquileres (170)",40,,15,16,9,
"Admin.pub. y defensa; p. segur.soc.afil (171)",18,,1,11,6,
"Enseñanza (172)",36,,5,21,10,
"Servicios sociales y de salud (173)",15,,9,4,2,
"Otras activ. serv.comun.soc y personales (174)",37,,15,13,6,3
"Hogares privados con servicio doméstico (175)",24,1,11,6,4,2
"Actividad economica no especificada (177)",74,,36,23,13,2
"Mujeres (179)",1354,20,605,452,224,53
"Agric., ganadería, caza y silvicultura (180)",377,12,101,130,95,39
"Pesca (181)",4,,2,2,,
"Explotación de minas y canteras (182)",102,,74,22,6,
"Industrias manufactureras (183)",19,,8,5,5,1
"Construcción (185)",26,,13,10,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",245,1,110,87,44,3
"Venta, mant.y rep. veh.autom.y motoc. (187)",11,,9,1,1,
"Comercio al por mayor (188)",10,,5,3,2,
"Comercio al por menor (189)",224,1,96,83,41,3
"Hoteles y restaurantes (190)",255,4,138,74,38,1
"Trans., almac. y comunicaciones (191)",24,,15,9,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",14,,8,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,3,,,
"Enseñanza (195)",46,,17,25,3,1
"Servicios sociales y de salud (196)",12,,7,4,1,
"Otras activ. serv.comun.soc y personales (197)",17,,8,6,2,1
"Hogares privados con servicio doméstico (198)",94,3,47,33,9,2
"Actividad economica no especificada (200)",115,,53,40,17,5
