"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",129,,,,29,12,44,14,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",440,13,,65,200,32,73,24,33
"Agricult.trabaj. calif.agrop. y pesquros (042)",253,8,,70,104,13,21,15,22
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",239,3,,40,129,20,24,9,14
"Obreros. construc., conf., papel, fab., instr (044)",284,1,,25,170,28,35,11,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1468,44,,388,752,92,113,43,36
"Otra (046)",13,,,,4,,2,3,4
"Ocupación no especificada (047)",111,4,,22,57,6,9,5,8
"Hombres (048)",2103,30,,389,998,147,213,110,216
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",15,,,,3,2,1,2,7
"Profes., científicos e intelectuales (050)",124,,,,2,,20,15,87
"Técnicos de nivel medio ytrab.asimilados (051)",68,,,,10,15,29,4,10
"Jefes y empleados de oficina (052)",69,,,,21,7,16,7,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",176,3,,32,80,10,21,14,16
"Agricult.trabaj. calif.agrop. y pesquros (054)",217,2,,60,94,8,18,14,21
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",209,3,,36,115,17,18,9,11
"Obreros. construc., conf., papel, fab., instr (056)",273,1,,24,165,27,33,10,13
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",877,20,,227,470,57,50,29,24
"Otra (058)",13,,,,4,,2,3,4
"Ocupación no especificada (059)",62,1,,10,34,4,5,3,5
"Mujeres (060)",1271,43,,222,469,88,250,41,158
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,,,,1,,3
"Profes., científicos e intelectuales (062)",165,,,,4,4,61,4,92
"Técnicos de nivel medio ytrab.asimilados (063)",61,,,1,3,11,30,2,14
"Jefes y empleados de oficina (064)",60,,,,8,5,28,7,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",264,10,,33,120,22,52,10,17
"Agricult.trabaj. calif.agrop. y pesquros (066)",36,6,,10,10,5,3,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",30,,,4,14,3,6,,3
"Obreros. construc., conf., papel, fab., instr (068)",11,,,1,5,1,2,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",591,24,,161,282,35,63,14,12
"Ocupación no especificada (071)",49,3,,12,23,2,4,2,3
,,,,,,,,,
"RURAL (072)",1796,75,,462,919,105,109,39,87
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",7,,,,4,,,,3
"Profes., científicos e intelectuales (074)",66,,,,2,6,13,3,42
"Técnicos de nivel medio ytrab.asimilados (075)",27,,,1,5,8,10,2,1
"Jefes y empleados de oficina (076)",26,,,,6,4,9,1,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",83,4,,9,47,9,8,1,5
"Agricult.trabaj. calif.agrop. y pesquros (078)",354,15,,152,142,13,11,9,12
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",154,3,,36,103,4,3,4,1
"Obreros. construc., conf., papel, fab., instr (080)",70,2,,5,50,4,4,3,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",981,51,,249,549,54,51,15,12
"Ocupación no especificada (083)",28,,,10,11,3,,1,3
"Hombres (084)",1341,39,,348,734,67,68,34,51
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",4,,,,3,,,,1
"Profes., científicos e intelectuales (086)",22,,,,,,2,1,19
"Técnicos de nivel medio ytrab.asimilados (087)",21,,,1,4,8,6,2,
"Jefes y empleados de oficina (088)",13,,,,4,1,4,1,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",36,,,1,24,3,5,1,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",322,14,,135,132,12,9,9,11
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",139,2,,32,95,3,3,3,1
"Obreros. construc., conf., papel, fab., instr (092)",70,2,,5,50,4,4,3,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",694,21,,167,414,35,35,13,9
"Ocupación no especificada (095)",20,,,7,8,1,,1,3
"Mujeres (096)",455,36,,114,185,38,41,5,36
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,1,,,,2
"Profes., científicos e intelectuales (098)",44,,,,2,6,11,2,23
"Técnicos de nivel medio ytrab.asimilados (099)",6,,,,1,,4,,1
"Jefes y empleados de oficina (100)",13,,,,2,3,5,,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",47,4,,8,23,6,3,,3
"Agricult.trabaj. calif.agrop. y pesquros (102)",32,1,,17,10,1,2,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",15,1,,4,8,1,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",287,30,,82,135,19,16,2,3
"Ocupación no especificada (107)",8,,,3,3,2,,,
