"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LAURICOCHA (000)",9358,1096,1991,4447,76,1624,124
"Sin nivel (001)",548,3,100,272,1,151,21
"Educación inicial (002)",8,,3,,,4,1
"Primaria (003)",3326,34,466,1994,27,752,53
"Secundaria (004)",3813,152,1108,1842,37,631,43
"Superior no univ. incompleta (005)",321,77,91,114,5,33,1
"Superior no univ. completa (006)",603,330,145,95,4,25,4
"Superior univ. incompleta (007)",166,54,47,52,,12,1
"Superior univ. completa (008)",573,446,31,78,2,16,
"Hombres (010)",7062,759,1830,3566,65,827,15
"Sin nivel (011)",268,,73,134,1,52,8
"Educación inicial (012)",3,,1,,,2,
"Primaria (013)",2327,19,404,1579,23,297,5
"Secundaria (014)",3195,113,1051,1573,34,422,2
"Superior no univ. incompleta (015)",268,57,87,95,4,25,
"Superior no univ. completa (016)",443,215,139,73,2,14,
"Superior univ. incompleta (017)",134,38,45,44,,7,
"Superior univ. completa (018)",424,317,30,68,1,8,
"Mujeres (020)",2296,337,161,881,11,797,109
"Sin nivel (021)",280,3,27,138,,99,13
"Educación inicial (022)",5,,2,,,2,1
"Primaria (023)",999,15,62,415,4,455,48
"Secundaria (024)",618,39,57,269,3,209,41
"Superior no univ. incompleta (025)",53,20,4,19,1,8,1
"Superior no univ. completa (026)",160,115,6,22,2,11,4
"Superior univ. incompleta (027)",32,16,2,8,,5,1
"Superior univ. completa (028)",149,129,1,10,1,8,
,,,,,,,
"URBANA (030)",2146,529,212,1004,11,341,49
"Sin nivel (031)",62,,5,34,,18,5
"Educación inicial (032)",3,,1,,,1,1
"Primaria (033)",614,13,57,365,4,154,21
"Secundaria (034)",795,65,112,459,4,134,21
"Superior no univ. incompleta (035)",97,22,14,45,2,14,
"Superior no univ. completa (036)",224,166,11,37,1,9,
"Superior univ. incompleta (037)",59,25,7,21,,5,1
"Superior univ. completa (038)",292,238,5,43,,6,
"Hombres (040)",1372,330,188,697,9,141,7
"Sin nivel (041)",19,,2,12,,3,2
"Educación inicial (042)",1,,,,,1,
"Primaria (043)",354,6,50,239,4,52,3
"Secundaria (044)",556,45,103,335,3,68,2
"Superior no univ. incompleta (045)",75,17,13,34,2,9,
"Superior no univ. completa (046)",132,93,9,26,,4,
"Superior univ. incompleta (047)",39,16,6,15,,2,
"Superior univ. completa (048)",196,153,5,36,,2,
"Mujeres (050)",774,199,24,307,2,200,42
"Sin nivel (051)",43,,3,22,,15,3
"Educación inicial (052)",2,,1,,,,1
"Primaria (053)",260,7,7,126,,102,18
"Secundaria (054)",239,20,9,124,1,66,19
"Superior no univ. incompleta (055)",22,5,1,11,,5,
"Superior no univ. completa (056)",92,73,2,11,1,5,
"Superior univ. incompleta (057)",20,9,1,6,,3,1
"Superior univ. completa (058)",96,85,,7,,4,
,,,,,,,
"RURAL (060)",7212,567,1779,3443,65,1283,75
"Sin nivel (061)",486,3,95,238,1,133,16
"Educación inicial (062)",5,,2,,,3,
"Primaria (063)",2712,21,409,1629,23,598,32
"Secundaria (064)",3018,87,996,1383,33,497,22
"Superior no univ. incompleta (065)",224,55,77,69,3,19,1
"Superior no univ. completa (066)",379,164,134,58,3,16,4
"Superior univ. incompleta (067)",107,29,40,31,,7,
"Superior univ. completa (068)",281,208,26,35,2,10,
"Hombres (070)",5690,429,1642,2869,56,686,8
"Sin nivel (071)",249,,71,122,1,49,6
"Educación inicial (072)",2,,1,,,1,
"Primaria (073)",1973,13,354,1340,19,245,2
"Secundaria (074)",2639,68,948,1238,31,354,
"Superior no univ. incompleta (075)",193,40,74,61,2,16,
"Superior no univ. completa (076)",311,122,130,47,2,10,
"Superior univ. incompleta (077)",95,22,39,29,,5,
"Superior univ. completa (078)",228,164,25,32,1,6,
"Mujeres (080)",1522,138,137,574,9,597,67
"Sin nivel (081)",237,3,24,116,,84,10
"Educación inicial (082)",3,,1,,,2,
"Primaria (083)",739,8,55,289,4,353,30
"Secundaria (084)",379,19,48,145,2,143,22
"Superior no univ. incompleta (085)",31,15,3,8,1,3,1
"Superior no univ. completa (086)",68,42,4,11,1,6,4
"Superior univ. incompleta (087)",12,7,1,2,,2,
"Superior univ. completa (088)",53,44,1,3,1,4,
