"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia YAULI (000)",49838,49533,158,147
"Hombres (001)",26433,26288,69,76
"Mujeres (002)",23405,23245,89,71
"Menores de 1 año (003)",836,769,43,24
"Hombres (004)",430,401,16,13
"Mujeres (005)",406,368,27,11
"De 1 a 5 años (006)",4929,4750,61,118
"Hombres (007)",2578,2478,39,61
"Mujeres (008)",2351,2272,22,57
"De 6 a 14 años (009)",9515,9511,2,2
"Hombres (010)",4808,4805,2,1
"Mujeres (011)",4707,4706,,1
"De 15 a 29 años (012)",12928,12921,7,
"Hombres (013)",6775,6770,5,
"Mujeres (014)",6153,6151,2,
"De 30 a 44 años (015)",11814,11807,7,
"Hombres (016)",6447,6444,3,
"Mujeres (017)",5367,5363,4,
"De 45 a 64 años (018)",7720,7710,9,1
"Hombres (019)",4381,4380,1,
"Mujeres (020)",3339,3330,8,1
"De 65 a más años (021)",2096,2065,29,2
"Hombres (022)",1014,1010,3,1
"Mujeres (023)",1082,1055,26,1
,,,,
"URBANA (024)",43818,43563,130,125
"Hombres (025)",22954,22836,57,61
"Mujeres (026)",20864,20727,73,64
"Menores de 1 año (027)",751,695,36,20
"Hombres (028)",387,365,13,9
"Mujeres (029)",364,330,23,11
"De 1 a 5 años (030)",4325,4176,47,102
"Hombres (031)",2278,2194,33,51
"Mujeres (032)",2047,1982,14,51
"De 6 a 14 años (033)",8588,8585,2,1
"Hombres (034)",4328,4325,2,1
"Mujeres (035)",4260,4260,,
"De 15 a 29 años (036)",11283,11278,5,
"Hombres (037)",5786,5782,4,
"Mujeres (038)",5497,5496,1,
"De 30 a 44 años (039)",10470,10464,6,
"Hombres (040)",5576,5573,3,
"Mujeres (041)",4894,4891,3,
"De 45 a 64 años (042)",6692,6682,9,1
"Hombres (043)",3774,3773,1,
"Mujeres (044)",2918,2909,8,1
"De 65 a más años (045)",1709,1683,25,1
"Hombres (046)",825,824,1,
"Mujeres (047)",884,859,24,1
,,,,
"RURAL (048)",6020,5970,28,22
"Hombres (049)",3479,3452,12,15
"Mujeres (050)",2541,2518,16,7
"Menores de 1 año (051)",85,74,7,4
"Hombres (052)",43,36,3,4
"Mujeres (053)",42,38,4,
"De 1 a 5 años (054)",604,574,14,16
"Hombres (055)",300,284,6,10
"Mujeres (056)",304,290,8,6
"De 6 a 14 años (057)",927,926,,1
"Hombres (058)",480,480,,
"Mujeres (059)",447,446,,1
"De 15 a 29 años (060)",1645,1643,2,
"Hombres (061)",989,988,1,
"Mujeres (062)",656,655,1,
"De 30 a 44 años (063)",1344,1343,1,
"Hombres (064)",871,871,,
"Mujeres (065)",473,472,1,
"De 45 a 64 años (066)",1028,1028,,
"Hombres (067)",607,607,,
"Mujeres (068)",421,421,,
"De 65 a más años (069)",387,382,4,1
"Hombres (070)",189,186,2,1
"Mujeres (071)",198,196,2,
