"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LAmás (000)",19902,19112,87,3680,3848,3007,4181,2534,1276,499,790,71322
"De 12 a 14 años (001)",70,37,2,31,4,,,,,,33,39
"De 15 a 19 años (002)",1157,1005,9,812,156,22,6,,,,152,1214
"De 20 a 24 años (003)",2568,2339,8,1212,830,225,59,5,,,229,3831
"De 25 a 29 años (004)",2620,2494,15,660,945,544,295,34,1,,126,5641
"De 30 a 34 años (005)",2475,2406,4,349,727,618,585,108,13,2,69,6991
"De 35 a 39 años (006)",2330,2291,8,178,457,530,773,276,62,7,39,8442
"De 40 a 44 años (007)",1919,1886,2,112,257,364,685,338,109,19,33,8029
"De 45 a 49 años (008)",1554,1533,7,81,177,240,487,352,145,44,21,7292
"De 50 y más años (009)",5209,5121,32,245,295,464,1291,1421,946,427,88,29843
"Conviviente (010)",8913,8649,48,2171,2156,1370,1682,806,304,112,264,26930
"De 12 a 14 años (011)",51,23,2,18,3,,,,,,28,24
"De 15 a 19 años (012)",840,713,8,575,111,16,3,,,,127,857
"De 20 a 24 años (013)",1671,1610,4,805,603,158,38,2,,,61,2660
"De 25 a 29 años (014)",1640,1620,11,424,622,343,194,25,1,,20,3667
"De 30 a 34 años (015)",1319,1311,3,157,409,342,336,59,4,1,8,3869
"De 35 a 39 años (016)",1071,1069,6,75,210,235,370,139,29,5,2,4021
"De 40 a 44 años (017)",754,751,1,39,85,123,292,158,43,10,3,3358
"De 45 a 49 años (018)",532,530,3,31,53,75,159,136,57,16,2,2606
"De 50 y más años (019)",1035,1022,10,47,60,78,290,287,170,80,13,5868
"Separado(a) (020)",606,590,3,139,133,85,125,62,35,8,16,1985
"De 12 a 14 años (021)",3,2,,2,,,,,,,1,2
