"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PACASMAYO (000)",33298,7014,11850,9931,872,959,876,1796
"Agric., ganadería, caza y silvicultura (001)",10020,133,7164,1872,489,362,,
"Pesca (002)",298,9,224,50,4,11,,
"Explotación de minas y canteras (003)",62,19,40,2,1,,,
"Industrias manufactureras (004)",2415,277,1160,852,63,63,,
"Suministro de electricidad, gas y agua (005)",62,29,32,1,,,,
"Construcción (006)",2083,74,1488,478,28,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5374,954,322,3571,171,356,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",716,125,214,335,29,13,,
"Comercio al por mayor (009)",252,81,25,130,6,10,,
"Comercio al por menor (010)",4406,748,83,3106,136,333,,
"Hoteles y restaurantes (011)",1125,377,78,586,34,50,,
"Trans., almac. y comunicaciones (012)",3039,808,595,1583,34,19,,
"Intermediación financiera (013)",98,93,2,3,,,,
"Activid.inmobil., empres. y alquileres (014)",1210,883,111,193,18,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",718,642,76,,,,,
"Enseñanza (016)",1850,1684,1,152,6,7,,
"Servicios sociales y de salud (017)",430,348,9,70,1,2,,
"Otras activ. serv.comun.soc y personales (018)",740,348,98,279,10,5,,
"Hogares privados con servicio doméstico (019)",876,,,,,,876,
"Actividad economica no especificada (021)",1102,336,450,239,13,64,,
"Desocupado (022)",1796,,,,,,,1796
"Hombres (023)",24085,4055,10401,7048,746,472,43,1320
"Agric., ganadería, caza y silvicultura (024)",8576,114,6024,1721,456,261,,
"Pesca (025)",291,6,221,49,4,11,,
"Explotación de minas y canteras (026)",61,18,40,2,1,,,
"Industrias manufactureras (027)",2071,214,1086,672,56,43,,
"Suministro de electricidad, gas y agua (028)",57,25,31,1,,,,
"Construcción (029)",2048,69,1465,473,28,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2901,492,314,1898,115,82,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",653,83,210,320,28,12,,
"Comercio al por mayor (032)",159,52,24,77,5,1,,
"Comercio al por menor (033)",2089,357,80,1501,82,69,,
"Hoteles y restaurantes (034)",354,148,24,153,15,14,,
"Trans., almac. y comunicaciones (035)",2877,687,583,1560,31,16,,
"Intermediación financiera (036)",53,49,2,2,,,,
"Activid.inmobil., empres. y alquileres (037)",882,616,101,146,16,3,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",524,461,63,,,,,
"Enseñanza (039)",714,645,1,59,4,5,,
"Servicios sociales y de salud (040)",156,103,3,49,1,,,
"Otras activ. serv.comun.soc y personales (041)",443,223,80,129,8,3,,
"Hogares privados con servicio doméstico (042)",43,,,,,,43,
"Actividad economica no especificada (044)",714,185,363,134,11,21,,
"Desocupado (045)",1320,,,,,,,1320
"Mujeres (046)",9213,2959,1449,2883,126,487,833,476
"Agric., ganadería, caza y silvicultura (047)",1444,19,1140,151,33,101,,
"Pesca (048)",7,3,3,1,,,,
"Explotación de minas y canteras (049)",1,1,,,,,,
"Industrias manufactureras (050)",344,63,74,180,7,20,,
"Suministro de electricidad, gas y agua (051)",5,4,1,,,,,
"Construcción (052)",35,5,23,5,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2473,462,8,1673,56,274,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",63,42,4,15,1,1,,
"Comercio al por mayor (055)",93,29,1,53,1,9,,
"Comercio al por menor (056)",2317,391,3,1605,54,264,,
"Hoteles y restaurantes (057)",771,229,54,433,19,36,,
"Trans., almac. y comunicaciones (058)",162,121,12,23,3,3,,
"Intermediación financiera (059)",45,44,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",328,267,10,47,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",194,181,13,,,,,
"Enseñanza (062)",1136,1039,,93,2,2,,
"Servicios sociales y de salud (063)",274,245,6,21,,2,,
"Otras activ. serv.comun.soc y personales (064)",297,125,18,150,2,2,,
"Hogares privados con servicio doméstico (065)",833,,,,,,833,
"Actividad economica no especificada (067)",388,151,87,105,2,43,,
"Desocupado (068)",476,,,,,,,476
,,,,,,,,
"URBANA (069)",30939,6872,10364,9613,754,885,848,1603
"Agric., ganadería, caza y silvicultura (070)",8334,130,5819,1709,378,298,,
"Pesca (071)",293,9,219,50,4,11,,
"Explotación de minas y canteras (072)",61,19,39,2,1,,,
"Industrias manufactureras (073)",2378,273,1135,845,62,63,,
"Suministro de electricidad, gas y agua (074)",53,25,27,1,,,,
"Construcción (075)",2018,73,1433,470,28,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",5263,931,316,3499,167,350,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",706,124,210,332,28,12,,
"Comercio al por mayor (078)",237,76,24,123,6,8,,
"Comercio al por menor (079)",4320,731,82,3044,133,330,,
"Hoteles y restaurantes (080)",1117,375,78,581,33,50,,
"Trans., almac. y comunicaciones (081)",2937,782,569,1535,33,18,,
"Intermediación financiera (082)",97,92,2,3,,,,
"Activid.inmobil., empres. y alquileres (083)",1170,850,107,190,18,5,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",714,638,76,,,,,
"Enseñanza (085)",1827,1665,1,148,6,7,,
"Servicios sociales y de salud (086)",420,338,9,70,1,2,,
"Otras activ. serv.comun.soc y personales (087)",731,343,98,275,10,5,,
"Hogares privados con servicio doméstico (088)",848,,,,,,848,
"Actividad economica no especificada (090)",1075,329,436,235,13,62,,
"Desocupado (091)",1603,,,,,,,1603
"Hombres (092)",22097,3957,9085,6787,633,418,41,1176
"Agric., ganadería, caza y silvicultura (093)",7083,111,4846,1565,348,213,,
"Pesca (094)",286,6,216,49,4,11,,
"Explotación de minas y canteras (095)",60,18,39,2,1,,,
"Industrias manufactureras (096)",2037,211,1062,666,55,43,,
"Suministro de electricidad, gas y agua (097)",48,21,26,1,,,,
"Construcción (098)",1983,68,1410,465,28,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",2843,478,308,1865,112,80,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",644,82,206,318,27,11,,
"Comercio al por mayor (101)",153,50,23,75,5,,,
"Comercio al por menor (102)",2046,346,79,1472,80,69,,
"Hoteles y restaurantes (103)",351,148,24,150,15,14,,
"Trans., almac. y comunicaciones (104)",2775,661,557,1512,30,15,,
"Intermediación financiera (105)",52,48,2,2,,,,
"Activid.inmobil., empres. y alquileres (106)",851,591,97,144,16,3,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",521,458,63,,,,,
"Enseñanza (108)",706,637,1,59,4,5,,
"Servicios sociales y de salud (109)",151,98,3,49,1,,,
"Otras activ. serv.comun.soc y personales (110)",437,220,80,126,8,3,,
"Hogares privados con servicio doméstico (111)",41,,,,,,41,
"Actividad economica no especificada (113)",696,183,351,132,11,19,,
