"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCA SANCOS (000)",3573,2864,250,230,229
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",22,1,2,1,18
"Profes., científicos e intelectuales (002)",340,107,109,54,70
"Técnicos de nivel medio y trab. asimilados (003)",67,28,5,11,23
"Jefes y empleados de oficina (004)",86,7,8,11,60
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",233,223,5,4,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1213,1197,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",104,73,8,19,4
"Obreros construc.,conf.,papel, fab., instr. (008)",166,82,25,55,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1256,1074,70,72,40
"Otra (010)",5,,,,5
"Ocupación no especificada (011)",81,72,2,3,4
"Hombres (012)",2189,1654,189,180,166
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",19,1,1,1,16
"Profes., científicos e intelectuales (014)",202,40,83,35,44
"Técnicos de nivel medio y trab. asimilados (015)",46,18,4,7,17
"Jefes y empleados de oficina (016)",57,5,5,6,41
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",64,62,1,,1
"Agricult.trabaj.calif.agrop.y pesqueros (018)",805,793,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",87,59,7,18,3
"Obreros construc.,conf.,papel, fab., instr. (020)",158,76,25,53,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",711,570,50,58,33
"Otra (022)",5,,,,5
"Ocupación no especificada (023)",35,30,1,2,2
"Mujeres (024)",1384,1210,61,50,63
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,,1,,2
"Profes., científicos e intelectuales (026)",138,67,26,19,26
"Técnicos de nivel medio y trab. asimilados (027)",21,10,1,4,6
"Jefes y empleados de oficina (028)",29,2,3,5,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",169,161,4,4,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",408,404,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",17,14,1,1,1
"Obreros construc.,conf.,papel, fab., instr. (032)",8,6,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",545,504,20,14,7
