"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASMA (000)",11391,10986,45,2562,2548,1846,2115,1172,510,188,405,36328
"De 12 a 14 años (001)",6,5,,4,1,,,,,,1,6
"De 15 a 19 años (002)",335,299,1,268,25,4,1,,,,36,334
"De 20 a 24 años (003)",1113,998,4,673,269,46,5,1,,,115,1377
"De 25 a 29 años (004)",1386,1282,6,598,448,160,64,4,2,,104,2283
"De 30 a 34 años (005)",1436,1402,5,394,533,295,154,21,,,34,3134
"De 35 a 39 años (006)",1416,1384,6,197,437,364,307,61,11,1,32,3971
"De 40 a 44 años (007)",1259,1234,3,136,291,340,317,118,24,5,25,4127
"De 45 a 49 años (008)",1070,1059,3,94,188,224,339,156,53,2,11,4098
"De 50 y más años (009)",3370,3323,17,198,356,413,928,811,420,180,47,16998
"Sin nivel (010)",2144,2111,13,169,231,248,587,489,273,101,33,10527
"De 15 a 19 años (012)",19,18,,17,,1,,,,,1,20
"De 20 a 24 años (013)",58,52,,28,20,4,,,,,6,80
"De 25 a 29 años (014)",66,63,,17,17,18,8,2,1,,3,160
"De 30 a 34 años (015)",113,112,2,17,37,26,24,6,,,1,307
"De 35 a 39 años (016)",178,171,,16,32,40,65,11,7,,7,611
"De 40 a 44 años (017)",182,180,,13,22,39,58,37,8,3,2,759
"De 45 a 49 años (018)",202,201,1,7,17,19,75,53,29,,1,1016
"De 50 y más años (019)",1326,1314,10,54,86,101,357,380,228,98,12,7574
"Educacion Inicial (020)",6,5,,1,2,2,,,,,1,11
"De 20 a 24 años (023)",2,2,,1,1,,,,,,,3
"De 25 a 29 años (024)",2,1,,,1,,,,,,1,2
"De 30 a 34 años (025)",2,2,,,,2,,,,,,6
