"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PATAZ (000)",22552,3374,6260,10313,247,1929,429
"Sin nivel (001)",3006,47,395,2020,42,401,101
"Educación inicial (002)",28,1,2,16,1,6,2
"Primaria (003)",9754,216,2245,5935,108,1053,197
"Secundaria (004)",5012,609,2236,1611,63,393,100
"Superior no univ. incompleta (005)",879,255,379,200,6,25,14
"Superior no univ. completa (006)",2115,1137,629,300,11,29,9
"Superior univ. incompleta (007)",384,166,103,95,7,9,4
"Superior univ. completa (008)",1374,943,271,136,9,13,2
"Hombres (010)",19156,2285,6045,9062,212,1513,39
"Sin nivel (011)",2295,17,352,1642,36,245,3
"Educación inicial (012)",20,1,2,13,1,3,
"Primaria (013)",8716,128,2151,5448,100,869,20
"Secundaria (014)",4428,462,2199,1369,48,341,9
"Superior no univ. incompleta (015)",745,185,369,164,5,18,4
"Superior no univ. completa (016)",1608,722,612,241,9,22,2
"Superior univ. incompleta (017)",307,113,102,77,6,8,1
"Superior univ. completa (018)",1037,657,258,108,7,7,
"Mujeres (020)",3396,1089,215,1251,35,416,390
"Sin nivel (021)",711,30,43,378,6,156,98
"Educación inicial (022)",8,,,3,,3,2
"Primaria (023)",1038,88,94,487,8,184,177
"Secundaria (024)",584,147,37,242,15,52,91
"Superior no univ. incompleta (025)",134,70,10,36,1,7,10
"Superior no univ. completa (026)",507,415,17,59,2,7,7
"Superior univ. incompleta (027)",77,53,1,18,1,1,3
"Superior univ. completa (028)",337,286,13,28,2,6,2
,,,,,,,
"URBANA (030)",7062,1960,2348,2137,106,279,232
"Sin nivel (031)",433,31,99,218,16,41,28
"Educación inicial (032)",10,1,,3,1,3,2
"Primaria (033)",1990,119,729,872,32,123,115
"Secundaria (034)",2031,334,916,606,36,73,66
"Superior no univ. incompleta (035)",463,139,162,132,4,13,13
"Superior no univ. completa (036)",1099,661,244,172,3,15,4
"Superior univ. incompleta (037)",199,98,40,51,5,3,2
"Superior univ. completa (038)",837,577,158,83,9,8,2
"Hombres (040)",5299,1219,2249,1560,82,164,25
"Sin nivel (041)",262,10,85,131,13,22,1
"Educación inicial (042)",4,1,,1,1,1,
"Primaria (043)",1520,56,688,657,27,78,14
"Secundaria (044)",1643,235,895,441,24,43,5
"Superior no univ. incompleta (045)",370,98,156,103,3,6,4
"Superior no univ. completa (046)",748,375,234,127,2,9,1
"Superior univ. incompleta (047)",143,60,39,37,5,2,
"Superior univ. completa (048)",609,384,152,63,7,3,
"Mujeres (050)",1763,741,99,577,24,115,207
"Sin nivel (051)",171,21,14,87,3,19,27
"Educación inicial (052)",6,,,2,,2,2
"Primaria (053)",470,63,41,215,5,45,101
"Secundaria (054)",388,99,21,165,12,30,61
"Superior no univ. incompleta (055)",93,41,6,29,1,7,9
"Superior no univ. completa (056)",351,286,10,45,1,6,3
"Superior univ. incompleta (057)",56,38,1,14,,1,2
"Superior univ. completa (058)",228,193,6,20,2,5,2
,,,,,,,
"RURAL (060)",15490,1414,3912,8176,141,1650,197
"Sin nivel (061)",2573,16,296,1802,26,360,73
"Educación inicial (062)",18,,2,13,,3,
"Primaria (063)",7764,97,1516,5063,76,930,82
"Secundaria (064)",2981,275,1320,1005,27,320,34
"Superior no univ. incompleta (065)",416,116,217,68,2,12,1
"Superior no univ. completa (066)",1016,476,385,128,8,14,5
"Superior univ. incompleta (067)",185,68,63,44,2,6,2
"Superior univ. completa (068)",537,366,113,53,,5,
"Hombres (070)",13857,1066,3796,7502,130,1349,14
"Sin nivel (071)",2033,7,267,1511,23,223,2
"Educación inicial (072)",16,,2,12,,2,
"Primaria (073)",7196,72,1463,4791,73,791,6
"Secundaria (074)",2785,227,1304,928,24,298,4
"Superior no univ. incompleta (075)",375,87,213,61,2,12,
"Superior no univ. completa (076)",860,347,378,114,7,13,1
"Superior univ. incompleta (077)",164,53,63,40,1,6,1
"Superior univ. completa (078)",428,273,106,45,,4,
"Mujeres (080)",1633,348,116,674,11,301,183
"Sin nivel (081)",540,9,29,291,3,137,71
"Educación inicial (082)",2,,,1,,1,
"Primaria (083)",568,25,53,272,3,139,76
"Secundaria (084)",196,48,16,77,3,22,30
"Superior no univ. incompleta (085)",41,29,4,7,,,1
"Superior no univ. completa (086)",156,129,7,14,1,1,4
"Superior univ. incompleta (087)",21,15,,4,1,,1
"Superior univ. completa (088)",109,93,7,8,,1,
