"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MAYNAS (000)",176205,46479,22599,74291,3043,13260,6187,10346
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",396,333,,,63,,,
"Profes., científicos e intelectuales (002)",15476,13498,,1662,243,73,,
"Técnicos de nivel medio y trab. asimilados (003)",8846,6071,,2150,530,91,4,
"Jefes y empleados de oficina (004)",8756,8621,,85,3,47,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",28323,7596,351,17104,713,2555,4,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",21574,26,3,21122,420,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",14270,,5673,7984,388,225,,
"Obreros construc.,conf.,papel, fab., instr. (008)",18165,1647,5259,10743,380,136,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",41167,4502,9687,11060,134,9605,6179,
"Otra (010)",2019,2019,,,,,,
"Ocupación no especificada (011)",6867,2166,1626,2381,169,525,,
"Desocupado (012)",10346,,,,,,,10346
"Hombres (013)",114259,26586,20515,51547,2195,5677,443,7296
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",264,219,,,45,,,
"Profes., científicos e intelectuales (015)",7708,6349,,1133,191,35,,
"Técnicos de nivel medio y trab. asimilados (016)",5777,3774,,1590,355,55,3,
"Jefes y empleados de oficina (017)",4449,4400,,33,,16,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",13000,4557,135,7231,394,682,1,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",19102,24,3,18692,380,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",12152,,5403,6248,324,177,,
"Obreros construc.,conf.,papel, fab., instr. (021)",17622,1615,5138,10389,361,119,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",20732,2526,8541,4819,48,4359,439,
"Otra (023)",1884,1884,,,,,,
"Ocupación no especificada (024)",4273,1238,1295,1412,97,231,,
"Desocupado (025)",7296,,,,,,,7296
"Mujeres (026)",61946,19893,2084,22744,848,7583,5744,3050
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",132,114,,,18,,,
"Profes., científicos e intelectuales (028)",7768,7149,,529,52,38,,
"Técnicos de nivel medio y trab. asimilados (029)",3069,2297,,560,175,36,1,
"Jefes y empleados de oficina (030)",4307,4221,,52,3,31,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",15323,3039,216,9873,319,1873,3,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2472,2,,2430,40,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",2118,,270,1736,64,48,,
"Obreros construc.,conf.,papel, fab., instr. (034)",543,32,121,354,19,17,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",20435,1976,1146,6241,86,5246,5740,
"Otra (036)",135,135,,,,,,
"Ocupación no especificada (037)",2594,928,331,969,72,294,,
"Desocupado (038)",3050,,,,,,,3050
,,,,,,,,
"URBANA (039)",142018,44763,18946,55761,2739,5022,5976,8811
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",369,306,,,63,,,
"Profes., científicos e intelectuales (041)",14486,12536,,1637,241,72,,
"Técnicos de nivel medio y trab. asimilados (042)",8703,5969,,2118,524,88,4,
"Jefes y empleados de oficina (043)",8655,8521,,84,3,47,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",27106,7419,320,16244,694,2426,3,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",4944,20,2,4751,170,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",13555,,5204,7762,378,211,,
"Obreros construc.,conf.,papel, fab., instr. (047)",17498,1622,5033,10340,371,132,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",29564,4374,6848,10652,131,1590,5969,
"Otra (049)",1864,1864,,,,,,
"Ocupación no especificada (050)",6463,2132,1539,2173,164,455,,
"Desocupado (051)",8811,,,,,,,8811
"Hombres (052)",88693,25416,17275,35611,1923,2101,393,5974
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",243,198,,,45,,,
"Profes., científicos e intelectuales (054)",7123,5785,,1114,190,34,,
"Técnicos de nivel medio y trab. asimilados (055)",5667,3697,,1564,350,53,3,
"Jefes y empleados de oficina (056)",4382,4333,,33,,16,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",12346,4418,130,6781,377,640,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",4198,18,2,4024,153,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",11478,,4946,6053,315,164,,
"Obreros construc.,conf.,papel, fab., instr. (060)",17028,1590,4915,10053,352,118,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",14410,2423,6040,4647,47,863,390,
"Otra (062)",1734,1734,,,,,,
"Ocupación no especificada (063)",4110,1220,1242,1342,94,212,,
"Desocupado (064)",5974,,,,,,,5974
"Mujeres (065)",53325,19347,1671,20150,816,2921,5583,2837
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",126,108,,,18,,,
"Profes., científicos e intelectuales (067)",7363,6751,,523,51,38,,
"Técnicos de nivel medio y trab. asimilados (068)",3036,2272,,554,174,35,1,
"Jefes y empleados de oficina (069)",4273,4188,,51,3,31,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",14760,3001,190,9463,317,1786,3,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",746,2,,727,17,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",2077,,258,1709,63,47,,
"Obreros construc.,conf.,papel, fab., instr. (073)",470,32,118,287,19,14,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",15154,1951,808,6005,84,727,5579,
"Otra (075)",130,130,,,,,,
"Ocupación no especificada (076)",2353,912,297,831,70,243,,
"Desocupado (077)",2837,,,,,,,2837
,,,,,,,,
"RURAL (078)",34187,1716,3653,18530,304,8238,211,1535
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",27,27,,,,,,
"Profes., científicos e intelectuales (080)",990,962,,25,2,1,,
"Técnicos de nivel medio y trab. asimilados (081)",143,102,,32,6,3,,
"Jefes y empleados de oficina (082)",101,100,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1217,177,31,860,19,129,1,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",16630,6,1,16371,250,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",715,,469,222,10,14,,
"Obreros construc.,conf.,papel, fab., instr. (086)",667,25,226,403,9,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",11603,128,2839,408,3,8015,210,
"Otra (088)",155,155,,,,,,
"Ocupación no especificada (089)",404,34,87,208,5,70,,
"Desocupado (090)",1535,,,,,,,1535
