"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 25 a 29 años (024)",145,144,,63,53,18,9,1,,,1,266
"De 30 a 34 años (025)",114,114,1,43,42,14,12,2,,,,233
"De 35 a 39 años (026)",124,124,,33,33,26,26,5,1,,,332
"De 40 a 44 años (027)",96,95,,17,23,16,24,11,4,,1,322
"De 45 a 49 años (028)",86,86,1,16,15,18,17,15,4,,,304
"De 50 y más años (029)",236,236,1,38,37,31,64,38,19,8,,980
"Casado(a) (030)",5657,5648,8,459,838,981,1532,1075,576,179,9,25578
"De 15 a 19 años (032)",24,22,,16,4,2,,,,,2,30
"De 20 a 24 años (033)",166,164,1,69,52,33,9,,,,2,311
"De 25 a 29 años (034)",396,396,1,101,129,94,64,7,,,,956
"De 30 a 34 años (035)",611,609,,75,154,164,169,40,6,1,2,1919
"De 35 a 39 años (036)",786,786,,49,154,178,274,103,28,,,2998
"De 40 a 44 años (037)",722,722,1,28,112,133,214,155,61,18,,3292
"De 45 a 49 años (038)",654,654,1,23,69,123,180,152,74,32,,3290
"De 50 y más años (039)",2298,2295,4,98,164,254,622,618,407,128,3,12782
"Viudo(a) (040)",1592,1586,16,119,173,213,491,380,151,43,6,7466
"De 15 a 19 años (042)",10,8,,6,,1,1,,,,2,13
"De 20 a 24 años (043)",6,6,,3,2,1,,,,,,10
"De 25 a 29 años (044)",14,14,,6,4,1,3,,,,,31
"De 30 a 34 años (045)",19,19,,6,3,5,3,1,1,,,57
"De 35 a 39 años (046)",24,24,,3,7,1,9,1,3,,,89
"De 40 a 44 años (047)",37,37,,1,6,5,16,3,5,1,,170
"De 45 a 49 años (048)",54,54,,5,8,8,18,9,5,1,,238
"De 50 y más años (049)",1428,1424,16,89,143,191,441,366,137,41,4,6858
"Divorciado(a) (050)",65,65,,13,9,10,18,11,3,1,,245
"De 20 a 24 años (053)",1,1,,1,,,,,,,,1
"De 25 a 29 años (054)",2,2,,2,,,,,,,,2
"De 30 a 34 años (055)",5,5,,,1,2,2,,,,,17
"De 35 a 39 años (056)",6,6,,2,3,1,,,,,,11
"De 40 a 44 años (057)",7,7,,2,,,2,3,,,,30
"De 45 a 49 años (058)",10,10,,2,3,2,2,1,,,,28
"De 50 y más años (059)",34,34,,4,2,5,12,7,3,1,,156
"Soltero(a) (060)",983,739,5,460,167,67,40,,,,244,1155
"De 12 a 14 años (061)",5,5,,4,1,,,,,,,6
"De 15 a 19 años (062)",53,53,,51,1,1,,,,,,56
"De 20 a 24 años (063)",235,147,1,127,16,3,,,,,88,168
"De 25 a 29 años (064)",201,138,,82,41,11,4,,,,63,213
"De 30 a 34 años (065)",120,85,,49,22,12,2,,,,35,137
"De 35 a 39 años (066)",85,65,,32,22,7,4,,,,20,113
"De 40 a 44 años (067)",71,61,1,29,15,7,9,,,,10,116
"De 45 a 49 años (068)",63,55,1,26,13,9,6,,,,8,103
"De 50 y más años (069)",150,130,2,60,36,17,15,,,,20,243
,,,,,,,,,,,,
"URBANA (080)",4903,4772,18,1114,1077,858,987,482,181,55,131,15357
"De 12 a 14 años (081)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (082)",100,92,,84,6,2,,,,,8,102
"De 20 a 24 años (083)",424,377,1,265,92,17,2,,,,47,508
"De 25 a 29 años (084)",588,554,1,272,175,76,28,2,,,34,981
"De 30 a 34 años (085)",599,584,2,160,212,128,75,6,,1,15,1331
"De 35 a 39 años (086)",598,587,,101,185,153,116,28,4,,11,1637
"De 40 a 44 años (087)",523,520,2,59,142,126,135,39,14,3,3,1699
"De 45 a 49 años (088)",459,454,2,43,88,131,117,61,11,1,5,1615
"De 50 y más años (089)",1610,1602,10,129,176,225,514,346,152,50,8,7481
"Conviviente (090)",1634,1608,7,487,430,292,274,79,31,8,26,4258
"De 15 a 19 años (092)",60,53,,48,4,1,,,,,7,59
"De 20 a 24 años (093)",253,242,1,162,66,12,1,,,,11,334
"De 25 a 29 años (094)",325,321,1,146,104,52,17,1,,,4,588
"De 30 a 34 años (095)",297,297,2,65,118,67,40,5,,,,700
"De 35 a 39 años (096)",228,227,,26,72,60,54,13,2,,1,681
"De 40 a 44 años (097)",163,162,1,15,36,41,51,11,6,1,1,558
"De 45 a 49 años (098)",106,106,,7,16,35,30,12,5,1,,403
"De 50 y más años (099)",202,200,2,18,14,24,81,37,18,6,2,935
"Separado(a) (100)",398,398,1,123,105,55,64,39,8,3,,1130
"De 15 a 19 años (102)",9,9,,7,2,,,,,,,11
"De 20 a 24 años (103)",34,34,,24,9,1,,,,,,45
"De 25 a 29 años (104)",56,56,,27,21,4,3,1,,,,99
"De 30 a 34 años (105)",47,47,,22,16,3,6,,,,,90
"De 35 a 39 años (106)",59,59,,17,17,14,9,2,,,,146
"De 40 a 44 años (107)",43,43,,7,14,8,8,4,2,,,137
"De 45 a 49 años (108)",45,45,1,9,5,12,9,9,,,,149
"De 50 y más años (109)",105,105,,10,21,13,29,23,6,3,,453
"Casado(a) (110)",1857,1856,,222,371,409,454,258,111,31,1,7104
"De 15 a 19 años (112)",4,4,,3,,1,,,,,,6
"De 20 a 24 años (113)",39,39,,29,7,2,1,,,,,53
"De 25 a 29 años (114)",104,104,,51,32,15,6,,,,,186
"De 30 a 34 años (115)",191,190,,43,66,51,28,1,,1,1,462
"De 35 a 39 años (116)",254,254,,33,80,76,51,12,2,,,729
"De 40 a 44 años (117)",263,263,,18,77,72,65,24,5,2,,886
"De 45 a 49 años (118)",245,245,,11,47,74,69,39,5,,,924
"De 50 y más años (119)",757,757,,34,62,118,234,182,99,28,,3858
"Viudo(a) (120)",488,487,6,35,75,62,163,103,30,13,1,2147
"De 15 a 19 años (122)",3,2,,2,,,,,,,1,2
"De 20 a 24 años (123)",2,2,,,1,1,,,,,,5
"De 25 a 29 años (124)",5,5,,2,2,,1,,,,,11
"De 30 a 34 años (125)",3,3,,1,1,1,,,,,,6
"De 35 a 39 años (126)",4,4,,2,1,,,1,,,,11
"De 40 a 44 años (127)",10,10,,1,4,1,3,,1,,,33
"De 45 a 49 años (128)",18,18,,,7,4,5,1,1,,,63
"De 50 y más años (129)",443,443,6,27,59,55,154,101,28,13,,2016
"Divorciado(a) (130)",34,34,,6,7,6,11,3,1,,,113
"De 30 a 34 años (135)",1,1,,,,1,,,,,,3
"De 35 a 39 años (136)",3,3,,1,2,,,,,,,5
"De 40 a 44 años (137)",3,3,,1,,,2,,,,,10
"De 45 a 49 años (138)",8,8,,2,3,1,2,,,,,19
"De 50 y más años (139)",19,19,,2,2,4,7,3,1,,,76
"Soltero(a) (140)",492,389,4,241,89,34,21,,,,103,605
"De 12 a 14 años (141)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (142)",24,24,,24,,,,,,,,24
"De 20 a 24 años (143)",96,60,,50,9,1,,,,,36,71
"De 25 a 29 años (144)",98,68,,46,16,5,1,,,,30,97
"De 30 a 34 años (145)",60,46,,29,11,5,1,,,,14,70
"De 35 a 39 años (146)",50,40,,22,13,3,2,,,,10,65
"De 40 a 44 años (147)",41,39,1,17,11,4,6,,,,2,75
"De 45 a 49 años (148)",37,32,1,14,10,5,2,,,,5,57
"De 50 y más años (149)",84,78,2,38,18,11,9,,,,6,143
,,,,,,,,,,,,
"RURAL (160)",8983,8782,27,1405,1408,1313,2158,1470,760,241,201,36172
"De 12 a 14 años (161)",8,4,,4,,,,,,,4,4
"De 15 a 19 años (162)",250,233,1,191,34,5,2,,,,17,282
"De 20 a 24 años (163)",889,818,5,450,255,87,20,1,,,71,1312
"De 25 a 29 años (164)",1042,1003,1,262,333,236,161,10,,,39,2376
"De 30 a 34 años (165)",1025,1002,1,132,244,255,286,73,11,,23,3186
"De 35 a 39 años (166)",1018,1005,,71,164,191,378,154,44,3,13,4038
"De 40 a 44 años (167)",830,821,1,49,77,108,268,204,93,21,9,4033
"De 45 a 49 años (168)",721,718,1,45,54,91,196,185,104,42,3,3834
"De 50 y más años (169)",3200,3178,17,201,247,340,847,843,508,175,22,17107
"Conviviente (170)",3009,2966,5,663,637,479,638,335,152,57,43,10208
"De 12 a 14 años (171)",5,1,,1,,,,,,,4,1
"De 15 a 19 años (172)",166,152,1,120,28,2,1,,,,14,186
"De 20 a 24 años (173)",544,529,2,279,186,49,12,1,,,15,854
"De 25 a 29 años (174)",547,542,,134,177,136,92,3,,,5,1301
"De 30 a 34 años (175)",458,457,,54,116,119,133,31,4,,1,1454
"De 35 a 39 años (176)",363,360,,27,58,71,127,60,14,3,3,1451
"De 40 a 44 años (177)",257,257,,16,27,32,87,60,31,4,,1244
"De 45 a 49 años (178)",207,207,,9,18,27,60,57,27,9,,1083
"De 50 y más años (179)",462,461,2,23,27,43,126,123,76,41,1,2634
"Separado(a) (180)",548,544,3,195,126,74,88,33,20,5,4,1489
"De 15 a 19 años (182)",28,28,,27,1,,,,,,,29
"De 20 a 24 años (183)",74,72,1,50,16,5,,,,,2,97
"De 25 a 29 años (184)",89,88,,36,32,14,6,,,,1,167
"De 30 a 34 años (185)",67,67,1,21,26,11,6,2,,,,143
"De 35 a 39 años (186)",65,65,,16,16,12,17,3,1,,,186
"De 40 a 44 años (187)",53,52,,10,9,8,16,7,2,,1,185
"De 45 a 49 años (188)",41,41,,7,10,6,8,6,4,,,155
"De 50 y más años (189)",131,131,1,28,16,18,35,15,13,5,,527
"Casado(a) (190)",3800,3792,8,237,467,572,1078,817,465,148,8,18474
"De 15 a 19 años (192)",20,18,,13,4,1,,,,,2,24
"De 20 a 24 años (193)",127,125,1,40,45,31,8,,,,2,258
"De 25 a 29 años (194)",292,292,1,50,97,79,58,7,,,,770
"De 30 a 34 años (195)",420,419,,32,88,113,141,39,6,,1,1457
"De 35 a 39 años (196)",532,532,,16,74,102,223,91,26,,,2269
"De 40 a 44 años (197)",459,459,1,10,35,61,149,131,56,16,,2406
"De 45 a 49 años (198)",409,409,1,12,22,49,111,113,69,32,,2366
"De 50 y más años (199)",1541,1538,4,64,102,136,388,436,308,100,3,8924
"Viudo(a) (200)",1104,1099,10,84,98,151,328,277,121,30,5,5319
"De 15 a 19 años (202)",7,6,,4,,1,1,,,,1,11
"De 20 a 24 años (203)",4,4,,3,1,,,,,,,5
"De 25 a 29 años (204)",9,9,,4,2,1,2,,,,,20
"De 30 a 34 años (205)",16,16,,5,2,4,3,1,1,,,51
"De 35 a 39 años (206)",20,20,,1,6,1,9,,3,,,78
"De 40 a 44 años (207)",27,27,,,2,4,13,3,4,1,,137
"De 45 a 49 años (208)",36,36,,5,1,4,13,8,4,1,,175
"De 50 y más años (209)",985,981,10,62,84,136,287,265,109,28,4,4842
"Divorciado(a) (210)",31,31,,7,2,4,7,8,2,1,,132
"De 20 a 24 años (213)",1,1,,1,,,,,,,,1
"De 25 a 29 años (214)",2,2,,2,,,,,,,,2
"De 30 a 34 años (215)",4,4,,,1,1,2,,,,,14
"De 35 a 39 años (216)",3,3,,1,1,1,,,,,,6
"De 40 a 44 años (217)",4,4,,1,,,,3,,,,20
"De 45 a 49 años (218)",2,2,,,,1,,1,,,,9
"De 50 y más años (219)",15,15,,2,,1,5,4,2,1,,80
"Soltero(a) (220)",491,350,1,219,78,33,19,,,,141,550
"De 12 a 14 años (221)",3,3,,3,,,,,,,,3
"De 15 a 19 años (222)",29,29,,27,1,1,,,,,,32
"De 20 a 24 años (223)",139,87,1,77,7,2,,,,,52,97
"De 25 a 29 años (224)",103,70,,36,25,6,3,,,,33,116
"De 30 a 34 años (225)",60,39,,20,11,7,1,,,,21,67
"De 35 a 39 años (226)",35,25,,10,9,4,2,,,,10,48
"De 40 a 44 años (227)",30,22,,12,4,3,3,,,,8,41
"De 45 a 49 años (228)",26,23,,12,3,4,4,,,,3,46
"De 50 y más años (229)",66,52,,22,18,6,6,,,,14,100
