"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",325,317,4,1,3
"Educación inicial (062)",20,17,,1,2
"Primaria (063)",2294,2114,96,42,42
"Secundaria (064)",1806,1499,129,69,109
"Superior no univ. incompleta (065)",339,234,40,34,31
"Superior no univ. completa (066)",1597,714,320,244,319
"Superior univ. incompleta (067)",144,95,21,10,18
"Superior univ. completa (068)",683,257,146,105,175
"De 06 a 14 años (070)",144,134,6,4,
"Sin nivel (071)",6,6,,,
"Educación inicial (072)",6,5,,1,
"Primaria (073)",87,81,3,3,
"Secundaria (074)",45,42,3,,
"De 15 a 29 años (080)",2173,1634,253,120,166
"Sin nivel (081)",29,28,,,1
"Educación inicial (082)",8,7,,,1
"Primaria (083)",474,423,31,8,12
"Secundaria (084)",820,674,77,34,35
"Superior no univ. incompleta (085)",165,123,20,10,12
"Superior no univ. completa (086)",444,244,83,48,69
"Superior univ. incompleta (087)",63,47,8,5,3
"Superior univ. completa (088)",170,88,34,15,33
"De 30 a 44 años (090)",2590,1661,328,247,354
"Sin nivel (091)",70,67,2,,1
"Educación inicial (092)",6,5,,,1
"Primaria (093)",643,595,26,13,9
"Secundaria (094)",537,446,25,25,41
"Superior no univ. incompleta (095)",126,79,15,16,16
"Superior no univ. completa (096)",826,335,176,132,183
"Superior univ. incompleta (097)",55,33,8,3,11
"Superior univ. completa (098)",327,101,76,58,92
"De 45 a 64 años (100)",1766,1310,155,129,172
"Sin nivel (101)",121,118,2,1,
"Primaria (103)",733,668,29,17,19
"Secundaria (104)",360,297,22,10,31
"Superior no univ. incompleta (105)",46,30,5,8,3
"Superior no univ. completa (106)",311,125,58,61,67
"Superior univ. incompleta (107)",24,14,5,2,3
"Superior univ. completa (108)",171,58,34,30,49
"De 65 y más años (110)",535,508,14,6,7
"Sin nivel (111)",99,98,,,1
"Primaria (113)",357,347,7,1,2
"Secundaria (114)",44,40,2,,2
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",16,10,3,3,
"Superior univ. incompleta (117)",2,1,,,1
"Superior univ. completa (118)",15,10,2,2,1
,,,,,
"RURAL (120)",16658,15863,567,118,110
"Sin nivel (121)",2195,2149,42,3,1
"Educación inicial (122)",8,7,1,,
"Primaria (123)",11909,11486,323,63,37
"Secundaria (124)",2029,1885,83,29,32
"Superior no univ. incompleta (125)",105,83,14,3,5
"Superior no univ. completa (126)",298,187,77,14,20
"Superior univ. incompleta (127)",32,19,7,2,4
"Superior univ. completa (128)",82,47,20,4,11
"De 06 a 14 años (130)",434,413,18,3,
"Sin nivel (131)",36,34,2,,
"Educación inicial (132)",2,1,1,,
"Primaria (133)",367,349,15,3,
"Secundaria (134)",29,29,,,
"De 15 a 29 años (140)",5702,5406,201,53,42
"Sin nivel (141)",395,383,11,1,
"Educación inicial (142)",4,4,,,
"Primaria (143)",3893,3756,104,24,9
"Secundaria (144)",1212,1124,55,20,13
"Superior no univ. incompleta (145)",45,36,5,1,3
"Superior no univ. completa (146)",114,75,22,6,11
"Superior univ. incompleta (147)",12,7,2,1,2
"Superior univ. completa (148)",27,21,2,,4
"De 30 a 44 años (150)",5143,4825,229,42,47
"Sin nivel (151)",608,596,12,,
"Educación inicial (152)",2,2,,,
"Primaria (153)",3729,3565,124,22,18
"Secundaria (154)",555,517,20,6,12
"Superior no univ. incompleta (155)",46,35,9,2,
"Superior no univ. completa (156)",148,86,46,8,8
"Superior univ. incompleta (157)",16,9,4,1,2
"Superior univ. completa (158)",39,15,14,3,7
"De 45 a 64 años (160)",3871,3731,101,20,19
"Sin nivel (161)",666,652,12,2,
"Primaria (163)",2922,2832,67,14,9
"Secundaria (164)",216,198,8,3,7
"Superior no univ. incompleta (165)",12,10,,,2
"Superior no univ. completa (166)",36,26,9,,1
"Superior univ. incompleta (167)",3,2,1,,
"Superior univ. completa (168)",16,11,4,1,
"De 65 y más años (170)",1508,1488,18,,2
"Sin nivel (171)",490,484,5,,1
"Primaria (173)",998,984,13,,1
"Secundaria (174)",17,17,,,
"Superior no univ. incompleta (175)",2,2,,,
"Superior univ. incompleta (177)",1,1,,,
