"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SANDIA (000)",27338,1586,2512,14784,654,6728,116,958
"Agric., ganadería, caza y silvicultura (001)",20418,24,1119,12418,506,6351,,
"Pesca (002)",1,,,1,,,,
"Explotación de minas y canteras (003)",1593,2,839,581,94,77,,
"Industrias manufactureras (004)",180,5,38,128,2,7,,
"Suministro de electricidad, gas y agua (005)",7,2,5,,,,,
"Construcción (006)",464,13,345,86,6,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1253,42,10,1003,21,177,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",47,,9,37,,1,,
"Comercio al por mayor (009)",30,7,,18,2,3,,
"Comercio al por menor (010)",1176,35,1,948,19,173,,
"Hoteles y restaurantes (011)",255,27,10,182,1,35,,
"Trans., almac. y comunicaciones (012)",255,57,48,130,6,14,,
"Intermediación financiera (013)",12,11,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",95,65,11,16,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",335,280,55,,,,,
"Enseñanza (016)",892,841,,47,,4,,
"Servicios sociales y de salud (017)",160,152,2,6,,,,
"Otras activ. serv.comun.soc y personales (018)",93,37,7,45,2,2,,
"Hogares privados con servicio doméstico (019)",116,,,,,,116,
"Actividad economica no especificada (021)",251,28,23,141,12,47,,
"Desocupado (022)",958,,,,,,,958
"Hombres (023)",17678,1048,2139,10811,530,2351,31,768
"Agric., ganadería, caza y silvicultura (024)",12930,24,819,9484,401,2202,,
"Pesca (025)",1,,,1,,,,
"Explotación de minas y canteras (026)",1488,2,802,524,94,66,,
"Industrias manufactureras (027)",140,3,32,100,2,3,,
"Suministro de electricidad, gas y agua (028)",7,2,5,,,,,
"Construcción (029)",453,12,339,83,5,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",445,18,10,365,12,40,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",38,,9,29,,,,
"Comercio al por mayor (032)",16,5,,9,2,,,
"Comercio al por menor (033)",391,13,1,327,10,40,,
"Hoteles y restaurantes (034)",42,8,3,25,1,5,,
"Trans., almac. y comunicaciones (035)",228,44,46,122,6,10,,
"Intermediación financiera (036)",10,9,,,1,,,
"Activid.inmobil., empres. y alquileres (037)",77,49,10,15,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",282,230,52,,,,,
"Enseñanza (039)",558,537,,20,,1,,
"Servicios sociales y de salud (040)",78,71,2,5,,,,
"Otras activ. serv.comun.soc y personales (041)",50,23,5,22,,,,
"Hogares privados con servicio doméstico (042)",31,,,,,,31,
"Actividad economica no especificada (044)",90,16,14,45,5,10,,
"Desocupado (045)",768,,,,,,,768
"Mujeres (046)",9660,538,373,3973,124,4377,85,190
"Agric., ganadería, caza y silvicultura (047)",7488,,300,2934,105,4149,,
"Explotación de minas y canteras (049)",105,,37,57,,11,,
"Industrias manufactureras (050)",40,2,6,28,,4,,
"Construcción (052)",11,1,6,3,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",808,24,,638,9,137,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",9,,,8,,1,,
"Comercio al por mayor (055)",14,2,,9,,3,,
"Comercio al por menor (056)",785,22,,621,9,133,,
"Hoteles y restaurantes (057)",213,19,7,157,,30,,
"Trans., almac. y comunicaciones (058)",27,13,2,8,,4,,
"Intermediación financiera (059)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (060)",18,16,1,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",53,50,3,,,,,
"Enseñanza (062)",334,304,,27,,3,,
"Servicios sociales y de salud (063)",82,81,,1,,,,
"Otras activ. serv.comun.soc y personales (064)",43,14,2,23,2,2,,
"Hogares privados con servicio doméstico (065)",85,,,,,,85,
"Actividad economica no especificada (067)",161,12,9,96,7,37,,
"Desocupado (068)",190,,,,,,,190
,,,,,,,,
"URBANA (069)",6595,1163,639,3241,79,1058,49,366
"Agric., ganadería, caza y silvicultura (070)",3240,19,209,2048,52,912,,
"Explotación de minas y canteras (072)",145,1,93,45,4,2,,
"Industrias manufactureras (073)",108,5,22,76,,5,,
"Suministro de electricidad, gas y agua (074)",5,1,4,,,,,
"Construcción (075)",262,12,201,42,3,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",792,28,8,652,7,97,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",38,,7,31,,,,
"Comercio al por mayor (078)",16,3,,11,,2,,
"Comercio al por menor (079)",738,25,1,610,7,95,,
"Hoteles y restaurantes (080)",206,23,8,153,1,21,,
"Trans., almac. y comunicaciones (081)",165,48,27,83,5,2,,
"Intermediación financiera (082)",10,9,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",75,56,4,13,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",282,237,45,,,,,
"Enseñanza (085)",602,563,,36,,3,,
"Servicios sociales y de salud (086)",122,117,2,3,,,,
"Otras activ. serv.comun.soc y personales (087)",70,28,3,37,1,1,,
"Hogares privados con servicio doméstico (088)",49,,,,,,49,
"Actividad economica no especificada (090)",96,16,13,53,3,11,,
"Desocupado (091)",366,,,,,,,366
"Hombres (092)",3970,749,575,1899,58,409,8,272
"Agric., ganadería, caza y silvicultura (093)",1992,19,169,1388,38,378,,
"Explotación de minas y canteras (095)",139,1,90,42,4,2,,
"Industrias manufactureras (096)",82,3,19,59,,1,,
"Suministro de electricidad, gas y agua (097)",5,1,4,,,,,
"Construcción (098)",257,11,198,41,3,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",252,11,8,212,4,17,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",32,,7,25,,,,
"Comercio al por mayor (101)",7,2,,5,,,,
"Comercio al por menor (102)",213,9,1,182,4,17,,
"Hoteles y restaurantes (103)",36,8,2,21,1,4,,
"Trans., almac. y comunicaciones (104)",148,37,26,79,5,1,,
"Intermediación financiera (105)",9,8,,,1,,,
"Activid.inmobil., empres. y alquileres (106)",59,41,4,12,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",235,193,42,,,,,
"Enseñanza (108)",350,337,,13,,,,
"Servicios sociales y de salud (109)",57,53,2,2,,,,
"Otras activ. serv.comun.soc y personales (110)",38,17,2,19,,,,
"Hogares privados con servicio doméstico (111)",8,,,,,,8,
"Actividad economica no especificada (113)",31,9,9,11,,2,,
"Desocupado (114)",272,,,,,,,272
"Mujeres (115)",2625,414,64,1342,21,649,41,94
"Agric., ganadería, caza y silvicultura (116)",1248,,40,660,14,534,,
"Explotación de minas y canteras (118)",6,,3,3,,,,
"Industrias manufactureras (119)",26,2,3,17,,4,,
"Construcción (121)",5,1,3,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",540,17,,440,3,80,,
