"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJATAMBO (000)",2251,2178,8,314,311,331,573,399,170,72,73,9234
"De 12 a 14 años (001)",4,2,,2,,,,,,,2,2
"De 15 a 19 años (002)",54,48,,41,6,1,,,,,6,56
"De 20 a 24 años (003)",153,130,,75,32,13,9,1,,,23,222
"De 25 a 29 años (004)",207,194,,47,75,41,30,1,,,13,453
"De 30 a 34 años (005)",234,229,,32,58,61,69,7,2,,5,694
"De 35 a 39 años (006)",249,243,,29,39,45,83,40,6,1,6,923
"De 40 a 44 años (007)",220,217,,18,30,31,74,49,11,4,3,947
"De 45 a 49 años (008)",182,180,1,15,13,21,54,52,16,8,2,894
"De 50 y más años (009)",948,935,7,55,58,118,254,249,135,59,13,5043
"Sin nivel (010)",446,444,4,27,28,59,127,113,62,24,2,2341
"De 20 a 24 años (013)",1,1,,1,,,,,,,,1
"De 25 a 29 años (014)",4,3,,2,1,,,,,,1,4
"De 30 a 34 años (015)",12,12,,2,3,2,4,1,,,,39
"De 35 a 39 años (016)",18,18,,,2,2,6,6,2,,,92
"De 40 a 44 años (017)",23,23,,,1,3,11,5,3,,,120
"De 45 a 49 años (018)",32,32,,2,1,2,10,11,5,1,,179
"De 50 y más años (019)",356,355,4,20,20,50,96,90,52,23,1,1906
"Primaria (030)",1003,982,4,72,111,128,297,228,97,45,21,4764
"De 12 a 14 años (031)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (032)",19,17,,13,4,,,,,,2,21
"De 20 a 24 años (033)",41,36,,11,14,4,6,1,,,5,82
"De 25 a 29 años (034)",79,76,,8,28,18,21,1,,,3,214
"De 30 a 34 años (035)",91,90,,5,16,21,44,2,2,,1,325
