"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia PASCO",,,,,,,,,
"Viviendas particulares (001)",34693,14453,18293,209,110,50,899,98,581
"Ocupantes presentes (002)",144874,60245,77240,816,435,200,3310,412,2216
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",30276,12283,16924,171,81,37,304,88,388
"Ocupantes presentes (005)",128086,52064,71741,686,325,149,1185,381,1555
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",721,672,48,1,,,,,
"Ocupantes presentes (008)",3006,2814,188,4,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1080,697,375,5,1,,,2,
"Ocupantes presentes (011)",4010,2456,1537,12,2,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1258,775,441,12,1,,,,29
"Ocupantes presentes (014)",4763,2833,1754,38,9,,,,129
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1231,,483,8,27,11,593,5,104
"Ocupantes presentes (017)",4584,,1951,41,99,35,2122,18,318
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",45,,,11,,2,,,32
"Ocupantes presentes (020)",174,,,34,,16,,,124
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",58,26,22,1,,,2,3,4
"Ocupantes presentes (023)",180,78,69,1,,,3,10,19
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",24,,,,,,,,24
"Ocupantes presentes (026)",71,,,,,,,,71
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",26737,13616,12255,142,42,37,165,83,397
"Ocupantes presentes (029)",110696,56654,50554,506,165,160,712,362,1583
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",23570,11449,11374,112,40,35,164,78,318
"Ocupantes presentes (032)",98572,48479,47029,417,154,144,711,349,1289
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",721,672,48,1,,,,,
"Ocupantes presentes (035)",3006,2814,188,4,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1080,697,375,5,1,,,2,
"Ocupantes presentes (038)",4010,2456,1537,12,2,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1258,775,441,12,1,,,,29
"Ocupantes presentes (041)",4763,2833,1754,38,9,,,,129
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",45,,,11,,2,,,32
"Ocupantes presentes (047)",174,,,34,,16,,,124
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",47,23,17,1,,,1,3,2
"Ocupantes presentes (050)",137,72,46,1,,,1,10,7
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",16,,,,,,,,16
"Ocupantes presentes (053)",34,,,,,,,,34
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7956,837,6038,67,68,13,734,15,184
"Ocupantes presentes (056)",34178,3591,26686,310,270,40,2598,50,633
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6706,834,5550,59,41,2,140,10,70
"Ocupantes presentes (059)",29514,3585,24712,269,171,5,474,32,266
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1231,,483,8,27,11,593,5,104
"Ocupantes presentes (071)",4584,,1951,41,99,35,2122,18,318
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",11,3,5,,,,1,,2
"Ocupantes presentes (077)",43,6,23,,,,2,,12
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",8,,,,,,,,8
"Ocupantes presentes (080)",37,,,,,,,,37
