"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia GRAU (000)",5733,1107,920,2782,55,816,53
"Agric., ganadería, caza y silvicultura (001)",2981,6,265,1991,31,688,
"Explotación de minas y canteras (003)",277,43,158,76,,,
"Industrias manufactureras (004)",209,1,66,127,1,14,
"Suministro de electricidad, gas y agua (005)",10,3,7,,,,
"Construcción (006)",368,5,272,68,3,20,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",370,8,6,302,6,48,
"Venta, mant.y rep. veh.autom y motoc. (008)",10,1,1,8,,,
"Comercio al por mayor (009)",11,1,,9,1,,
"Comercio al por menor (010)",349,6,5,285,5,48,
"Hoteles y restaurantes (011)",112,9,15,76,6,6,
"Trans., almac. y comunicaciones (012)",73,20,15,31,5,2,
"Intermediación financiera (013)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (014)",29,24,2,3,,,
"Admin.pub. y defensa; p. segur soc.afil (015)",324,244,80,,,,
"Enseñanza (016)",620,589,4,27,,,
"Servicios sociales y de salud (017)",122,120,,1,,1,
"Otras activ. serv.comun.soc y personales (018)",30,15,2,11,,2,
"Hogares privados con servicio doméstico (019)",53,,,,,,53
"Actividad economica no especificada (021)",152,17,28,69,3,35,
"Hombres (022)",4201,725,843,2170,45,411,7
"Agric., ganadería, caza y silvicultura (023)",2378,5,246,1736,29,362,
"Explotación de minas y canteras (025)",264,36,157,71,,,
"Industrias manufactureras (026)",158,1,54,94,1,8,
"Suministro de electricidad, gas y agua (027)",9,2,7,,,,
"Construcción (028)",352,4,260,67,3,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",130,4,6,109,2,9,
"Venta, mant.y rep. veh.autom y motoc. (030)",10,1,1,8,,,
"Comercio al por mayor (031)",3,,,3,,,
"Comercio al por menor (032)",117,3,5,98,2,9,
"Hoteles y restaurantes (033)",14,2,4,5,3,,
"Trans., almac. y comunicaciones (034)",68,17,13,31,5,2,
"Intermediación financiera (035)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (036)",23,20,,3,,,
"Admin.pub. y defensa; p. segur soc.afil (037)",256,184,72,,,,
"Enseñanza (038)",388,369,4,15,,,
"Servicios sociales y de salud (039)",60,59,,1,,,
"Otras activ. serv.comun.soc y personales (040)",15,11,,4,,,
"Hogares privados con servicio doméstico (041)",7,,,,,,7
"Actividad economica no especificada (043)",78,10,20,34,2,12,
"Mujeres (044)",1532,382,77,612,10,405,46
"Agric., ganadería, caza y silvicultura (045)",603,1,19,255,2,326,
"Explotación de minas y canteras (047)",13,7,1,5,,,
"Industrias manufactureras (048)",51,,12,33,,6,
"Suministro de electricidad, gas y agua (049)",1,1,,,,,
"Construcción (050)",16,1,12,1,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",240,4,,193,4,39,
"Comercio al por mayor (053)",8,1,,6,1,,
"Comercio al por menor (054)",232,3,,187,3,39,
"Hoteles y restaurantes (055)",98,7,11,71,3,6,
"Trans., almac. y comunicaciones (056)",5,3,2,,,,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",6,4,2,,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",68,60,8,,,,
"Enseñanza (060)",232,220,,12,,,
"Servicios sociales y de salud (061)",62,61,,,,1,
"Otras activ. serv.comun.soc y personales (062)",15,4,2,7,,2,
"Hogares privados con servicio doméstico (063)",46,,,,,,46
"Actividad economica no especificada (065)",74,7,8,35,1,23,
,,,,,,,
"URBANA (066)",2666,865,477,993,24,267,40
"Agric., ganadería, caza y silvicultura (067)",783,3,110,480,5,185,
"Explotación de minas y canteras (069)",136,6,97,33,,,
"Industrias manufactureras (070)",109,1,31,71,1,5,
"Suministro de electricidad, gas y agua (071)",5,3,2,,,,
"Construcción (072)",199,5,151,40,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",283,6,1,228,6,42,
"Venta, mant.y rep. veh.autom y motoc. (074)",10,1,1,8,,,
"Comercio al por mayor (075)",9,,,8,1,,
"Comercio al por menor (076)",264,5,,212,5,42,
"Hoteles y restaurantes (077)",94,2,13,69,5,5,
"Trans., almac. y comunicaciones (078)",57,16,12,24,3,2,
"Intermediación financiera (079)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (080)",22,17,2,3,,,
"Admin.pub. y defensa; p. segur soc.afil (081)",268,225,43,,,,
"Enseñanza (082)",476,459,,17,,,
"Servicios sociales y de salud (083)",94,92,,1,,1,
"Otras activ. serv.comun.soc y personales (084)",27,13,2,11,,1,
"Hogares privados con servicio doméstico (085)",40,,,,,,40
"Actividad economica no especificada (087)",70,14,13,16,3,24,
"Hombres (088)",1759,546,431,646,14,117,5
"Agric., ganadería, caza y silvicultura (089)",602,2,102,399,3,96,
"Explotación de minas y canteras (091)",131,5,97,29,,,
"Industrias manufactureras (092)",85,1,27,54,1,2,
"Suministro de electricidad, gas y agua (093)",4,2,2,,,,
"Construcción (094)",190,4,144,39,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",86,4,1,71,2,8,
"Venta, mant.y rep. veh.autom y motoc. (096)",10,1,1,8,,,
"Comercio al por mayor (097)",3,,,3,,,
"Comercio al por menor (098)",73,3,,60,2,8,
"Hoteles y restaurantes (099)",12,1,4,5,2,,
"Trans., almac. y comunicaciones (100)",52,13,10,24,3,2,
"Intermediación financiera (101)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (102)",16,13,,3,,,
"Admin.pub. y defensa; p. segur soc.afil (103)",202,166,36,,,,
"Enseñanza (104)",284,275,,9,,,
"Servicios sociales y de salud (105)",44,43,,1,,,
"Otras activ. serv.comun.soc y personales (106)",13,9,,4,,,
"Hogares privados con servicio doméstico (107)",5,,,,,,5
"Actividad economica no especificada (109)",32,7,8,8,2,7,
"Mujeres (110)",907,319,46,347,10,150,35
"Agric., ganadería, caza y silvicultura (111)",181,1,8,81,2,89,
"Explotación de minas y canteras (113)",5,1,,4,,,
"Industrias manufactureras (114)",24,,4,17,,3,
"Suministro de electricidad, gas y agua (115)",1,1,,,,,
"Construcción (116)",9,1,7,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",197,2,,157,4,34,
"Comercio al por mayor (119)",6,,,5,1,,
"Comercio al por menor (120)",191,2,,152,3,34,
"Hoteles y restaurantes (121)",82,1,9,64,3,5,
"Trans., almac. y comunicaciones (122)",5,3,2,,,,
"Intermediación financiera (123)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (124)",6,4,2,,,,
"Admin.pub. y defensa; p. segur soc.afil (125)",66,59,7,,,,
"Enseñanza (126)",192,184,,8,,,
"Servicios sociales y de salud (127)",50,49,,,,1,
"Otras activ. serv.comun.soc y personales (128)",14,4,2,7,,1,
"Hogares privados con servicio doméstico (129)",35,,,,,,35
"Actividad economica no especificada (131)",38,7,5,8,1,17,
,,,,,,,
