"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ASUNCION (000)",2278,24,646,846,555,207
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",3,,,2,1,
"Profes., científicos e intelectuales (002)",273,,52,182,39,
"Técnicos de nivel medio y trab. asimilados (003)",56,,23,24,9,
"Jefes y empleados de oficina (004)",45,,12,25,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",148,3,43,46,42,14
"Agricult. trabaj. calif.agrop. y pesqueros (006)",767,2,130,227,281,127
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",221,,93,105,18,5
"Obreros construc., conf., papel, fab., instr. (008)",108,1,35,52,17,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",536,18,218,148,110,42
"Otra (010)",6,,3,2,1,
"Ocupación no especificada (011)",115,,37,33,29,16
"Hombres (012)",1694,16,459,614,443,162
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",2,,,2,,
"Profes., científicos e intelectuales (014)",141,,16,99,26,
"Técnicos de nivel medio y trab. asimilados (015)",31,,13,11,7,
"Jefes y empleados de oficina (016)",22,,4,12,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",58,,16,18,18,6
"Agricult. trabaj. calif.agrop. y pesqueros (018)",749,2,129,221,276,121
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",201,,88,92,17,4
"Obreros construc., conf., papel, fab., instr. (020)",107,1,35,52,17,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",348,13,153,97,64,21
"Otra (022)",6,,3,2,1,
"Ocupación no especificada (023)",29,,2,8,11,8
"Mujeres (024)",584,8,187,232,112,45
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",1,,,,1,
"Profes., científicos e intelectuales (026)",132,,36,83,13,
"Técnicos de nivel medio y trab. asimilados (027)",25,,10,13,2,
"Jefes y empleados de oficina (028)",23,,8,13,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",90,3,27,28,24,8
"Agricult. trabaj. calif.agrop. y pesqueros (030)",18,,1,6,5,6
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",20,,5,13,1,1
"Obreros construc., conf., papel, fab., instr. (032)",1,,,,,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",188,5,65,51,46,21
"Ocupación no especificada (035)",86,,35,25,18,8
,,,,,,
"URBANA (036)",821,11,249,369,155,37
