"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",61,1,18,17,14,11
"Mujeres (045)",1632,27,515,613,348,129
"Agric., ganadería, caza y silvicultura (046)",360,14,105,83,107,51
"Pesca (047)",1,,,1,,
"Explotación de minas y canteras (048)",17,,10,7,,
"Industrias manufactureras (049)",44,,12,12,10,10
"Suministro de electricidad, gas y agua (050)",3,,1,2,,
"Construcción (051)",9,,2,4,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",267,2,77,113,54,21
"Comercio al por mayor (054)",4,,,1,3,
"Comercio al por menor (055)",263,2,77,112,51,21
"Hoteles y restaurantes (056)",147,3,48,53,38,5
"Trans., almac. y comunicaciones (057)",9,,4,2,3,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",19,,11,5,3,
"Admin.pub. y defensa; p. segur.soc.afil (060)",105,,45,47,12,1
"Enseñanza (061)",318,,67,190,61,
"Servicios sociales y de salud (062)",42,,16,22,3,1
"Otras activ. serv.comun.soc y personales (063)",45,2,21,11,7,4
"Hogares privados con servicio doméstico (064)",90,6,49,20,11,4
"Actividad economica no especificada (066)",155,,46,41,36,32
,,,,,,
"URBANA (067)",4358,46,1302,1546,1096,368
"Agric., ganadería, caza y silvicultura (068)",1570,27,394,434,490,225
"Pesca (069)",5,,2,2,1,
"Explotación de minas y canteras (070)",260,,123,105,32,
"Industrias manufactureras (071)",195,2,57,63,50,23
"Suministro de electricidad, gas y agua (072)",28,,8,10,9,1
"Construcción (073)",369,1,148,131,75,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",412,1,119,169,88,35
"Venta, mant.y rep. veh.autom.y motoc. (075)",15,,9,2,3,1
"Comercio al por mayor (076)",12,,2,5,5,
"Comercio al por menor (077)",385,1,108,162,80,34
"Hoteles y restaurantes (078)",125,5,34,46,34,6
"Trans., almac. y comunicaciones (079)",89,,36,33,19,1
"Intermediación financiera (080)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (081)",74,,26,33,12,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",352,,117,135,84,16
"Enseñanza (083)",450,,71,257,118,4
"Servicios sociales y de salud (084)",63,,18,31,12,2
"Otras activ. serv.comun.soc y personales (085)",144,2,66,38,29,9
"Hogares privados con servicio doméstico (086)",71,7,39,17,7,1
"Actividad economica no especificada (088)",149,1,43,41,36,28
"Hombres (089)",3247,32,969,1105,859,282
"Agric., ganadería, caza y silvicultura (090)",1428,25,361,398,446,198
"Pesca (091)",4,,2,1,1,
"Explotación de minas y canteras (092)",251,,116,103,32,
"Industrias manufactureras (093)",159,2,49,53,41,14
"Suministro de electricidad, gas y agua (094)",25,,7,8,9,1
"Construcción (095)",362,1,146,128,73,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",196,,61,72,46,17
"Venta, mant.y rep. veh.autom.y motoc. (097)",15,,9,2,3,1
"Comercio al por mayor (098)",8,,2,4,2,
"Comercio al por menor (099)",173,,50,66,41,16
"Hoteles y restaurantes (100)",15,2,2,5,4,2
"Trans., almac. y comunicaciones (101)",84,,34,32,17,1
"Intermediación financiera (102)",1,,,1,,
"Activid.inmobil., empres. y alquileres (103)",56,,16,28,9,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",254,,79,88,72,15
"Enseñanza (105)",233,,27,135,67,4
"Servicios sociales y de salud (106)",29,,6,13,9,1
"Otras activ. serv.comun.soc y personales (107)",106,,48,30,22,6
"Hogares privados con servicio doméstico (108)",2,1,1,,,
"Actividad economica no especificada (110)",42,1,14,10,11,6
"Mujeres (112)",1111,14,333,441,237,86
"Agric., ganadería, caza y silvicultura (113)",142,2,33,36,44,27
"Pesca (114)",1,,,1,,
"Explotación de minas y canteras (115)",9,,7,2,,
"Industrias manufactureras (116)",36,,8,10,9,9
"Suministro de electricidad, gas y agua (117)",3,,1,2,,
"Construcción (118)",7,,2,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",216,1,58,97,42,18
"Comercio al por mayor (121)",4,,,1,3,
"Comercio al por menor (122)",212,1,58,96,39,18
"Hoteles y restaurantes (123)",110,3,32,41,30,4
"Trans., almac. y comunicaciones (124)",5,,2,1,2,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",18,,10,5,3,
"Admin.pub. y defensa; p. segur.soc.afil (127)",98,,38,47,12,1
"Enseñanza (128)",217,,44,122,51,
"Servicios sociales y de salud (129)",34,,12,18,3,1
"Otras activ. serv.comun.soc y personales (130)",38,2,18,8,7,3
"Hogares privados con servicio doméstico (131)",69,6,38,17,7,1
"Actividad economica no especificada (133)",107,,29,31,25,22
,,,,,,
"RURAL (134)",3570,58,1186,1142,855,329
"Agric., ganadería, caza y silvicultura (135)",2359,51,718,662,648,280
"Pesca (136)",6,,3,3,,
"Explotación de minas y canteras (137)",313,,164,113,36,
"Industrias manufactureras (138)",73,1,24,24,16,8
"Suministro de electricidad, gas y agua (139)",15,,3,11,1,
"Construcción (140)",192,3,73,67,41,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",112,3,32,34,34,9
"Venta, mant.y rep. veh.autom.y motoc. (142)",5,,2,2,1,
"Comercio al por mayor (143)",3,,1,2,,
"Comercio al por menor (144)",104,3,29,30,33,9
"Hoteles y restaurantes (145)",46,,20,15,10,1
"Trans., almac. y comunicaciones (146)",31,,10,14,5,2
"Activid.inmobil., empres. y alquileres (148)",26,,12,7,6,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",39,,23,10,6,
"Enseñanza (150)",192,,37,128,27,
"Servicios sociales y de salud (151)",10,,5,4,1,
"Otras activ. serv.comun.soc y personales (152)",67,,30,29,6,2
"Hogares privados con servicio doméstico (153)",22,,11,4,4,3
"Actividad economica no especificada (155)",67,,21,17,14,15
"Hombres (156)",3049,45,1004,970,744,286
"Agric., ganadería, caza y silvicultura (157)",2141,39,646,615,585,256
"Pesca (158)",6,,3,3,,
"Explotación de minas y canteras (159)",305,,161,108,36,
"Industrias manufactureras (160)",65,1,20,22,15,7
"Suministro de electricidad, gas y agua (161)",15,,3,11,1,
"Construcción (162)",190,3,73,66,40,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",61,2,13,18,22,6
"Venta, mant.y rep. veh.autom.y motoc. (164)",5,,2,2,1,
"Comercio al por mayor (165)",3,,1,2,,
"Comercio al por menor (166)",53,2,10,14,21,6
"Hoteles y restaurantes (167)",9,,4,3,2,
"Trans., almac. y comunicaciones (168)",27,,8,13,4,2
"Activid.inmobil., empres. y alquileres (170)",25,,11,7,6,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",32,,16,10,6,
"Enseñanza (172)",91,,14,60,17,
"Servicios sociales y de salud (173)",2,,1,,1,
"Otras activ. serv.comun.soc y personales (174)",60,,27,26,6,1
"Hogares privados con servicio doméstico (175)",1,,,1,,
"Actividad economica no especificada (177)",19,,4,7,3,5
"Mujeres (179)",521,13,182,172,111,43
"Agric., ganadería, caza y silvicultura (180)",218,12,72,47,63,24
"Explotación de minas y canteras (182)",8,,3,5,,
"Industrias manufactureras (183)",8,,4,2,1,1
"Construcción (185)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",51,1,19,16,12,3
"Comercio al por menor (189)",51,1,19,16,12,3
"Hoteles y restaurantes (190)",37,,16,12,8,1
"Trans., almac. y comunicaciones (191)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (193)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",7,,7,,,
"Enseñanza (195)",101,,23,68,10,
"Servicios sociales y de salud (196)",8,,4,4,,
"Otras activ. serv.comun.soc y personales (197)",7,,3,3,,1
"Hogares privados con servicio doméstico (198)",21,,11,3,4,3
"Actividad economica no especificada (200)",48,,17,10,11,10
