"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",453,17,171,150,100,15
"Hogares privados con servicio doméstico (041)",79,4,42,20,11,2
"Organiz. y organos extraterritoriales (042)",1,,,,1,
"Actividad economica no especificada (043)",510,8,156,174,144,28
"Mujeres (045)",7666,113,2270,3071,1954,258
"Agric., ganadería, caza y silvicultura (046)",940,12,224,387,261,56
"Pesca (047)",15,,,9,6,
"Explotación de minas y canteras (048)",147,1,60,53,30,3
"Industrias manufactureras (049)",207,2,48,71,77,9
"Suministro de electricidad, gas y agua (050)",4,,1,,3,
"Construcción (051)",41,,19,13,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2416,61,656,939,640,120
"Venta, mant.y rep. veh.autom.y motoc. (053)",56,4,24,22,4,2
"Comercio al por mayor (054)",93,1,32,43,14,3
"Comercio al por menor (055)",2267,56,600,874,622,115
"Hoteles y restaurantes (056)",1038,16,357,365,278,22
"Trans., almac. y comunicaciones (057)",213,2,101,76,32,2
"Intermediación financiera (058)",59,,28,24,7,
"Activid.inmobil., empres. y alquileres (059)",339,,144,131,63,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",266,,86,125,52,3
"Enseñanza (061)",692,,93,386,205,8
"Servicios sociales y de salud (062)",221,1,47,105,65,3
"Otras activ. serv.comun.soc y personales (063)",350,6,117,143,77,7
"Hogares privados con servicio doméstico (064)",459,9,211,143,87,9
"Actividad economica no especificada (066)",259,3,78,101,62,15
,,,,,,
"URBANA (067)",20586,326,6184,7862,5392,822
"Agric., ganadería, caza y silvicultura (068)",1912,43,492,727,516,134
"Pesca (069)",285,,89,113,73,10
"Explotación de minas y canteras (070)",2507,4,669,1013,734,87
"Industrias manufactureras (071)",1064,19,354,336,294,61
"Suministro de electricidad, gas y agua (072)",69,1,9,29,28,2
"Construcción (073)",1625,13,591,606,366,49
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",4318,142,1239,1521,1158,258
"Venta, mant.y rep. veh.autom.y motoc. (075)",568,16,211,172,144,25
"Comercio al por mayor (076)",225,5,83,93,37,7
"Comercio al por menor (077)",3525,121,945,1256,977,226
"Hoteles y restaurantes (078)",1416,24,483,467,399,43
"Trans., almac. y comunicaciones (079)",2219,33,778,894,449,65
"Intermediación financiera (080)",116,,44,47,25,
"Activid.inmobil., empres. y alquileres (081)",1112,,364,453,278,17
"Admin.pub. y defensa; p. segur.soc.afil (082)",718,,186,322,193,17
"Enseñanza (083)",1018,,123,539,337,19
"Servicios sociales y de salud (084)",338,1,62,157,113,5
"Otras activ. serv.comun.soc y personales (085)",765,23,277,273,171,21
"Hogares privados con servicio doméstico (086)",507,13,239,154,92,9
"Organiz. y organos extraterritoriales (087)",1,,,,1,
"Actividad economica no especificada (088)",596,10,185,211,165,25
"Hombres (089)",13615,222,4103,5048,3634,608
"Agric., ganadería, caza y silvicultura (090)",1408,37,370,498,392,111
"Pesca (091)",270,,89,104,67,10
"Explotación de minas y canteras (092)",2371,4,612,964,707,84
"Industrias manufactureras (093)",867,18,309,268,220,52
"Suministro de electricidad, gas y agua (094)",66,1,9,29,25,2
"Construcción (095)",1585,13,573,593,357,49
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1982,82,601,613,543,143
"Venta, mant.y rep. veh.autom.y motoc. (097)",515,12,189,151,140,23
"Comercio al por mayor (098)",133,4,51,50,24,4
"Comercio al por menor (099)",1334,66,361,412,379,116
"Hoteles y restaurantes (100)",405,8,139,112,125,21
"Trans., almac. y comunicaciones (101)",2012,31,680,819,418,64
"Intermediación financiera (102)",57,,16,23,18,
"Activid.inmobil., empres. y alquileres (103)",781,,224,325,216,16
"Admin.pub. y defensa; p. segur.soc.afil (104)",459,,102,201,142,14
"Enseñanza (105)",352,,39,165,137,11
"Servicios sociales y de salud (106)",121,,17,53,49,2
"Otras activ. serv.comun.soc y personales (107)",426,17,164,134,96,15
"Hogares privados con servicio doméstico (108)",74,4,39,20,10,1
"Organiz. y organos extraterritoriales (109)",1,,,,1,
"Actividad economica no especificada (110)",378,7,120,127,111,13
"Mujeres (112)",6971,104,2081,2814,1758,214
"Agric., ganadería, caza y silvicultura (113)",504,6,122,229,124,23
"Pesca (114)",15,,,9,6,
"Explotación de minas y canteras (115)",136,,57,49,27,3
"Industrias manufactureras (116)",197,1,45,68,74,9
"Suministro de electricidad, gas y agua (117)",3,,,,3,
"Construcción (118)",40,,18,13,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2336,60,638,908,615,115
"Venta, mant.y rep. veh.autom.y motoc. (120)",53,4,22,21,4,2
"Comercio al por mayor (121)",92,1,32,43,13,3
"Comercio al por menor (122)",2191,55,584,844,598,110
"Hoteles y restaurantes (123)",1011,16,344,355,274,22
"Trans., almac. y comunicaciones (124)",207,2,98,75,31,1
"Intermediación financiera (125)",59,,28,24,7,
"Activid.inmobil., empres. y alquileres (126)",331,,140,128,62,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",259,,84,121,51,3
"Enseñanza (128)",666,,84,374,200,8
"Servicios sociales y de salud (129)",217,1,45,104,64,3
"Otras activ. serv.comun.soc y personales (130)",339,6,113,139,75,6
"Hogares privados con servicio doméstico (131)",433,9,200,134,82,8
"Actividad economica no especificada (133)",218,3,65,84,54,12
,,,,,,
"RURAL (134)",2769,36,810,910,797,216
"Agric., ganadería, caza y silvicultura (135)",1868,27,497,564,604,176
"Pesca (136)",4,,1,1,2,
"Explotación de minas y canteras (137)",203,1,80,80,39,3
"Industrias manufactureras (138)",38,2,17,12,5,2
"Suministro de electricidad, gas y agua (139)",2,,1,1,,
"Construcción (140)",42,,17,17,7,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",140,5,37,59,32,7
"Venta, mant.y rep. veh.autom.y motoc. (142)",22,,9,13,,
"Comercio al por mayor (143)",4,,1,1,1,1
"Comercio al por menor (144)",114,5,27,45,31,6
"Hoteles y restaurantes (145)",33,,17,12,4,
"Trans., almac. y comunicaciones (146)",85,,28,27,25,5
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",50,,25,16,8,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",16,,3,9,4,
"Enseñanza (150)",40,,11,16,13,
"Servicios sociales y de salud (151)",5,,2,2,1,
"Otras activ. serv.comun.soc y personales (152)",38,,11,20,6,1
"Hogares privados con servicio doméstico (153)",31,,14,9,6,2
"Actividad economica no especificada (155)",173,1,49,64,41,18
"Hombres (156)",2074,27,621,653,601,172
"Agric., ganadería, caza y silvicultura (157)",1432,21,395,406,467,143
"Pesca (158)",4,,1,1,2,
"Explotación de minas y canteras (159)",192,,77,76,36,3
"Industrias manufactureras (160)",28,1,14,9,2,2
"Suministro de electricidad, gas y agua (161)",1,,,1,,
"Construcción (162)",41,,16,17,7,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",60,4,19,28,7,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",19,,7,12,,
"Comercio al por mayor (165)",3,,1,1,,1
"Comercio al por menor (166)",38,4,11,15,7,1
"Hoteles y restaurantes (167)",6,,4,2,,
"Trans., almac. y comunicaciones (168)",79,,25,26,24,4
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",42,,21,13,7,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",9,,1,5,3,
"Enseñanza (172)",14,,2,4,8,
"Servicios sociales y de salud (173)",1,,,1,,
"Otras activ. serv.comun.soc y personales (174)",27,,7,16,4,
"Hogares privados con servicio doméstico (175)",5,,3,,1,1
"Actividad economica no especificada (177)",132,1,36,47,33,15
"Mujeres (179)",695,9,189,257,196,44
"Agric., ganadería, caza y silvicultura (180)",436,6,102,158,137,33
"Explotación de minas y canteras (182)",11,1,3,4,3,
"Industrias manufactureras (183)",10,1,3,3,3,
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",80,1,18,31,25,5
"Venta, mant.y rep. veh.autom.y motoc. (187)",3,,2,1,,
"Comercio al por mayor (188)",1,,,,1,
"Comercio al por menor (189)",76,1,16,30,24,5
"Hoteles y restaurantes (190)",27,,13,10,4,
"Trans., almac. y comunicaciones (191)",6,,3,1,1,1
"Activid.inmobil., empres. y alquileres (193)",8,,4,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",7,,2,4,1,
"Enseñanza (195)",26,,9,12,5,
"Servicios sociales y de salud (196)",4,,2,1,1,
"Otras activ. serv.comun.soc y personales (197)",11,,4,4,2,1
"Hogares privados con servicio doméstico (198)",26,,11,9,5,1
"Actividad economica no especificada (200)",41,,13,17,8,3
