"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHEPEN (000)",58529,8417,10491,11334,10142,7398,10747
"Conviviente (001)",17163,211,2855,5415,4193,2357,2132
"Separado(a) (002)",2565,21,258,514,660,508,604
"Casado(a) (003)",15737,15,529,2549,3890,3512,5242
"Viudo(a) (004)",2320,,5,38,101,234,1942
"Divorciado(a) (005)",193,,3,17,43,51,79
"Soltero(a) (006)",20551,8170,6841,2801,1255,736,748
"Hombres (008)",29073,4305,5326,5507,4821,3667,5447
"Conviviente (009)",8355,52,1005,2587,2129,1306,1276
"Separado(a) (010)",703,3,44,101,179,140,236
"Casado(a) (011)",7764,9,148,1094,1775,1751,2987
"Viudo(a) (012)",634,,1,13,25,54,541
"Divorciado(a) (013)",84,,2,4,21,24,33
"Soltero(a) (014)",11533,4241,4126,1708,692,392,374
"Mujeres (016)",29456,4112,5165,5827,5321,3731,5300
"Conviviente (017)",8808,159,1850,2828,2064,1051,856
"Separado(a) (018)",1862,18,214,413,481,368,368
"Casado(a) (019)",7973,6,381,1455,2115,1761,2255
"Viudo(a) (020)",1686,,4,25,76,180,1401
"Divorciado(a) (021)",109,,1,13,22,27,46
"Soltero(a) (022)",9018,3929,2715,1093,563,344,374
,,,,,,,
"URBANA (024)",48254,6874,8483,9249,8501,6177,8970
"Conviviente (025)",13620,167,2258,4300,3365,1874,1656
"Separado(a) (026)",2189,16,208,451,557,433,524
"Casado(a) (027)",13179,11,396,2088,3358,2959,4367
"Viudo(a) (028)",2007,,3,33,92,205,1674
"Divorciado(a) (029)",176,,3,13,38,48,74
"Soltero(a) (030)",17083,6680,5615,2364,1091,658,675
"Hombres (032)",23615,3475,4255,4409,3983,3016,4477
"Conviviente (033)",6583,44,804,2036,1691,1022,986
"Separado(a) (034)",594,3,36,88,147,120,200
"Casado(a) (035)",6457,7,103,881,1526,1460,2480
"Viudo(a) (036)",539,,1,11,22,48,457
"Divorciado(a) (037)",77,,2,3,19,23,30
"Soltero(a) (038)",9365,3421,3309,1390,578,343,324
"Mujeres (040)",24639,3399,4228,4840,4518,3161,4493
"Conviviente (041)",7037,123,1454,2264,1674,852,670
"Separado(a) (042)",1595,13,172,363,410,313,324
"Casado(a) (043)",6722,4,293,1207,1832,1499,1887
"Viudo(a) (044)",1468,,2,22,70,157,1217
"Divorciado(a) (045)",99,,1,10,19,25,44
"Soltero(a) (046)",7718,3259,2306,974,513,315,351
,,,,,,,
"RURAL (048)",10275,1543,2008,2085,1641,1221,1777
"Conviviente (049)",3543,44,597,1115,828,483,476
"Separado(a) (050)",376,5,50,63,103,75,80
"Casado(a) (051)",2558,4,133,461,532,553,875
"Viudo(a) (052)",313,,2,5,9,29,268
"Divorciado(a) (053)",17,,,4,5,3,5
"Soltero(a) (054)",3468,1490,1226,437,164,78,73
"Hombres (056)",5458,830,1071,1098,838,651,970
"Conviviente (057)",1772,8,201,551,438,284,290
"Separado(a) (058)",109,,8,13,32,20,36
"Casado(a) (059)",1307,2,45,213,249,291,507
"Viudo(a) (060)",95,,,2,3,6,84
"Divorciado(a) (061)",7,,,1,2,1,3
"Soltero(a) (062)",2168,820,817,318,114,49,50
"Mujeres (064)",4817,713,937,987,803,570,807
"Conviviente (065)",1771,36,396,564,390,199,186
"Separado(a) (066)",267,5,42,50,71,55,44
"Casado(a) (067)",1251,2,88,248,283,262,368
"Viudo(a) (068)",218,,2,3,6,23,184
"Divorciado(a) (069)",10,,,3,3,2,2
"Soltero(a) (070)",1300,670,409,119,50,29,23
