"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia AYABACA (000)",36839,2887,2962,22075,263,6690,382,1580
"Agric., ganadería, caza y silvicultura (001)",26657,33,1793,18849,199,5783,,
"Pesca (002)",12,,8,4,,,,
"Explotación de minas y canteras (003)",403,8,254,120,5,16,,
"Industrias manufactureras (004)",519,11,93,323,7,85,,
"Suministro de electricidad, gas y agua (005)",79,10,47,21,1,,,
"Construcción (006)",610,14,416,154,4,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1704,123,19,1334,24,204,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",67,2,13,48,3,1,,
"Comercio al por mayor (009)",90,9,,65,1,15,,
"Comercio al por menor (010)",1547,112,6,1221,20,188,,
"Hoteles y restaurantes (011)",554,108,30,359,13,44,,
"Trans., almac. y comunicaciones (012)",456,87,62,293,5,9,,
"Intermediación financiera (013)",9,8,,1,,,,
"Activid.inmobil., empres. y alquileres (014)",205,160,15,21,2,7,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",511,446,65,,,,,
"Enseñanza (016)",1579,1484,,92,,3,,
"Servicios sociales y de salud (017)",229,205,1,22,1,,,
"Otras activ. serv.comun.soc y personales (018)",168,76,19,65,1,7,,
"Hogares privados con servicio doméstico (019)",382,,,,,,382,
"Actividad economica no especificada (021)",1182,114,140,417,1,510,,
"Desocupado (022)",1580,,,,,,,1580
"Hombres (023)",31793,1498,2772,20217,234,5740,13,1319
"Agric., ganadería, caza y silvicultura (024)",25648,30,1697,18323,194,5404,,
"Pesca (025)",11,,7,4,,,,
"Explotación de minas y canteras (026)",397,7,251,118,5,16,,
"Industrias manufactureras (027)",323,7,69,186,7,54,,
"Suministro de electricidad, gas y agua (028)",76,8,46,21,1,,,
"Construcción (029)",606,14,413,153,4,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",998,76,19,829,13,61,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",64,1,13,46,3,1,,
"Comercio al por mayor (032)",52,3,,45,,4,,
"Comercio al por menor (033)",882,72,6,738,10,56,,
"Hoteles y restaurantes (034)",149,31,12,93,3,10,,
"Trans., almac. y comunicaciones (035)",444,78,60,293,5,8,,
"Intermediación financiera (036)",4,3,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",126,91,12,18,1,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",381,321,60,,,,,
"Enseñanza (039)",711,680,,29,,2,,
"Servicios sociales y de salud (040)",90,70,1,19,,,,
"Otras activ. serv.comun.soc y personales (041)",89,43,10,29,1,6,,
"Hogares privados con servicio doméstico (042)",13,,,,,,13,
"Actividad economica no especificada (044)",408,39,115,101,,153,,
"Desocupado (045)",1319,,,,,,,1319
"Mujeres (046)",5046,1389,190,1858,29,950,369,261
"Agric., ganadería, caza y silvicultura (047)",1009,3,96,526,5,379,,
"Pesca (048)",1,,1,,,,,
"Explotación de minas y canteras (049)",6,1,3,2,,,,
"Industrias manufactureras (050)",196,4,24,137,,31,,
"Suministro de electricidad, gas y agua (051)",3,2,1,,,,,
"Construcción (052)",4,,3,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",706,47,,505,11,143,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,1,,2,,,,
"Comercio al por mayor (055)",38,6,,20,1,11,,
"Comercio al por menor (056)",665,40,,483,10,132,,
"Hoteles y restaurantes (057)",405,77,18,266,10,34,,
"Trans., almac. y comunicaciones (058)",12,9,2,,,1,,
"Intermediación financiera (059)",5,5,,,,,,
"Activid.inmobil., empres. y alquileres (060)",79,69,3,3,1,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",130,125,5,,,,,
"Enseñanza (062)",868,804,,63,,1,,
"Servicios sociales y de salud (063)",139,135,,3,1,,,
"Otras activ. serv.comun.soc y personales (064)",79,33,9,36,,1,,
"Hogares privados con servicio doméstico (065)",369,,,,,,369,
"Actividad economica no especificada (067)",774,75,25,316,1,357,,
,,,,,,,,
"URBANA (068)",5969,1901,620,2467,57,399,167,358
"Agric., ganadería, caza y silvicultura (069)",1213,20,206,779,17,191,,
"Pesca (070)",3,,1,2,,,,
"Explotación de minas y canteras (071)",30,6,18,6,,,,
"Industrias manufactureras (072)",164,8,32,112,5,7,,
"Suministro de electricidad, gas y agua (073)",16,7,7,2,,,,
"Construcción (074)",221,12,140,68,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",1140,95,8,885,20,132,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",43,2,6,33,2,,,
"Comercio al por mayor (077)",64,8,,45,1,10,,
"Comercio al por menor (078)",1033,85,2,807,17,122,,
"Hoteles y restaurantes (079)",381,80,13,253,9,26,,
"Trans., almac. y comunicaciones (080)",237,62,36,134,4,1,,
"Intermediación financiera (081)",9,8,,1,,,,
"Activid.inmobil., empres. y alquileres (082)",154,120,8,20,2,4,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",384,356,28,,,,,
"Enseñanza (084)",939,882,,56,,1,,
"Servicios sociales y de salud (085)",142,127,1,14,,,,
"Otras activ. serv.comun.soc y personales (086)",114,64,13,34,,3,,
"Hogares privados con servicio doméstico (087)",167,,,,,,167,
"Actividad economica no especificada (089)",297,54,109,101,,33,,
"Desocupado (090)",358,,,,,,,358
"Hombres (091)",3863,1012,575,1761,39,218,3,255
"Agric., ganadería, caza y silvicultura (092)",1133,18,192,743,16,164,,
"Pesca (093)",3,,1,2,,,,
"Explotación de minas y canteras (094)",30,6,18,6,,,,
"Industrias manufactureras (095)",130,5,30,86,5,4,,
"Suministro de electricidad, gas y agua (096)",15,6,7,2,,,,
"Construcción (097)",220,12,140,67,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",655,59,8,547,10,31,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",41,1,6,32,2,,,
"Comercio al por mayor (100)",38,3,,32,,3,,
"Comercio al por menor (101)",576,55,2,483,8,28,,
"Hoteles y restaurantes (102)",100,24,4,63,3,6,,
"Trans., almac. y comunicaciones (103)",228,55,34,134,4,1,,
"Intermediación financiera (104)",4,3,,1,,,,
"Activid.inmobil., empres. y alquileres (105)",97,70,7,17,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",277,252,25,,,,,
"Enseñanza (107)",426,407,,18,,1,,
"Servicios sociales y de salud (108)",52,40,1,11,,,,
"Otras activ. serv.comun.soc y personales (109)",62,36,7,16,,3,,
"Hogares privados con servicio doméstico (110)",3,,,,,,3,
"Actividad economica no especificada (112)",173,19,101,48,,5,,
"Desocupado (113)",255,,,,,,,255
"Mujeres (114)",2106,889,45,706,18,181,164,103
"Agric., ganadería, caza y silvicultura (115)",80,2,14,36,1,27,,
"Industrias manufactureras (118)",34,3,2,26,,3,,
