"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TALARA (000)",49736,47345,14057,7507,7972,6317,6514,2711,1244,1023,2391,110515
"De 12 a 14 años (001)",4025,3994,3978,12,4,,,,,,31,20
"De 15 a 19 años (002)",6262,6118,5328,690,87,9,4,,,,144,907
"De 20 a 24 años (003)",5874,5216,2064,2125,801,185,37,4,,,658,4459
"De 25 a 29 años (004)",5477,4945,814,1673,1586,620,232,17,3,,532,7816
"De 30 a 34 años (005)",4745,4483,399,914,1440,1036,606,76,10,2,262,10058
"De 35 a 39 años (006)",4335,4184,262,546,1161,1094,903,177,32,9,151,11550
"De 40 a 44 años (007)",4269,4115,249,403,964,1043,1065,313,57,21,154,12780
"De 45 a 49 años (008)",3874,3744,248,340,707,846,1011,408,128,56,130,13001
"De 50 y más años (009)",10875,10546,715,804,1222,1484,2656,1716,1014,935,329,49924
"Sin nivel (010)",1619,1524,202,106,120,164,302,234,170,226,95,7802
"De 12 a 14 años (011)",29,29,29,,,,,,,,,
"De 15 a 19 años (012)",46,43,41,1,1,,,,,,3,3
"De 20 a 24 años (013)",83,69,35,20,9,4,1,,,,14,54
"De 25 a 29 años (014)",58,48,16,9,11,4,6,1,1,,10,82
"De 30 a 34 años (015)",96,82,7,12,18,27,14,4,,,14,217
"De 35 a 39 años (016)",96,89,3,8,10,30,29,7,1,1,7,311
"De 40 a 44 años (017)",125,117,10,9,8,18,39,19,10,4,8,494
"De 45 a 49 años (018)",137,133,11,10,8,19,42,20,15,8,4,631
"De 50 y más años (019)",949,914,50,37,55,62,171,183,143,213,35,6010
"Educacion Inicial (020)",73,69,43,8,8,5,5,,,,4,61
"De 12 a 14 años (021)",15,15,15,,,,,,,,,
"De 15 a 19 años (022)",20,20,19,,1,,,,,,,2
