"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia JULCAN (000)",7994,33,146,480,805,1579,3357,1594
"De 12 a 14 años (001)",10,,,,,,1,9
"De 15 a 19 años (002)",252,,,,,,176,76
"De 20 a 24 años (003)",912,,,,,,637,275
"De 25 a 29 años (004)",966,,,,,37,713,216
"De 30 a 34 años (005)",958,,,,1,140,660,157
"De 35 a 39 años (006)",999,,,,4,253,608,134
"De 40 a 44 años (007)",796,,,,35,308,339,114
"De 45 a 49 años (008)",647,,,2,74,316,180,75
"De 50 y más años (009)",2454,33,146,478,691,525,43,538
"Conviviente (010)",3608,4,19,91,218,659,2022,595
"De 12 a 14 años (011)",6,,,,,,,6
"De 15 a 19 años (012)",166,,,,,,119,47
"De 20 a 24 años (013)",544,,,,,,413,131
"De 25 a 29 años (014)",572,,,,,20,463,89
"De 30 a 34 años (015)",515,,,,1,64,390,60
"De 35 a 39 años (016)",501,,,,,105,341,55
"De 40 a 44 años (017)",370,,,,11,132,181,46
"De 45 a 49 años (018)",274,,,1,23,131,91,28
"De 50 y más años (019)",660,4,19,90,183,207,24,133
"Separado(a) (020)",470,3,7,16,36,102,191,115
"De 15 a 19 años (022)",25,,,,,,21,4
"De 20 a 24 años (023)",70,,,,,,47,23
"De 25 a 29 años (024)",59,,,,,1,39,19
"De 30 a 34 años (025)",63,,,,,15,37,11
"De 35 a 39 años (026)",64,,,,,25,24,15
"De 40 a 44 años (027)",52,,,,2,21,16,13
"De 45 a 49 años (028)",34,,,,4,19,7,4
"De 50 y más años (029)",103,3,7,16,30,21,,26
"Casado(a) (030)",2525,5,35,193,386,630,912,364
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",20,,,,,,14,6
"De 20 a 24 años (033)",140,,,,,,104,36
"De 25 a 29 años (034)",210,,,,,12,165,33
"De 30 a 34 años (035)",269,,,,,42,192,35
"De 35 a 39 años (036)",345,,,,2,86,219,38
"De 40 a 44 años (037)",304,,,,18,125,130,31
"De 45 a 49 años (038)",270,,,1,35,135,76,23
"De 50 y más años (039)",965,5,35,192,331,230,12,160
"Viudo(a) (040)",718,18,76,158,138,98,40,190
"De 15 a 19 años (042)",1,,,,,,,1
"De 20 a 24 años (043)",2,,,,,,1,1
"De 25 a 29 años (044)",7,,,,,1,4,2
"De 30 a 34 años (045)",14,,,,,2,9,3
"De 35 a 39 años (046)",18,,,,,9,9,
"De 40 a 44 años (047)",30,,,,3,12,9,6
"De 45 a 49 años (048)",32,,,,6,20,2,4
"De 50 y más años (049)",614,18,76,158,129,54,6,173
"Divorciado(a) (050)",21,1,,2,1,7,2,8
"De 20 a 24 años (053)",2,,,,,,1,1
