"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JULCAN (000)",7873,1074,15,4642,1537,151,161,54,239
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",8,,,3,1,1,2,,1
"Profes., científicos e intelectuales (002)",340,,,,71,62,77,11,119
"Técnicos de nivel medio ytrab.asimilados (003)",36,,,2,7,8,16,,3
"Jefes y empleados de oficina (004)",48,1,,1,27,2,7,5,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",243,32,,106,51,13,12,3,26
"Agricult.trabaj. calif.agrop. y pesquros (006)",4905,706,6,3260,784,33,25,22,69
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",83,7,,32,32,6,3,,3
"Obreros. construc., conf., papel, fab., instr (008)",96,8,,39,35,5,3,3,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",1715,172,5,1061,436,15,11,9,6
"Otra (010)",13,,,,6,2,4,,1
"Ocupación no especificada (011)",386,148,4,138,87,4,1,1,3
"Hombres (012)",6988,869,10,4341,1377,83,102,43,163
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",6,,,2,1,1,1,,1
"Profes., científicos e intelectuales (014)",134,,,,12,10,41,8,63
"Técnicos de nivel medio ytrab.asimilados (015)",24,,,2,7,6,8,,1
"Jefes y empleados de oficina (016)",30,,,1,19,1,3,3,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",107,3,,45,34,6,5,,14
"Agricult.trabaj. calif.agrop. y pesquros (018)",4845,690,6,3222,781,33,25,21,67
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",79,6,,31,31,5,3,,3
"Obreros. construc., conf., papel, fab., instr (020)",96,8,,39,35,5,3,3,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",1492,115,3,941,400,13,8,7,5
"Otra (022)",12,,,,5,2,4,,1
"Ocupación no especificada (023)",163,47,1,58,52,1,1,1,2
"Mujeres (024)",885,205,5,301,160,68,59,11,76
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",2,,,1,,,1,,
"Profes., científicos e intelectuales (026)",206,,,,59,52,36,3,56
"Técnicos de nivel medio ytrab.asimilados (027)",12,,,,,2,8,,2
"Jefes y empleados de oficina (028)",18,1,,,8,1,4,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",136,29,,61,17,7,7,3,12
"Agricult.trabaj. calif.agrop. y pesquros (030)",60,16,,38,3,,,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",4,1,,1,1,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",223,57,2,120,36,2,3,2,1
"Otra (034)",1,,,,1,,,,
"Ocupación no especificada (035)",223,101,3,80,35,3,,,1
,,,,,,,,,
"URBANA (036)",1164,118,,461,275,50,92,23,145
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",5,,,1,,1,2,,1
"Profes., científicos e intelectuales (038)",133,,,,2,4,42,6,79
"Técnicos de nivel medio ytrab.asimilados (039)",19,,,,3,4,10,,2
"Jefes y empleados de oficina (040)",34,1,,,17,,7,4,5
