"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",177,24,,69,37,10,11,3,23
"Agricult.trabaj. calif.agrop. y pesquros (042)",348,27,,205,75,11,4,2,24
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",53,3,,19,21,5,2,,3
"Obreros. construc., conf., papel, fab., instr (044)",47,4,,12,19,5,3,2,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",291,51,,128,87,8,7,5,5
"Otra (046)",13,,,,6,2,4,,1
"Ocupación no especificada (047)",44,8,,27,8,,,1,
"Hombres (048)",848,58,,362,236,37,48,13,94
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",4,,,1,,1,1,,1
"Profes., científicos e intelectuales (050)",67,,,,1,2,18,3,43
"Técnicos de nivel medio ytrab.asimilados (051)",12,,,,3,3,5,,1
"Jefes y empleados de oficina (052)",19,,,,11,,3,2,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",75,2,,29,25,3,4,,12
"Agricult.trabaj. calif.agrop. y pesquros (054)",340,25,,200,74,11,4,2,24
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",51,3,,18,21,4,2,,3
"Obreros. construc., conf., papel, fab., instr (056)",47,4,,12,19,5,3,2,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",206,23,,91,75,6,4,3,4
"Otra (058)",12,,,,5,2,4,,1
"Ocupación no especificada (059)",15,1,,11,2,,,1,
"Mujeres (060)",316,60,,99,39,13,44,10,51
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",1,,,,,,1,,
"Profes., científicos e intelectuales (062)",66,,,,1,2,24,3,36
"Técnicos de nivel medio ytrab.asimilados (063)",7,,,,,1,5,,1
"Jefes y empleados de oficina (064)",15,1,,,6,,4,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",102,22,,40,12,7,7,3,11
"Agricult.trabaj. calif.agrop. y pesquros (066)",8,2,,5,1,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",2,,,1,,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",85,28,,37,12,2,3,2,1
"Otra (070)",1,,,,1,,,,
"Ocupación no especificada (071)",29,7,,16,6,,,,
,,,,,,,,,
"RURAL (072)",6709,956,15,4181,1262,101,69,31,94
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",3,,,2,1,,,,
"Profes., científicos e intelectuales (074)",207,,,,69,58,35,5,40
"Técnicos de nivel medio ytrab.asimilados (075)",17,,,2,4,4,6,,1
"Jefes y empleados de oficina (076)",14,,,1,10,2,,1,
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",66,8,,37,14,3,1,,3
"Agricult.trabaj. calif.agrop. y pesquros (078)",4557,679,6,3055,709,22,21,20,45
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",30,4,,13,11,1,1,,
"Obreros. construc., conf., papel, fab., instr (080)",49,4,,27,16,,,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1424,121,5,933,349,7,4,4,1
"Ocupación no especificada (083)",342,140,4,111,79,4,1,,3
"Hombres (084)",6140,811,10,3979,1141,46,54,30,69
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",2,,,1,1,,,,
"Profes., científicos e intelectuales (086)",67,,,,11,8,23,5,20
"Técnicos de nivel medio ytrab.asimilados (087)",12,,,2,4,3,3,,
"Jefes y empleados de oficina (088)",11,,,1,8,1,,1,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",32,1,,16,9,3,1,,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",4505,665,6,3022,707,22,21,19,43
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",28,3,,13,10,1,1,,
"Obreros. construc., conf., papel, fab., instr (092)",49,4,,27,16,,,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1286,92,3,850,325,7,4,4,1
"Ocupación no especificada (095)",148,46,1,47,50,1,1,,2
"Mujeres (096)",569,145,5,202,121,55,15,1,25
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,1,,,,,
"Profes., científicos e intelectuales (098)",140,,,,58,50,12,,20
"Técnicos de nivel medio ytrab.asimilados (099)",5,,,,,1,3,,1
"Jefes y empleados de oficina (100)",3,,,,2,1,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",34,7,,21,5,,,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",52,14,,33,2,,,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",2,1,,,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",138,29,2,83,24,,,,
"Ocupación no especificada (107)",194,94,3,64,29,3,,,1
