"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LEONCIO PRADO (000)",44205,3201,49,15955,16121,1453,2110,1954,3362
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",64,1,,5,7,1,13,6,31
"Profes., científicos e intelectuales (002)",2581,,,,56,57,435,119,1914
"Técnicos de nivel medio ytrab.asimilados (003)",1351,4,,34,232,211,320,350,200
"Jefes y empleados de oficina (004)",1139,,,18,341,91,199,178,312
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",5952,176,3,1345,3000,328,334,466,300
"Agricult.trabaj. calif.agrop. y pesquros (006)",12001,1552,13,6877,3169,137,65,104,84
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",2113,44,1,487,1141,121,131,108,80
"Obreros. construc., conf., papel, fab., instr (008)",3453,36,3,740,2127,137,122,207,81
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",13955,1309,28,6162,5561,299,167,293,136
"Otra (010)",573,,,,99,25,272,61,116
"Ocupación no especificada (011)",1023,79,1,287,388,46,52,62,108
"Hombres (012)",31965,1972,34,12342,12053,967,1212,1337,2048
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",46,1,,2,5,1,8,5,24
"Profes., científicos e intelectuales (014)",1405,,,,38,29,181,62,1095
"Técnicos de nivel medio ytrab.asimilados (015)",893,2,,25,158,168,178,241,121
"Jefes y empleados de oficina (016)",575,,,7,214,37,65,86,166
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",2589,33,,448,1409,154,107,272,166
"Agricult.trabaj. calif.agrop. y pesquros (018)",11047,1261,12,6393,3017,127,59,101,77
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1725,16,1,389,946,100,110,97,66
"Obreros. construc., conf., papel, fab., instr (020)",3363,35,3,720,2079,128,115,205,78
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",9258,608,18,4230,3873,173,95,174,87
"Otra (022)",556,,,,97,24,266,57,112
"Ocupación no especificada (023)",508,16,,128,217,26,28,37,56
"Mujeres (024)",12240,1229,15,3613,4068,486,898,617,1314
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",18,,,3,2,,5,1,7
"Profes., científicos e intelectuales (026)",1176,,,,18,28,254,57,819
"Técnicos de nivel medio ytrab.asimilados (027)",458,2,,9,74,43,142,109,79
"Jefes y empleados de oficina (028)",564,,,11,127,54,134,92,146
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",3363,143,3,897,1591,174,227,194,134
"Agricult.trabaj. calif.agrop. y pesquros (030)",954,291,1,484,152,10,6,3,7
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",388,28,,98,195,21,21,11,14
"Obreros. construc., conf., papel, fab., instr (032)",90,1,,20,48,9,7,2,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",4697,701,10,1932,1688,126,72,119,49
"Otra (034)",17,,,,2,1,6,4,4
"Ocupación no especificada (035)",515,63,1,159,171,20,24,25,52
,,,,,,,,,
"URBANA (036)",26549,890,25,6395,11056,1245,1931,1816,3191
