"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6070,1449,1592,2418,174,324,113
"Agric., ganadería, caza y silvicultura (001)",655,6,214,322,48,65,
"Pesca (002)",1497,7,712,549,58,171,
"Explotación de minas y canteras (003)",14,5,6,3,,,
"Industrias manufactureras (004)",275,36,64,163,7,5,
"Suministro de electricidad, gas y agua (005)",36,17,16,2,,1,
"Construcción (006)",434,20,295,102,14,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",729,102,12,550,19,46,
"Venta, mant.y rep. veh.autom y motoc. (008)",79,6,9,61,,3,
"Comercio al por mayor (009)",35,15,2,14,2,2,
"Comercio al por menor (010)",615,81,1,475,17,41,
"Hoteles y restaurantes (011)",382,197,16,147,10,12,
"Trans., almac. y comunicaciones (012)",533,103,61,360,6,3,
"Intermediación financiera (013)",11,11,,,,,
"Activid.inmobil., empres. y alquileres (014)",233,169,32,24,7,1,
"Admin.pub. y defensa; p. segur soc.afil (015)",368,266,102,,,,
"Enseñanza (016)",318,283,,34,1,,
"Servicios sociales y de salud (017)",60,54,,5,,1,
"Otras activ. serv.comun.soc y personales (018)",256,136,34,76,2,8,
"Hogares privados con servicio doméstico (019)",113,,,,,,113
"Actividad economica no especificada (021)",156,37,28,81,2,8,
"Hombres (022)",4615,860,1439,1897,149,262,8
"Agric., ganadería, caza y silvicultura (023)",609,4,209,297,46,53,
"Pesca (024)",1476,7,697,545,58,169,
"Explotación de minas y canteras (025)",14,5,6,3,,,
"Industrias manufactureras (026)",189,18,41,123,4,3,
"Suministro de electricidad, gas y agua (027)",35,16,16,2,,1,
"Construcción (028)",422,17,290,100,12,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",424,65,11,324,9,15,
"Venta, mant.y rep. veh.autom y motoc. (030)",73,5,9,57,,2,
"Comercio al por mayor (031)",25,14,1,8,2,,
"Comercio al por menor (032)",326,46,1,259,7,13,
"Hoteles y restaurantes (033)",139,89,11,29,6,4,
"Trans., almac. y comunicaciones (034)",508,88,60,353,4,3,
"Intermediación financiera (035)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (036)",166,120,18,22,6,,
"Admin.pub. y defensa; p. segur soc.afil (037)",209,183,26,,,,
"Enseñanza (038)",134,122,,11,1,,
"Servicios sociales y de salud (039)",27,23,,4,,,
"Otras activ. serv.comun.soc y personales (040)",168,83,29,49,1,6,
"Hogares privados con servicio doméstico (041)",8,,,,,,8
"Actividad economica no especificada (043)",82,15,25,35,2,5,
"Mujeres (044)",1455,589,153,521,25,62,105
"Agric., ganadería, caza y silvicultura (045)",46,2,5,25,2,12,
"Pesca (046)",21,,15,4,,2,
"Industrias manufactureras (048)",86,18,23,40,3,2,
"Suministro de electricidad, gas y agua (049)",1,1,,,,,
"Construcción (050)",12,3,5,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",305,37,1,226,10,31,
"Venta, mant.y rep. veh.autom y motoc. (052)",6,1,,4,,1,
"Comercio al por mayor (053)",10,1,1,6,,2,
"Comercio al por menor (054)",289,35,,216,10,28,
"Hoteles y restaurantes (055)",243,108,5,118,4,8,
"Trans., almac. y comunicaciones (056)",25,15,1,7,2,,
"Intermediación financiera (057)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (058)",67,49,14,2,1,1,
"Admin.pub. y defensa; p. segur soc.afil (059)",159,83,76,,,,
"Enseñanza (060)",184,161,,23,,,
"Servicios sociales y de salud (061)",33,31,,1,,1,
"Otras activ. serv.comun.soc y personales (062)",88,53,5,27,1,2,
"Hogares privados con servicio doméstico (063)",105,,,,,,105
"Actividad economica no especificada (065)",74,22,3,46,,3,
,,,,,,,
"URBANA (066)",4814,1221,1213,1924,125,241,90
"Agric., ganadería, caza y silvicultura (067)",88,1,32,42,5,8,
"Pesca (068)",1422,7,651,544,58,162,
"Explotación de minas y canteras (069)",12,4,5,3,,,
"Industrias manufactureras (070)",243,27,55,151,7,3,
"Suministro de electricidad, gas y agua (071)",30,15,12,2,,1,
"Construcción (072)",359,18,232,97,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",653,97,9,485,19,43,
"Venta, mant.y rep. veh.autom y motoc. (074)",71,5,6,57,,3,
"Comercio al por mayor (075)",35,15,2,14,2,2,
"Comercio al por menor (076)",547,77,1,414,17,38,
"Hoteles y restaurantes (077)",356,185,16,139,8,8,
"Trans., almac. y comunicaciones (078)",452,89,50,306,5,2,
"Intermediación financiera (079)",10,10,,,,,
"Activid.inmobil., empres. y alquileres (080)",179,133,17,22,6,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",321,226,95,,,,
"Enseñanza (082)",256,227,,28,1,,
"Servicios sociales y de salud (083)",47,43,,3,,1,
"Otras activ. serv.comun.soc y personales (084)",191,107,22,54,2,6,
"Hogares privados con servicio doméstico (085)",90,,,,,,90
"Actividad economica no especificada (087)",105,32,17,48,2,6,
"Hombres (088)",3555,716,1067,1470,102,195,5
"Agric., ganadería, caza y silvicultura (089)",79,1,29,37,5,7,
"Pesca (090)",1401,7,636,540,58,160,
"Explotación de minas y canteras (091)",12,4,5,3,,,
"Industrias manufactureras (092)",164,16,32,111,4,1,
"Suministro de electricidad, gas y agua (093)",29,14,12,2,,1,
"Construcción (094)",348,15,228,95,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",365,62,8,272,9,14,
"Venta, mant.y rep. veh.autom y motoc. (096)",65,4,6,53,,2,
"Comercio al por mayor (097)",25,14,1,8,2,,
"Comercio al por menor (098)",275,44,1,211,7,12,
"Hoteles y restaurantes (099)",127,84,11,25,4,3,
"Trans., almac. y comunicaciones (100)",428,74,49,300,3,2,
"Intermediación financiera (101)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (102)",119,88,6,20,5,,
"Admin.pub. y defensa; p. segur soc.afil (103)",182,162,20,,,,
"Enseñanza (104)",107,96,,10,1,,
"Servicios sociales y de salud (105)",20,18,,2,,,
"Otras activ. serv.comun.soc y personales (106)",109,58,17,29,1,4,
"Hogares privados con servicio doméstico (107)",5,,,,,,5
"Actividad economica no especificada (109)",55,12,14,24,2,3,
"Mujeres (110)",1259,505,146,454,23,46,85
"Agric., ganadería, caza y silvicultura (111)",9,,3,5,,1,
"Pesca (112)",21,,15,4,,2,
"Industrias manufactureras (114)",79,11,23,40,3,2,
"Suministro de electricidad, gas y agua (115)",1,1,,,,,
"Construcción (116)",11,3,4,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",288,35,1,213,10,29,
"Venta, mant.y rep. veh.autom y motoc. (118)",6,1,,4,,1,
"Comercio al por mayor (119)",10,1,1,6,,2,
"Comercio al por menor (120)",272,33,,203,10,26,
"Hoteles y restaurantes (121)",229,101,5,114,4,5,
"Trans., almac. y comunicaciones (122)",24,15,1,6,2,,
"Intermediación financiera (123)",5,5,,,,,
